amine_smiles,acid_smiles,NMR_lnk,test splits
FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,CCCCC(CC)C(Cl)=O,2.017672515282204,TEST1
Nc1ccc(F)cc1,Cc1ccccc1C(Cl)=O,1.9621911766292721,TRAIN
FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,Cc1ccccc1C(Cl)=O,1.7624679645926558,TEST1
Nc1ccc(F)cc1,CCc1ccc(cc1)C(Cl)=O,1.293795226622967,TRAIN
FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,CCc1ccc(cc1)C(Cl)=O,1.1620251765181706,TEST1
Nc1ccc(F)cc1,CCCCCCCCCCCC(Cl)=O,4.623585577007007,TRAIN
FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,CCCCCCCCCCCC(Cl)=O,4.759375150056219,TEST1
Nc1ccc(F)cc1,CC(C)C(Cl)=O,3.9265470194442442,TRAIN
FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,CC(C)C(Cl)=O,3.7138915278662785,TEST1
Nc1ccc(F)cc1,ClC(C=Cc1ccccc1)=O,4.995696937031931,TRAIN
FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,ClC(C=Cc1ccccc1)=O,4.159904436600832,TEST1
Nc1ccc(F)cc1,ClC(=O)c1ccc(Br)cc1,2.56168248859005,TRAIN
FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,ClC(=O)c1ccc(Br)cc1,2.3372570145253233,TEST1
Nc1ccc(F)cc1,COc1cc(cc(OC)c1OC)C(Cl)=O,2.000858185301677,TRAIN
FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,COc1cc(cc(OC)c1OC)C(Cl)=O,1.774036677573484,TEST1
Nc1ccc(F)cc1,[O-][N+](=O)c1ccc(cc1)C(Cl)=O,4.734706107337125,TRAIN
FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,[O-][N+](=O)c1ccc(cc1)C(Cl)=O,3.4822057767556207,TEST1
Nc1ccc(F)cc1,ClC(=O)C12CC3CC(CC(C3)C1)C2,2.5244798649077267,TRAIN
FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,ClC(=O)C12CC3CC(CC(C3)C1)C2,2.5936937878637285,TEST1
Nc1ccc(F)cc1,O=C(Cl)CC1=CC=CC=C1,6.013299177115025,TEST1
Nc1ccc(F)cc1,ClC(C(CC)CC)=O,1.9832059337990102,TEST1
FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,ClC(C(CC)CC)=O,2.313416223947703,TEST2
Nc1ccc(F)cc1,ClC(C1=CC=CC=C1C(F)(F)F)=O,1.3037276374629283,TEST1
FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,ClC(C1=CC=CC=C1C(F)(F)F)=O,2.0928388950159156,TEST2
Nc1ccc(F)cc1,ClC(CCC1=CC=CC=C1)=O,5.251712537792804,TEST1
Nc1ccc(F)cc1,ClC(C1CCCC1)=O,6.202233852258434,TEST1
Nc1ccc(F)cc1,ClC(C1=C(F)C=CC=C1F)=O,4.375515483058225,TEST1
Nc1ccc(F)cc1,ClC(C1=CC(Cl)=CC=C1F)=O,5.074521102263055,TEST1
Nc1ccc(F)cc1,CCOC1=C(C(Cl)=O)C=CC=C1,5.44404495726595,TEST1
Nc1ccc(F)cc1,O=C(Cl)COC1=CC=CC=C1,8.90782163181483,TEST1
Nc1ccc(F)cc1,ClC(CC1=CC=CS1)=O,8.812633471000419,TEST1
Nc1ccc(F)cc1,ClC(C1CCCCC1)=O,3.3751066254576916,TEST1
Nc1ccc(F)cc1,ClC(C1CCOCC1)=O,4.207883046948238,TEST1
Nc1ccc(F)cc1,ClC1=CC=C(C(Cl)=O)S1,1.0844795570910524,TEST1
Nc1ccc(F)cc1,ClC(COCC1=CC=CC=C1)=O,7.05444965813294,TEST1
Nc1ccc(F)cc1,ClC(CC(OC)=O)=O,8.278682162970906,TEST1
