iter	RMSE
160	0.3463091765
161	0.3455122455
162	0.3450387956
163	0.3444366244
164	0.3438367728
165	0.3429016955
166	0.3421372516
167	0.3415758591
168	0.3409971502
169	0.3404299467
170	0.339763436
171	0.3390171209
172	0.3382149887
173	0.3375353907
174	0.3366234218
175	0.335856356
176	0.3351334542
177	0.3343015093
178	0.3333747809
179	0.3326485929
180	0.3322466347
181	0.3318006936
182	0.3310107317
183	0.3303063405
184	0.3295516414
185	0.3289857233
186	0.3282970555
187	0.3275704952
188	0.3271443276
189	0.3266386067
190	0.3260373081
191	0.3253855135
192	0.32466199
193	0.3242507703
194	0.323289832
195	0.323022251
196	0.3223351524
197	0.3217050616
198	0.3211582585
199	0.320480735
200	0.3200045014
201	0.3192384502
202	0.3186388539
203	0.3182003366
204	0.3178171344
205	0.3172086422
206	0.3167646232
207	0.3157251552
208	0.3153815167
209	0.314763903
210	0.3142488205
211	0.3136762754
212	0.3129943496
213	0.3121600885
214	0.3117203086
215	0.3110929922
216	0.3106780182
217	0.3100550538
218	0.3095048329
219	0.308731991
220	0.3082514648
221	0.3076403145
222	0.3072219859
223	0.3069914952
224	0.3066100244
225	0.3060290667
226	0.3055201073
227	0.3049206319
228	0.3044974563
229	0.3041280027
230	0.3039144676
231	0.3033322675
232	0.3031190342
233	0.3027545997
234	0.3023403786
235	0.301496702
236	0.3008317177
237	0.3005043808
238	0.299932157
239	0.2996059825
240	0.2991002224
241	0.2989337345
242	0.2987863043
243	0.2985887379
244	0.298236306
245	0.2979954767
246	0.2975741376
247	0.2971462718
248	0.296919583
249	0.2967220977
250	0.296358334
251	0.2959429928
252	0.2954550274
253	0.2950333886
254	0.2946463214
255	0.2941470383
256	0.2938043784
257	0.2932491138
258	0.2928330051
259	0.2926664924
260	0.2921195879
261	0.2919727594
262	0.2910628195
263	0.2904601255
264	0.2898974639
265	0.2893336586
266	0.2891226979
267	0.2886214318
268	0.2883706717
269	0.2879471634
270	0.2873434111
271	0.2866694397
272	0.2863565516
273	0.2858154816
274	0.2853353717
275	0.2850341762
276	0.2848261274
277	0.2844937719
278	0.2843495824
279	0.2838751934
280	0.2833111419
281	0.282767724
282	0.2823925705
283	0.2818844513
284	0.2812710137
285	0.2807459913
286	0.2802236807
287	0.2798386722
288	0.2795729974
289	0.2791230342
290	0.2785772234
291	0.2780005057
292	0.2775004303
293	0.2770864134
294	0.2765375786
295	0.2760180223
296	0.2755078284
297	0.2752063207
298	0.2747465771
299	0.2741543157
300	0.273767939
301	0.2733692777
302	0.2729608766
303	0.2726327642
304	0.2722666307
305	0.2720054484
306	0.2716071233
307	0.2710904948
308	0.2708283976
309	0.2702681603
310	0.2698696075
311	0.2695509582
312	0.2693121299
313	0.2687998883
314	0.2685150202
315	0.2682545815
316	0.2678723629
317	0.2675535871
318	0.2670567395
319	0.2666961211
320	0.2662759344
321	0.266022783
322	0.2657796347
323	0.2656130828
324	0.2651310576
325	0.2648230924
326	0.2644283805
327	0.2639677196
328	0.2635287051
329	0.2631111358
330	0.2627311959
331	0.2623992829
332	0.2622048209
333	0.2616775899
334	0.2611786763
335	0.2604758536
336	0.2598035558
337	0.2596563662
338	0.2592162853
339	0.2588132358
340	0.258444789
341	0.2583302895
342	0.2582170573
343	0.2579291738
344	0.2577414416
345	0.2572070384
346	0.2569558942
347	0.2567214879
348	0.2563721822
349	0.2559999151
350	0.2557730166
351	0.2555322802
352	0.2551987489
353	0.2548335382
354	0.2545284549
355	0.2542064746
356	0.2536851659
357	0.2531295279
358	0.2527576927
359	0.2523508809
360	0.2521031525
361	0.2518887496
362	0.2514532709
363	0.2510535593
364	0.2506557374
365	0.2500356126
366	0.2496824275
367	0.2494708336
368	0.2490948983
369	0.2488133712
370	0.2483047976
371	0.248056752
372	0.2476846166
373	0.2473707797
374	0.2469981441
375	0.2468995693
376	0.2465972044
377	0.2462795444
378	0.2458225336
379	0.2453963684
380	0.2451870263
381	0.2447801634
382	0.2445152918
383	0.2439686541
384	0.2436193429
385	0.2433529716
386	0.243077883
387	0.242877317
388	0.2425547614
389	0.2423863317
390	0.2421888757
391	0.241946826
392	0.2417596492
393	0.241417622
394	0.2410784839
395	0.2407053979
396	0.2405931517
397	0.2402975924
398	0.2398172308
399	0.2395645272
400	0.2393234829
401	0.2390036772
402	0.2387608752
403	0.2386476366
404	0.238463382
405	0.2382344847
406	0.2378900311
407	0.2375999299
408	0.2373573509
409	0.2371687051
410	0.2367079299
411	0.2363429606
412	0.235913031
413	0.2354393155
414	0.2351115666
415	0.2350471408
416	0.2348007395
417	0.2345251903
418	0.2342410694
419	0.2339937582
420	0.2335504154
421	0.2332570391
422	0.2330103994
423	0.2325346001
424	0.2322560213
425	0.2320431254
426	0.2313952142
427	0.2311390761
428	0.2308260677
429	0.2305011283
430	0.2302452451
431	0.2298469222
432	0.2296248527
433	0.2292823114
434	0.2290265172
435	0.2286776602
436	0.2283866098
437	0.2282969713
438	0.2279145219
439	0.2276223712
440	0.2273129179
441	0.2270386046
442	0.2268143728
443	0.2265401601
444	0.2262687963
445	0.226046222
446	0.2259816087
447	0.2255751404
448	0.2252192529
449	0.2250292814
450	0.224648631
451	0.2242670828
452	0.2239869086
453	0.2238133922
454	0.2235406651
455	0.2233199952
456	0.222955657
457	0.2227039918
458	0.2224314938
459	0.2222349699
460	0.2220343993
461	0.2217410283
462	0.2217044512
463	0.2212597235
464	0.2209998318
465	0.2207586017
466	0.2206402747
467	0.2204296313
468	0.2200103047
469	0.2197223385
470	0.219556828
471	0.2193373712
472	0.2191382415
473	0.2190222867
474	0.2187571596
475	0.2183312238
476	0.2176907986
477	0.2175277597
478	0.2173268349
479	0.2171770362
480	0.2168923924
481	0.2166748862
482	0.216392627
483	0.2161711362
484	0.2160751368
485	0.2158954524
486	0.2157737507
487	0.2156333978
488	0.2151751981
489	0.2149073868
490	0.2146281537
491	0.2143630151
492	0.2142683987
493	0.2141283119
494	0.2138380738
495	0.2136726372
496	0.2134507144
497	0.2130732483
498	0.2128306102
499	0.2125724959
500	0.2124295917
501	0.2123208215
502	0.2119549583
503	0.2118892654
504	0.2117880367
505	0.2113927242
506	0.2112688
507	0.2110516872
508	0.2108605425
509	0.2104596166
510	0.2101393136
511	0.2100578848
512	0.2097613743
513	0.2095810708
514	0.2094081882
515	0.2090750836
516	0.2088203633
517	0.2085554969
518	0.2081973942
519	0.2078647399
520	0.2076646705
521	0.2074114487
522	0.2072217665
523	0.2070057228
524	0.206929456
525	0.2068176803
526	0.2067294471
527	0.2064475486
528	0.2061585875
529	0.2058614229
530	0.2054787813
531	0.205264456
532	0.2052248798
533	0.2051803905
534	0.2049879911
535	0.2047544684
536	0.20443244
537	0.2042731159
538	0.2041492271
539	0.2040128854
540	0.203845056
541	0.2035646643
542	0.2035060206
543	0.2031854921
544	0.2030035062
545	0.2027646489
546	0.2024532105
547	0.2023364676
548	0.2020971561
549	0.2019597581
550	0.2017410541
551	0.2015153417
552	0.201300403
553	0.2010924605
554	0.2007595746
555	0.2005513329
556	0.2002935951
557	0.2002272824
558	0.1997971103
559	0.1993848175
560	0.199001839
561	0.1988125172
562	0.1986170175
563	0.1983223911
564	0.1980563026
565	0.1977805862
566	0.1976189799
567	0.1974532063
568	0.197291685
569	0.1970777262
570	0.1968456201
571	0.1966598559
572	0.196459814
573	0.1963648379
574	0.1960418601
575	0.1959940517
576	0.1958087339
577	0.1957084113
578	0.1954724919
579	0.195282098
580	0.1950638451
581	0.1947940953
582	0.1945055968
583	0.1944036978
584	0.1942447082
585	0.1941651121
586	0.1939173314
587	0.1937979552
588	0.193591497
589	0.1933567201
590	0.1932185929
591	0.1931014464
592	0.1928258943
593	0.1926029906
594	0.1923966707
595	0.1922618055
596	0.192168604
597	0.1921443609
598	0.1919987303
599	0.1918922512
600	0.1917236606
601	0.1914256568
602	0.1912532572
603	0.1910836611
604	0.1907922694
605	0.1907364599
606	0.1905276635
607	0.1904878233
608	0.1904242788
609	0.1900679067
610	0.1897760891
611	0.1896868088
612	0.1895025904
613	0.1892741639
614	0.189015612
615	0.1888241259
616	0.1885828779
617	0.188336517
618	0.1880821613
619	0.1879018486
620	0.1877137024
621	0.1876058959
622	0.1873586966
623	0.187243992
624	0.1871148771
625	0.1869774074
626	0.1867069225
627	0.1864301675
628	0.1861951409
629	0.1860351801
630	0.1858308621
631	0.1854874175
632	0.1853499135
633	0.1849919463
634	0.1848837385
635	0.1846519994
636	0.1844314867
637	0.1842387016
638	0.1839843673
639	0.1839533412
640	0.1836061188
641	0.1833518696
642	0.1830363766
643	0.1827576596
644	0.1826019993
645	0.1823391041
646	0.1821857811
647	0.1819962189
648	0.1819408027
649	0.1818801388
650	0.1815994381
651	0.1814785322
652	0.181223668
653	0.1811236614
654	0.1808391992
655	0.1808001988
656	0.180756195
657	0.1806651066
658	0.1804577912
659	0.1803031683
660	0.1801329994
661	0.1799948833
662	0.1798070682
663	0.1795824751
664	0.1793557433
665	0.1791913334
666	0.179099626
667	0.1790339705
668	0.1788330609
669	0.1786546859
670	0.1783317842
671	0.1781905315
672	0.178035105
673	0.1778367972
674	0.1775294119
675	0.1774141812
676	0.1773632372
677	0.1773188234
678	0.1772512705
679	0.176954105
680	0.1767617753
681	0.1766701237
682	0.176481735
683	0.1764102791
684	0.1762699982
685	0.1761029153
686	0.1759182319
687	0.1758101289
688	0.175729055
689	0.1753753723
690	0.1752168223
691	0.1750815762
692	0.1750052286
693	0.1749238761
694	0.1748680487
695	0.174729778
696	0.1744694463
697	0.1742410229
698	0.1741947878
699	0.1740185272
700	0.1738421966
701	0.1736647725
702	0.1734880935
703	0.1734052808
704	0.1733364224
705	0.173217632
706	0.1730366662
707	0.1729071734
708	0.1726724513
709	0.172368952
710	0.1721294573
711	0.1720333529
712	0.1720243957
713	0.1718109412
714	0.1716059777
715	0.1713808913
716	0.171207225
717	0.1710710109
718	0.1709277662
719	0.170661332
720	0.1705134549
721	0.170359503
722	0.170297336
723	0.1702698321
724	0.1699878935
725	0.1697384585
726	0.1696753468
727	0.1696151993
728	0.169464122
729	0.1692940551
730	0.1691909653
731	0.1689555477
732	0.1688323465
733	0.1687046859
734	0.1685053843
735	0.1684155651
736	0.1682623585
737	0.1680122084
738	0.1679160353
739	0.1677836368
740	0.1675859558
741	0.1674239821
742	0.1672486167
743	0.1670042112
744	0.1667589121
745	0.1665265951
746	0.1663669345
747	0.1662250081
748	0.1661350938
749	0.1660490433
750	0.1658957038
751	0.1657208737
752	0.1655363039
753	0.1655007801
754	0.1654106716
755	0.1651469241
756	0.1649490358
757	0.1648832867
758	0.1647928059
759	0.1647516101
760	0.1646924699
761	0.1646355827
762	0.1644900541
763	0.1642479361
764	0.1640070386
765	0.163775392
766	0.1635928817
767	0.1632868221
768	0.1631487579
769	0.1629559918
770	0.1627428151
771	0.1624916127
772	0.1624594471
773	0.1623400404
774	0.1622120451
775	0.162146123
776	0.161999845
777	0.1618520409
778	0.1617476402
779	0.1616219926
780	0.1614394855
781	0.1611797754
782	0.1610043007
783	0.1608361689
784	0.1606561362
785	0.1605182364
786	0.1603594128
787	0.1602898084
788	0.1600528271
789	0.1598672643
790	0.159836334
791	0.1597529866
792	0.1595997126
793	0.1594893649
794	0.1593936051
795	0.1592770817
796	0.1592297713
797	0.1590360877
798	0.1590040659
799	0.1587808091
800	0.1586875651
801	0.158530525
802	0.1583355213
803	0.1582790737
804	0.1581278025
805	0.1579885448
806	0.1578711283
807	0.1577929105
808	0.157707101
809	0.1576761217
810	0.1575599848
811	0.1574732245
812	0.1572922222
813	0.1571737831
814	0.157098629
815	0.1568227212
816	0.1566395515
817	0.1565043705
818	0.1563880067
819	0.156252561
820	0.156116949
821	0.1560152159
822	0.1558541077
823	0.1557869643
824	0.1555927228
825	0.1554839456
826	0.1553870001
827	0.1553100141
828	0.1552801731
829	0.1552234463
830	0.1550953202
831	0.1550556233
832	0.1547357841
833	0.1545915571
834	0.1544487496
835	0.1543694524
836	0.1542941112
837	0.1542204405
838	0.1541105961
839	0.1539036806
840	0.1537794941
841	0.1537372438
842	0.1534246513
843	0.1532733671
844	0.1531264173
845	0.1529200164
846	0.1528683865
847	0.1527014648
848	0.1525347625
849	0.1524154758
850	0.1523304815
851	0.1521421364
852	0.1519367869
853	0.1519217896
854	0.1518689625
855	0.1516684883
856	0.151485428
857	0.1513731849
858	0.1512793935
859	0.1512270801
860	0.1509976892
861	0.150925524
862	0.1508190108
863	0.1506845059
864	0.1506572623
865	0.150579759
866	0.1504147977
867	0.1502431527
868	0.1500815688
869	0.1500125498
870	0.1499075021
871	0.1498823007
872	0.1497333658
873	0.1495228611
874	0.1493710792
875	0.1491021302
876	0.1489905169
877	0.1489071248
878	0.1488313275
879	0.1487755921
880	0.1486871603
881	0.1485868403
882	0.1484846174
883	0.1483387035
884	0.1483125708
885	0.1482418368
886	0.1481464299
887	0.1479852151
888	0.1478167706
889	0.1477646337
890	0.1476780602
891	0.1475224078
892	0.1474241647
893	0.1473296188
894	0.1472432927
895	0.147159983
896	0.1469388163
897	0.1468210006
898	0.1465548194
899	0.1465036151
900	0.1464235101
901	0.1463096229
902	0.1461305224
903	0.1461063798
904	0.1459981179
905	0.1459090578
906	0.1458888668
907	0.1456836493
908	0.1456313158
909	0.1455231393
910	0.1454223696
911	0.1451659718
912	0.1449315791
913	0.1448977987
914	0.1448132439
915	0.1447152242
916	0.1445295151
917	0.1443705575
918	0.1443561997
919	0.1442205425
920	0.1440765621
921	0.1439819948
922	0.1439385093
923	0.1438610288
924	0.143679214
925	0.1435702964
926	0.1435048483
927	0.1433478092
928	0.1432953175
929	0.143126913
930	0.1429423633
931	0.1428334922
932	0.1427535883
933	0.1425451102
934	0.1424277409
935	0.1423500611
936	0.1422560395
937	0.1421564974
938	0.1420904297
939	0.1420036506
940	0.141879273
941	0.1418737569
942	0.1417314635
943	0.1416385632
944	0.1415602068
945	0.1414088706
946	0.1413171621
947	0.1412406894
948	0.1411355203
949	0.1409984147
950	0.1409088376
951	0.1407525399
952	0.1405672316
953	0.1405015456
954	0.1404313277
955	0.140346446
956	0.1402200621
957	0.1400737033
958	0.1400355963
959	0.1399807654
960	0.1399026296
961	0.1397882651
962	0.1397147115
963	0.1396493427
964	0.1394386817
965	0.1393666006
966	0.1392368733
967	0.1391386459
968	0.139047531
969	0.1389774994
970	0.1388988297
971	0.1387295087
972	0.1386692578
973	0.138527764
974	0.1383512985
975	0.1382268755
976	0.1380589687
977	0.1379642975
978	0.1378632708
979	0.137638586
980	0.1375139466
981	0.1373326286
982	0.1371439112
983	0.1370037325
984	0.1368160488
985	0.1366213234
986	0.1365921393
987	0.1364997923
988	0.1364612091
989	0.1363793161
990	0.1362404203
991	0.1361795782
992	0.1360657941
993	0.1359148365
994	0.1358840931
995	0.1357449761
996	0.1356253327
997	0.1355411405
998	0.1353966626
999	0.1352843309
