reaction,acid_chlorides,amines,is_valid,status,message,barriers_dGTS_from_RXTS_B,barriers_dGTS_from_INT1_B,rxn_dG_B,barriers_dGTS_from_PRDS_B,lowest_barrier_dGTS_path_B,imag_freq,used_constrained
rxn_28_18,28,18,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -194.37 cm-1,14.48,15.08,-6.3,20.78,14.48,-194.37,TRUE
rxn_28_19,28,19,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -60.69 cm-1
Breaking bond change: +0.047 Å, Forming bond change: -0.190 Å",12.59,11.24,-15.38,27.97,11.24,-60.69,TRUE
rxn_28_20,28,20,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -56.30 cm-1,16.82,17.01,-7.94,24.76,16.82,-56.3,FALSE
rxn_28_21,28,21,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -39.99 cm-1,10.99,14.03,-8.07,19.06,10.99,-39.99,FALSE
rxn_28_22,28,22,TRUE,Needs optimization,"WARNING: Found 3 imaginary frequencies. Structure needs optimization.
Best reaction mode: -11.53 cm-1
Breaking bond change: +0.106 Å, Forming bond change: -0.027 Å",16.36,19.13,-14.17,30.53,16.36,-11.53,FALSE
rxn_28_23,28,23,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -15.88 cm-1,37.44,37.15,0.76,36.68,37.15,-15.88,FALSE
rxn_28_24,28,24,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -211.72 cm-1,16.28,16.05,-7.84,24.12,16.05,-211.72,TRUE
rxn_28_25,28,25,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -78.91 cm-1,16.13,15.21,-8.56,24.69,15.21,-78.91,FALSE
rxn_28_26,28,26,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -231.31 cm-1,15.06,13.53,-8.02,23.08,13.53,-231.31,TRUE
rxn_28_27,28,27,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -108.30 cm-1
Breaking bond change: +0.125 Å, Forming bond change: -0.297 Å",18.66,20.66,1.07,17.59,18.66,-108.3,FALSE
rxn_28_28,28,28,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -159.29 cm-1,14.12,14.72,-9.64,23.76,14.12,-159.29,TRUE
rxn_28_29,28,29,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -97.95 cm-1,29.94,32.06,-8.23,38.17,29.94,-97.95,FALSE
rxn_28_30,28,30,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -12.68 cm-1
Breaking bond change: +0.050 Å, Forming bond change: -0.094 Å",23.63,26.05,-7.52,31.15,23.63,-12.68,FALSE
rxn_28_31,28,31,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -171.30 cm-1
Breaking bond change: +0.302 Å, Forming bond change: -0.225 Å",25.23,25.16,-2.66,27.89,25.16,-171.3,FALSE
rxn_28_32,28,32,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -185.94 cm-1
Breaking bond change: +0.101 Å, Forming bond change: -0.331 Å",19.53,27.36,-1.39,20.92,19.53,-185.94,TRUE
rxn_28_33,28,33,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -279.95 cm-1,18.25,19.86,-7.78,26.03,18.25,-279.95,TRUE
rxn_28_35,28,35,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -242.37 cm-1
Breaking bond change: +0.126 Å, Forming bond change: -0.374 Å",16.96,15.97,-7.9,24.86,15.97,-242.37,TRUE
rxn_28_36,28,36,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -232.64 cm-1
Breaking bond change: +0.129 Å, Forming bond change: -0.353 Å",15.31,19.28,-6.46,21.77,15.31,-232.64,TRUE
rxn_28_37,28,37,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -42.18 cm-1
Breaking bond change: +0.062 Å, Forming bond change: -0.125 Å",19.93,20.27,-7.34,27.27,19.93,-42.18,FALSE
rxn_28_38,28,38,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -61.79 cm-1,3.84,12.08,-22.19,26.03,3.84,-61.79,FALSE
rxn_28_39,28,39,FALSE,Valid TS (full opt),No imaginary modes correspond to reaction coordinate,NA,NA,NA,NA,NA,NA,FALSE
rxn_28_40,28,40,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -200.61 cm-1,14.44,13.88,-7.44,21.88,13.88,-200.61,TRUE
rxn_28_41,28,41,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -108.15 cm-1
Breaking bond change: +-0.109 Å, Forming bond change: 0.306 Å",11.72,19.85,-7.9,19.62,11.72,-108.15,FALSE
rxn_28_42,28,42,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -207.86 cm-1,17.3,14.79,-6.99,24.29,14.79,-207.86,TRUE
rxn_28_43,28,43,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -5.52 cm-1,17.82,16.45,-8.22,26.04,16.45,-5.52,FALSE
rxn_28_45,28,45,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -191.78 cm-1
Breaking bond change: +0.117 Å, Forming bond change: -0.347 Å",11.73,14.54,-11.04,22.77,11.73,-191.78,TRUE
rxn_28_46,28,46,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -33.32 cm-1,19.34,17.25,-7.63,26.97,17.25,-33.32,FALSE
rxn_28_47,28,47,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -41.44 cm-1
Breaking bond change: +0.055 Å, Forming bond change: -0.169 Å",15.84,18.57,-7.52,23.36,15.84,-41.44,TRUE
rxn_28_48,28,48,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -147.02 cm-1,14.93,16.33,-5.35,20.28,14.93,-147.02,TRUE
rxn_29_01,29,1,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -184.17 cm-1,16.24,17.07,-10.02,26.26,16.24,-184.17,FALSE
rxn_29_03,29,3,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -214.65 cm-1
Breaking bond change: +0.123 Å, Forming bond change: -0.354 Å",16.05,15.88,-7.35,23.4,15.88,-214.65,TRUE
rxn_29_04,29,4,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -45.81 cm-1,9.39,10.62,-8.26,17.65,9.39,-45.81,FALSE
rxn_29_05,29,5,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -171.92 cm-1,18.94,19.24,-7.07,26.01,18.94,-171.92,FALSE
rxn_29_06,29,6,TRUE,Needs optimization,"WARNING: Found 3 imaginary frequencies. Structure needs optimization.
Best reaction mode: -146.87 cm-1
Breaking bond change: +0.290 Å, Forming bond change: -0.164 Å",16.95,20.95,-6.65,23.6,16.95,-146.87,FALSE
rxn_29_07,29,7,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -166.34 cm-1,15.08,23.51,-14.29,29.37,15.08,-166.34,FALSE
rxn_29_08,29,8,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -164.73 cm-1
Breaking bond change: +0.186 Å, Forming bond change: -0.342 Å",14.13,21.59,-14.02,28.15,14.13,-164.73,TRUE
rxn_29_09,29,9,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -204.38 cm-1,20.76,21.41,-4.49,25.25,20.76,-204.38,FALSE
rxn_29_10,29,10,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -172.38 cm-1,13.82,10.51,-16,29.82,10.51,-172.38,FALSE
rxn_29_11,29,11,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -4.72 cm-1,18.28,19.64,-7.09,25.37,18.28,-4.72,FALSE
rxn_29_12,29,12,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -46.17 cm-1,15.97,19.74,-10.33,26.3,15.97,-46.17,FALSE
rxn_29_13,29,13,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -172.51 cm-1,16.99,18.63,-7.24,24.23,16.99,-172.51,FALSE
rxn_29_14,29,14,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -193.81 cm-1,15.11,18.97,-7.03,22.14,15.11,-193.81,FALSE
rxn_29_15,29,15,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -179.92 cm-1,16.34,25.6,-6.47,22.81,16.34,-179.92,FALSE
rxn_29_16,29,16,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -77.75 cm-1
Breaking bond change: +0.068 Å, Forming bond change: -0.192 Å",17.45,15.08,-10.6,28.05,15.08,-77.75,TRUE
rxn_29_17,29,17,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -45.61 cm-1,16.83,18.24,-8.54,25.37,16.83,-45.61,FALSE
rxn_29_18,29,18,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -181.15 cm-1,18.03,24.6,-5.66,23.69,18.03,-181.15,FALSE
rxn_29_19,29,19,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -23.15 cm-1,12.99,12.11,-13.79,26.78,12.11,-23.15,TRUE
rxn_29_20,29,20,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -271.83 cm-1
Breaking bond change: +0.120 Å, Forming bond change: -0.381 Å",16.36,17.06,-7.13,23.49,16.36,-271.83,TRUE
rxn_29_21,29,21,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -52.22 cm-1,11.29,12.91,-8.51,19.8,11.29,-52.22,FALSE
rxn_29_22,29,22,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -50.09 cm-1
Breaking bond change: +-0.098 Å, Forming bond change: 0.168 Å",15.93,15.6,-13.25,29.18,15.6,-50.09,TRUE
rxn_29_23,29,23,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -258.89 cm-1,24.25,24.46,-1.03,25.28,24.25,-258.89,FALSE
rxn_29_24,29,24,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -182.78 cm-1,18.26,20.79,-7.11,25.37,18.26,-182.78,FALSE
rxn_29_25,29,25,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -76.86 cm-1
Breaking bond change: +0.083 Å, Forming bond change: -0.244 Å",14.44,14.82,-7.84,22.28,14.44,-76.86,TRUE
rxn_29_26,29,26,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -166.35 cm-1,17.41,17.34,-7.41,24.82,17.34,-166.35,FALSE
rxn_29_27,29,27,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -63.89 cm-1
Breaking bond change: +0.148 Å, Forming bond change: -0.260 Å",19.86,21.64,-8.1,27.96,19.86,-63.89,FALSE
rxn_29_28,29,28,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -154.32 cm-1
Breaking bond change: +0.104 Å, Forming bond change: -0.320 Å",13.83,16.54,-8.79,22.62,13.83,-154.32,TRUE
rxn_29_29,29,29,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -91.24 cm-1
Breaking bond change: +0.113 Å, Forming bond change: -0.188 Å",30.93,35.25,-13.97,44.9,30.93,-91.24,TRUE
rxn_29_30,29,30,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -273.58 cm-1
Breaking bond change: +0.142 Å, Forming bond change: -0.407 Å",17.58,17.81,-6.74,24.32,17.58,-273.58,TRUE
rxn_29_31,29,31,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -202.12 cm-1
Breaking bond change: +-0.296 Å, Forming bond change: 0.249 Å",27.1,30.62,-3.44,30.54,27.1,-202.12,FALSE
rxn_29_32,29,32,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -15.84 cm-1
Breaking bond change: +-0.080 Å, Forming bond change: 0.026 Å",24.13,33.59,-7.28,31.41,24.13,-15.84,FALSE
rxn_29_33,29,33,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -270.76 cm-1,18.23,17.05,-7.54,25.77,17.05,-270.76,TRUE
rxn_29_35,29,35,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -176.75 cm-1,20.6,25.14,-6.41,27.01,20.6,-176.75,FALSE
rxn_29_36,29,36,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -204.01 cm-1,17.42,24.89,-5.46,22.88,17.42,-204.01,FALSE
rxn_29_37,29,37,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -124.06 cm-1
Breaking bond change: +0.094 Å, Forming bond change: -0.292 Å",10.47,17.06,-6.55,17.02,10.47,-124.06,TRUE
rxn_29_38,29,38,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -93.49 cm-1,7.03,17.73,-20.84,27.87,7.03,-93.49,FALSE
rxn_29_39,29,39,FALSE,Valid TS (full opt),No imaginary modes correspond to reaction coordinate,NA,NA,NA,NA,NA,NA,FALSE
rxn_29_40,29,40,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -159.35 cm-1,16.09,19.41,-6.9,22.99,16.09,-159.35,FALSE
rxn_29_41,29,41,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -62.99 cm-1,12.08,23.9,-9.8,21.88,12.08,-62.99,FALSE
rxn_29_42,29,42,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -178.94 cm-1,19.98,20.69,-6.18,26.16,19.98,-178.94,FALSE
rxn_29_43,29,43,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -164.83 cm-1,17.13,23.41,-7.5,24.63,17.13,-164.83,FALSE
rxn_29_45,29,45,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -156.18 cm-1
Breaking bond change: +0.121 Å, Forming bond change: -0.332 Å",10.25,18.91,-10.16,20.41,10.25,-156.18,TRUE
rxn_29_46,29,46,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -126.47 cm-1,19.44,28.35,-6.85,26.29,19.44,-126.47,FALSE
rxn_29_47,29,47,FALSE,Valid TS (full opt),No imaginary modes correspond to reaction coordinate,NA,NA,NA,NA,NA,NA,FALSE
rxn_29_48,29,48,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -169.58 cm-1,15.03,15.81,-6.21,21.24,15.03,-169.58,TRUE
rxn_30_01,30,1,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -70.84 cm-1,15.36,15.67,-12.4,27.76,15.36,-70.84,FALSE
rxn_30_03,30,3,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -164.74 cm-1
Breaking bond change: +0.112 Å, Forming bond change: -0.335 Å",15.61,14.5,-8.67,24.28,14.5,-164.74,TRUE
rxn_30_04,30,4,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -38.89 cm-1,15.6,16.74,-9.85,25.45,15.6,-38.89,FALSE
rxn_30_05,30,5,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -134.36 cm-1
Breaking bond change: +0.111 Å, Forming bond change: -0.302 Å",16.76,15.79,-8.61,25.37,15.79,-134.36,FALSE
rxn_30_06,30,6,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -36.53 cm-1,14.28,23.03,-9.48,23.76,14.28,-36.53,FALSE
rxn_30_07,30,7,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -112.06 cm-1,10.83,13.27,-8.64,19.47,10.83,-112.06,TRUE
rxn_30_08,30,8,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -6.56 cm-1,13.4,25.35,-9.47,22.87,13.4,-6.56,FALSE
rxn_30_09,30,9,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -156.54 cm-1,18.3,20.13,-3.28,21.58,18.3,-156.54,FALSE
rxn_30_10,30,10,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -135.41 cm-1,10.58,13.08,-10.88,21.46,10.58,-135.41,TRUE
rxn_30_11,30,11,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -212.53 cm-1
Breaking bond change: +0.115 Å, Forming bond change: -0.357 Å",15.57,13.93,-8.54,24.11,13.93,-212.53,TRUE
rxn_30_12,30,12,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -48.30 cm-1,15.54,21.33,-9.48,25.02,15.54,-48.3,FALSE
rxn_30_13,30,13,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -113.85 cm-1
Breaking bond change: +0.102 Å, Forming bond change: -0.299 Å",14.76,14.63,-8.96,23.72,14.63,-113.85,TRUE
rxn_30_14,30,14,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -127.97 cm-1,13.19,17.42,-10.65,23.84,13.19,-127.97,FALSE
rxn_30_15,30,15,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -198.49 cm-1,12.84,15.48,-7.76,20.6,12.84,-198.49,TRUE
rxn_30_16,30,16,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -129.95 cm-1
Breaking bond change: +0.097 Å, Forming bond change: -0.258 Å",15.95,15.54,-14.44,30.39,15.54,-129.95,TRUE
rxn_30_17,30,17,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -197.64 cm-1,14.65,17.09,-10.85,25.5,14.65,-197.64,TRUE
rxn_30_18,30,18,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -168.90 cm-1,18.26,22.58,-7.02,25.28,18.26,-168.9,FALSE
rxn_30_19,30,19,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -92.20 cm-1,12.48,9.86,-16.71,29.19,9.86,-92.2,FALSE
rxn_30_20,30,20,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -61.24 cm-1,14.99,17.65,-9,23.99,14.99,-61.24,FALSE
rxn_30_21,30,21,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -159.23 cm-1,8.69,11.13,-10.83,19.52,8.69,-159.23,FALSE
rxn_30_22,30,22,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -217.06 cm-1,14.68,17.72,-15.99,30.67,14.68,-217.06,FALSE
rxn_30_23,30,23,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -15.32 cm-1,36.15,35.94,-0.91,37.06,35.94,-15.32,FALSE
rxn_30_24,30,24,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -180.60 cm-1,15.96,16.37,-8.88,24.84,15.96,-180.6,TRUE
rxn_30_25,30,25,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -97.50 cm-1
Breaking bond change: +0.097 Å, Forming bond change: -0.290 Å",14.41,14.86,-9.47,23.88,14.41,-97.5,TRUE
rxn_30_26,30,26,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -171.22 cm-1
Breaking bond change: +0.115 Å, Forming bond change: -0.345 Å",14.8,19.19,-9.03,23.83,14.8,-171.22,TRUE
rxn_30_27,30,27,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -76.14 cm-1
Breaking bond change: +0.088 Å, Forming bond change: -0.259 Å",13.75,15.63,-0.58,14.33,13.75,-76.14,TRUE
rxn_30_28,30,28,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -156.88 cm-1,13.14,13.27,-10.69,23.83,13.14,-156.88,TRUE
rxn_30_29,30,29,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -110.48 cm-1
Breaking bond change: +0.166 Å, Forming bond change: -0.036 Å",28.24,31.61,-15.06,43.3,28.24,-110.48,FALSE
rxn_30_30,30,30,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -287.81 cm-1
Breaking bond change: +0.130 Å, Forming bond change: -0.396 Å",18.92,22.34,-8.71,27.63,18.92,-287.81,TRUE
rxn_30_31,30,31,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -172.38 cm-1,22.31,18.3,-8.9,31.21,18.3,-172.38,FALSE
rxn_30_32,30,32,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -14.14 cm-1,19.16,24.24,-4.06,23.22,19.16,-14.14,FALSE
rxn_30_33,30,33,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -266.92 cm-1,16.71,15.93,-8.92,25.63,15.93,-266.92,TRUE
rxn_30_35,30,35,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -226.27 cm-1
Breaking bond change: +0.126 Å, Forming bond change: -0.374 Å",17.46,18.18,-8.93,26.39,17.46,-226.27,TRUE
rxn_30_36,30,36,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -7.56 cm-1
Breaking bond change: +-0.029 Å, Forming bond change: 0.071 Å",21.37,21.31,-7.15,28.52,21.31,-7.56,FALSE
rxn_30_37,30,37,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -37.59 cm-1,10.34,10.17,-8.7,19.04,10.17,-37.59,FALSE
rxn_30_38,30,38,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -184.47 cm-1,3.32,12.34,-18.62,21.94,3.32,-184.47,FALSE
rxn_30_39,30,39,FALSE,Valid TS (full opt),No imaginary modes correspond to reaction coordinate,NA,NA,NA,NA,NA,NA,FALSE
rxn_30_40,30,40,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -194.45 cm-1,14.13,14.38,-9.06,23.19,14.13,-194.45,TRUE
rxn_30_41,30,41,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -48.99 cm-1,10.39,20.04,-9.31,19.7,10.39,-48.99,FALSE
rxn_30_42,30,42,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -185.24 cm-1,,,,,,-185.24,TRUE
rxn_30_43,30,43,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -34.47 cm-1,15.44,18.84,-9.12,24.56,15.44,-34.47,FALSE
rxn_30_45,30,45,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -181.50 cm-1
Breaking bond change: +0.120 Å, Forming bond change: -0.345 Å",10.4,14.17,-12.08,22.48,10.4,-181.5,TRUE
rxn_30_46,30,46,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -80.60 cm-1
Breaking bond change: +0.072 Å, Forming bond change: -0.208 Å",16.75,17.59,-8.71,25.46,16.75,-80.6,TRUE
rxn_30_47,30,47,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -44.20 cm-1
Breaking bond change: +0.061 Å, Forming bond change: -0.184 Å",16.92,18.27,-8.68,25.6,16.92,-44.2,TRUE
rxn_30_48,30,48,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -118.60 cm-1,14.81,14.42,-6.51,21.32,14.42,-118.6,FALSE
rxn_31_01,31,1,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -112.75 cm-1,23.04,20.38,-11.25,34.29,20.38,-112.75,FALSE
rxn_31_03,31,3,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -132.20 cm-1,20.54,19,-8.05,28.59,19,-132.2,FALSE
rxn_31_04,31,4,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -180.10 cm-1,19.23,15.43,-8.12,27.35,15.43,-180.1,FALSE
