reaction,acyl_chlorides,amines,Controls,HTE_rate,Fast_unmeasurable,Slow_unreliable,HTE_lnk,amine_smiles,acid_smiles,test splits
rxn_10_03,10,3,3.740116879,35.61663258,False,False,1.551652856141914,Nc1ccc(F)cc1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_04,10,4,3.740116879,458.5941043,False,False,2.661428467126507,COc1ccc(N)cc1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_05,10,5,3.740116879,33.37107115,False,False,1.5233701469325351,Nc1ccccc1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_06,10,6,3.740116879,2.870455396,False,True,0.4579508027550838,Nc1c(C)cc(C)cc1C,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_07,10,7,3.740116879,154.8403535,False,False,2.189884154140873,CCCCCCCc1ccc(N)cc1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_08,10,8,3.740116879,3.244340088,False,True,0.5111263728511561,CC(C)c1cccc(C(C)C)c1N,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_09,10,9,3.740116879,6.218518322,False,False,0.7936869182544245,C1CCC(CC1)NC2CCCCC2,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_10,10,10,3.740116879,119.369234,False,False,2.076892406979559,CCCCCCc1ccc(N)cc1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_11,10,11,3.740116879,5.01650165,False,True,0.7004009594281816,CSc1ccccc1N,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_12,10,12,3.740116879,12.65464406,False,False,1.102249934168168,Nc1ccccc1c2ccccc2,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_13,10,13,3.740116879,71.76651306,False,False,1.8559218455553002,CC(C)(C)c1ccc(N)cc1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_14,10,14,3.740116879,7.572819384,False,False,0.8792575987805666,CC(C)NC(C)C,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_15,10,15,3.740116879,8.32591316,False,False,0.920431876845079,Nc1ccc(Br)cc1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_16,10,16,3.740116879,7.854315123,False,False,0.895108321614127,CC1CCCCN1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_17,10,17,3.740116879,75.01632999,False,False,1.87515581342602,Nc1cccc2cccnc12,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_18,10,18,3.740116879,8.34404915,False,False,0.9213768536053055,CC(=O)c1cccc(N)c1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_19,10,19,3.740116879,0.0,True,False,-inf,C1COCCN1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_20,10,20,3.740116879,3.772397637,False,True,0.576617464143004,COc1ccc(cc1N)C(F)(F)F,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_21,10,21,3.740116879,175.0032787,False,False,2.2430461853033177,COCCOc1ccccc1N,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_22,10,22,3.740116879,57.85310734,False,False,1.7623266902432277,CCC(N)CC,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_23,10,23,3.740116879,6.629550776,False,False,0.821484101238241,CC1CCCC(C)N1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_24,10,24,3.740116879,20.16922415,False,False,1.304689192518448,Nc1ccc(C=C)cc1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_25,10,25,3.740116879,90.15053763,False,False,1.9549683210644782,Cc1ccc(N)cc1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_26,10,26,3.740116879,43.12187312,False,False,1.634697617392311,Cc1cccc(N)c1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_27,10,27,3.740116879,7.334435931,False,False,0.8653667192053551,CC(C)NC1CCCCC1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_28,10,28,3.740116879,128.202692,False,False,2.107897144593646,COc1ccccc1N,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_29,10,29,3.740116879,3.444914297,False,True,0.5371784219467027,NC(c1ccccc1)(c2ccccc2)c3ccccc3,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_30,10,30,3.740116879,1.473538316,False,True,0.16836143316932944,Cc1cccc(C)c1N,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_31,10,31,3.740116879,3.92732078,False,True,0.5940963754986512,CC1CN(C(OC(C)(C)C)=O)CC(C)N1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_32,10,32,3.740116879,3.110096548,False,True,0.49277387121744937,N#CCCNc1ccccc1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_33,10,33,3.740116879,2.582512687,False,True,0.4120424637368887,Nc1ccccc1F,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_35,10,35,3.740116879,22.34731811,False,False,1.3492254111406803,COc1cccc(N)c1,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_36,10,36,3.740116879,3.178428945,False,True,0.5022125070550273,Nc1ccc(cc1)C(=O)c2ccccc2,CC(C)(C)C(Cl)=O,TRAIN
rxn_10_37,10,37,3.740116879,55.10926119,False,False,1.7412245887925377,FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,CC(C)(C)C(Cl)=O,TEST1
rxn_11_01,11,1,207.8632479,123.6244277,False,True,2.0921042941113446,CC(N)(C)C,CCCCC(Cl)=O,TRAIN
rxn_11_03,11,3,207.8632479,489.6195179,False,False,2.6898587219383927,Nc1ccc(F)cc1,CCCCC(Cl)=O,TRAIN
rxn_11_04,11,4,207.8632479,1462.857143,False,False,3.1652019166679666,COc1ccc(N)cc1,CCCCC(Cl)=O,TRAIN
rxn_11_05,11,5,207.8632479,774.7368421,False,False,2.8891542090457007,Nc1ccccc1,CCCCC(Cl)=O,TRAIN
rxn_11_06,11,6,207.8632479,502.5185185,False,False,2.701152070737647,Nc1c(C)cc(C)cc1C,CCCCC(Cl)=O,TRAIN
rxn_11_07,11,7,207.8632479,1024.0,False,False,3.010299956639812,CCCCCCCc1ccc(N)cc1,CCCCC(Cl)=O,TRAIN
rxn_11_08,11,8,207.8632479,295.3846154,False,True,2.4703878720833137,CC(C)c1cccc(C(C)C)c1N,CCCCC(Cl)=O,TRAIN
rxn_11_09,11,9,207.8632479,278.5318352,False,True,2.44487484066428,C1CCC(CC1)NC2CCCCC2,CCCCC(Cl)=O,TRAIN
rxn_11_10,11,10,207.8632479,906.9058296,False,False,2.957562193555848,CCCCCCc1ccc(N)cc1,CCCCC(Cl)=O,TRAIN
rxn_11_11,11,11,207.8632479,297.3599402,False,True,2.47328246074972,CSc1ccccc1N,CCCCC(Cl)=O,TRAIN
rxn_11_12,11,12,207.8632479,321.799775,False,False,2.5075857361076577,Nc1ccccc1c2ccccc2,CCCCC(Cl)=O,TRAIN
rxn_11_13,11,13,207.8632479,699.1029024,False,False,2.844541105152449,CC(C)(C)c1ccc(N)cc1,CCCCC(Cl)=O,TRAIN
rxn_11_14,11,14,207.8632479,250.0465116,False,True,2.398020800081693,CC(C)NC(C)C,CCCCC(Cl)=O,TRAIN
rxn_11_15,11,15,207.8632479,242.8347444,False,True,2.3853108249965858,Nc1ccc(Br)cc1,CCCCC(Cl)=O,TRAIN
rxn_11_16,11,16,207.8632479,640.0,False,False,2.806179973983887,CC1CCCCN1,CCCCC(Cl)=O,TRAIN
rxn_11_17,11,17,207.8632479,283.1444241,False,True,2.452008013582377,Nc1cccc2cccnc12,CCCCC(Cl)=O,TRAIN
rxn_11_18,11,18,207.8632479,243.6938646,False,True,2.386844595233528,CC(=O)c1cccc(N)c1,CCCCC(Cl)=O,TRAIN
rxn_11_19,11,19,207.8632479,0.0,True,False,-inf,C1COCCN1,CCCCC(Cl)=O,TRAIN
rxn_11_20,11,20,207.8632479,254.6504192,False,True,2.4059443954389472,COc1ccc(cc1N)C(F)(F)F,CCCCC(Cl)=O,TRAIN
rxn_11_21,11,21,207.8632479,584.5669291,False,False,2.7668342422296943,COCCOc1ccccc1N,CCCCC(Cl)=O,TRAIN
rxn_11_22,11,22,207.8632479,0.0,True,False,-inf,CCC(N)CC,CCCCC(Cl)=O,TRAIN
rxn_11_23,11,23,207.8632479,211.1167844,False,True,2.324522762358017,CC1CCCC(C)N1,CCCCC(Cl)=O,TRAIN
rxn_11_24,11,24,207.8632479,338.5705559,False,False,2.529649186595796,Nc1ccc(C=C)cc1,CCCCC(Cl)=O,TRAIN
rxn_11_25,11,25,207.8632479,722.0512821,False,False,2.8585680434728777,Cc1ccc(N)cc1,CCCCC(Cl)=O,TRAIN
rxn_11_26,11,26,207.8632479,442.7425614,False,False,2.6461512732611605,Cc1cccc(N)c1,CCCCC(Cl)=O,TRAIN
rxn_11_27,11,27,207.8632479,115.2615211,False,True,2.0616843466437187,CC(C)NC1CCCCC1,CCCCC(Cl)=O,TRAIN
rxn_11_28,11,28,207.8632479,482.7791563,False,False,2.6837485114267543,COc1ccccc1N,CCCCC(Cl)=O,TRAIN
rxn_11_29,11,29,207.8632479,136.8672287,False,True,2.136299473710971,NC(c1ccccc1)(c2ccccc2)c3ccccc3,CCCCC(Cl)=O,TRAIN
rxn_11_30,11,30,207.8632479,176.9614231,False,True,2.2478786021765487,Cc1cccc(C)c1N,CCCCC(Cl)=O,TRAIN
rxn_11_31,11,31,207.8632479,172.8223545,False,True,2.2375999175877674,CC1CN(C(OC(C)(C)C)=O)CC(C)N1,CCCCC(Cl)=O,TRAIN
rxn_11_32,11,32,207.8632479,161.1571875,False,True,2.207249679516237,N#CCCNc1ccccc1,CCCCC(Cl)=O,TRAIN
rxn_11_33,11,33,207.8632479,137.6038008,False,True,2.138630429856395,Nc1ccccc1F,CCCCC(Cl)=O,TRAIN
rxn_11_35,11,35,207.8632479,209.6836185,False,True,2.3215645026019507,COc1cccc(N)c1,CCCCC(Cl)=O,TRAIN
rxn_11_36,11,36,207.8632479,133.5150178,False,True,2.125530117991607,Nc1ccc(cc1)C(=O)c2ccccc2,CCCCC(Cl)=O,TRAIN
rxn_11_37,11,37,207.8632479,297.3228346,False,True,2.473228264603366,FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,CCCCC(Cl)=O,TEST1
rxn_12_01,12,1,11.12034449,11.51860907,False,True,1.0614000390095295,CC(N)(C)C,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_03,12,3,11.12034449,24.88495762,False,False,1.3959369054611626,Nc1ccc(F)cc1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_04,12,4,11.12034449,422.4886554,False,False,2.6258150518340497,COc1ccc(N)cc1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_05,12,5,11.12034449,27.92579198,False,False,1.4460054986244042,Nc1ccccc1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_06,12,6,11.12034449,24.16141986,False,False,1.3831224522688041,Nc1c(C)cc(C)cc1C,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_07,12,7,11.12034449,134.8036493,False,False,2.129701649242331,CCCCCCCc1ccc(N)cc1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_08,12,8,11.12034449,12.80856445,False,True,1.107500457896163,CC(C)c1cccc(C(C)C)c1N,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_09,12,9,11.12034449,26.48383937,False,False,1.4229809451308104,C1CCC(CC1)NC2CCCCC2,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_10,12,10,11.12034449,138.3536149,False,False,2.1409905108612346,CCCCCCc1ccc(N)cc1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_11,12,11,11.12034449,11.9208156,False,True,1.0763059700402873,CSc1ccccc1N,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_12,12,12,11.12034449,12.0123433,False,True,1.0796277353788544,Nc1ccccc1c2ccccc2,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_13,12,13,11.12034449,95.6991866,False,False,1.9809082464849646,CC(C)(C)c1ccc(N)cc1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_14,12,14,11.12034449,21.17389824,False,False,1.3258008215653436,CC(C)NC(C)C,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_15,12,15,11.12034449,8.182132724,False,True,0.9128665199965408,Nc1ccc(Br)cc1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_16,12,16,11.12034449,0.0,True,False,-inf,CC1CCCCN1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_17,12,17,11.12034449,23.4213667,False,False,1.3696122337316667,Nc1cccc2cccnc12,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_18,12,18,11.12034449,7.03719689,False,True,0.8473997020923856,CC(=O)c1cccc(N)c1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_19,12,19,11.12034449,0.0,True,False,-inf,C1COCCN1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_20,12,20,11.12034449,7.86396519,False,True,0.8956415824150794,COc1ccc(cc1N)C(F)(F)F,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_21,12,21,11.12034449,93.89868668,False,False,1.972659518020981,COCCOc1ccccc1N,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_22,12,22,11.12034449,0.0,True,False,-inf,CCC(N)CC,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_23,12,23,11.12034449,15.11317056,False,True,1.179355583615533,CC1CCCC(C)N1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_24,12,24,11.12034449,19.9518818,False,False,1.2999838632716056,Nc1ccc(C=C)cc1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_25,12,25,11.12034449,169.8107589,False,False,2.229965202886006,Cc1ccc(N)cc1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_26,12,26,11.12034449,76.96636435,False,False,1.886300972332837,Cc1cccc(N)c1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_27,12,27,11.12034449,10.05004649,False,True,1.002168070741957,CC(C)NC1CCCCC1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_28,12,28,11.12034449,45.53450125,False,False,1.658340584009279,COc1ccccc1N,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_29,12,29,11.12034449,6.856130014,False,True,0.836079044595917,NC(c1ccccc1)(c2ccccc2)c3ccccc3,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_30,12,30,11.12034449,5.91248062,False,True,0.7717697302125313,Cc1cccc(C)c1N,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_31,12,31,11.12034449,11.97094816,False,True,1.078128550101312,CC1CN(C(OC(C)(C)C)=O)CC(C)N1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_32,12,32,11.12034449,7.287958408,False,True,0.862605885475969,N#CCCNc1ccccc1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_33,12,33,11.12034449,8.092560865,False,True,0.9080859744612942,Nc1ccccc1F,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_35,12,35,11.12034449,15.60812784,False,True,1.193350813535308,COc1cccc(N)c1,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_36,12,36,11.12034449,8.90428357,False,True,0.9495989822930962,Nc1ccc(cc1)C(=O)c2ccccc2,ClC(=O)c1ccc(Cl)cc1,TRAIN
rxn_12_37,12,37,11.12034449,44.22851399,False,False,1.645702347988537,FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,ClC(=O)c1ccc(Cl)cc1,TEST1
rxn_13_01,13,1,203.7166513,92.25853304,False,True,1.9650065448126965,CC(N)(C)C,CCCCCCC(Cl)=O,TRAIN
rxn_13_03,13,3,203.7166513,540.6896552,False,False,2.7329480604716214,Nc1ccc(F)cc1,CCCCCCC(Cl)=O,TRAIN
rxn_13_04,13,4,203.7166513,1280.0,False,False,3.1072099696478683,COc1ccc(N)cc1,CCCCCCC(Cl)=O,TRAIN
rxn_13_05,13,5,203.7166513,642.1843003,False,False,2.807659684014007,Nc1ccccc1,CCCCCCC(Cl)=O,TRAIN
rxn_13_06,13,6,203.7166513,613.6708861,False,False,2.787935519884809,Nc1c(C)cc(C)cc1C,CCCCCCC(Cl)=O,TRAIN
rxn_13_07,13,7,203.7166513,1076.409449,False,False,3.0319775014575177,CCCCCCCc1ccc(N)cc1,CCCCCCC(Cl)=O,TRAIN
rxn_13_08,13,8,203.7166513,454.4719101,False,False,2.6575070456095484,CC(C)c1cccc(C(C)C)c1N,CCCCCCC(Cl)=O,TRAIN
rxn_13_09,13,9,203.7166513,277.0797963,False,True,2.442604859685826,C1CCC(CC1)NC2CCCCC2,CCCCCCC(Cl)=O,TRAIN
rxn_13_10,13,10,203.7166513,1236.610169,False,False,3.092232813505593,CCCCCCc1ccc(N)cc1,CCCCCCC(Cl)=O,TRAIN
rxn_13_11,13,11,203.7166513,249.8906644,False,True,2.397750031735502,CSc1ccccc1N,CCCCCCC(Cl)=O,TRAIN
rxn_13_12,13,12,203.7166513,490.1759134,False,False,2.69035196678045,Nc1ccccc1c2ccccc2,CCCCCCC(Cl)=O,TRAIN
rxn_13_13,13,13,203.7166513,1378.461538,False,False,3.1393946528738583,CC(C)(C)c1ccc(N)cc1,CCCCCCC(Cl)=O,TRAIN
rxn_13_14,13,14,203.7166513,297.4621653,False,True,2.4734317349507577,CC(C)NC(C)C,CCCCCCC(Cl)=O,TRAIN
rxn_13_15,13,15,203.7166513,402.7972028,False,False,2.6050864459611662,Nc1ccc(Br)cc1,CCCCCCC(Cl)=O,TRAIN
rxn_13_16,13,16,203.7166513,5120.0,False,False,3.709269960975831,CC1CCCCN1,CCCCCCC(Cl)=O,TRAIN
rxn_13_17,13,17,203.7166513,602.3529412,False,False,2.7798510352785026,Nc1cccc2cccnc12,CCCCCCC(Cl)=O,TRAIN
rxn_13_18,13,18,203.7166513,308.6902287,False,False,2.489522882514702,CC(=O)c1cccc(N)c1,CCCCCCC(Cl)=O,TRAIN
rxn_13_19,13,19,203.7166513,512.0,False,False,2.709269960975831,C1COCCN1,CCCCCCC(Cl)=O,TRAIN
rxn_13_20,13,20,203.7166513,331.6363636,False,False,2.5206621444505335,COc1ccc(cc1N)C(F)(F)F,CCCCCCC(Cl)=O,TRAIN
rxn_13_21,13,21,203.7166513,3840.0,False,False,3.584331224367531,COCCOc1ccccc1N,CCCCCCC(Cl)=O,TRAIN
rxn_13_22,13,22,203.7166513,5120.0,False,False,3.709269960975831,CCC(N)CC,CCCCCCC(Cl)=O,TRAIN
rxn_13_23,13,23,203.7166513,325.9677711,False,False,2.5131746628736185,CC1CCCC(C)N1,CCCCCCC(Cl)=O,TRAIN
rxn_13_24,13,24,203.7166513,656.4948454,False,False,2.8172313204892836,Nc1ccc(C=C)cc1,CCCCCCC(Cl)=O,TRAIN
rxn_13_25,13,25,203.7166513,853.3333333,False,False,2.9311187105752223,Cc1ccc(N)cc1,CCCCCCC(Cl)=O,TRAIN
rxn_13_26,13,26,203.7166513,465.158831,False,False,2.6676012704142877,Cc1cccc(N)c1,CCCCCCC(Cl)=O,TRAIN
rxn_13_27,13,27,203.7166513,199.0843794,False,True,2.2990371856601644,CC(C)NC1CCCCC1,CCCCCCC(Cl)=O,TRAIN
rxn_13_28,13,28,203.7166513,1280.0,False,False,3.1072099696478683,COc1ccccc1N,CCCCCCC(Cl)=O,TRAIN
rxn_13_29,13,29,203.7166513,190.3583477,False,True,2.2795719264908367,NC(c1ccccc1)(c2ccccc2)c3ccccc3,CCCCCCC(Cl)=O,TRAIN
rxn_13_30,13,30,203.7166513,230.3839613,False,True,2.362452241411932,Cc1cccc(C)c1N,CCCCCCC(Cl)=O,TRAIN
rxn_13_31,13,31,203.7166513,245.6389685,False,True,2.3902972650018635,CC1CN(C(OC(C)(C)C)=O)CC(C)N1,CCCCCCC(Cl)=O,TRAIN
rxn_13_32,13,32,203.7166513,230.5924986,False,True,2.3628451751632946,N#CCCNc1ccccc1,CCCCCCC(Cl)=O,TRAIN
rxn_13_33,13,33,203.7166513,189.8666667,False,True,2.278448725985383,Nc1ccccc1F,CCCCCCC(Cl)=O,TRAIN
rxn_13_35,13,35,203.7166513,369.1030393,False,False,2.5671476213153657,COc1cccc(N)c1,CCCCCCC(Cl)=O,TRAIN
rxn_13_36,13,36,203.7166513,218.7899905,False,True,2.3400274494253193,Nc1ccc(cc1)C(=O)c2ccccc2,CCCCCCC(Cl)=O,TRAIN
rxn_13_37,13,37,203.7166513,553.5135135,False,False,2.7431282282261953,FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,CCCCCCC(Cl)=O,TEST1
rxn_14_01,14,1,518.8717015,505.2631579,False,True,2.7035176320912635,CC(N)(C)C,CC(Cl)=O,TRAIN
rxn_14_03,14,3,518.8717015,998.9667897,False,False,2.9995510504984804,Nc1ccc(F)cc1,CC(Cl)=O,TRAIN
rxn_14_04,14,4,518.8717015,0.0,True,False,-inf,COc1ccc(N)cc1,CC(Cl)=O,TRAIN
rxn_14_05,14,5,518.8717015,1020.221402,False,False,3.0086944298332874,Nc1ccccc1,CC(Cl)=O,TRAIN
rxn_14_06,14,6,518.8717015,935.7400722,False,False,2.9711552281331017,Nc1c(C)cc(C)cc1C,CC(Cl)=O,TRAIN
rxn_14_07,14,7,518.8717015,2194.285714,False,False,3.3412931756246875,CCCCCCCc1ccc(N)cc1,CC(Cl)=O,TRAIN
rxn_14_08,14,8,518.8717015,514.6634027,False,True,2.7115232870173465,CC(C)c1cccc(C(C)C)c1N,CC(Cl)=O,TRAIN
rxn_14_09,14,9,518.8717015,518.8717015,False,True,2.715059985558049,C1CCC(CC1)NC2CCCCC2,CC(Cl)=O,TRAIN
rxn_14_10,14,10,518.8717015,2468.571429,False,False,3.392445698204016,CCCCCCc1ccc(N)cc1,CC(Cl)=O,TRAIN
rxn_14_11,14,11,518.8717015,937.6744186,False,False,2.9720520678557283,CSc1ccccc1N,CC(Cl)=O,TRAIN
rxn_14_12,14,12,518.8717015,518.9189189,False,True,2.715099504620721,Nc1ccccc1c2ccccc2,CC(Cl)=O,TRAIN
rxn_14_13,14,13,518.8717015,2400.0,False,False,3.380211241711606,CC(C)(C)c1ccc(N)cc1,CC(Cl)=O,TRAIN
rxn_14_14,14,14,518.8717015,606.4559068,False,True,2.7827992303805384,CC(C)NC(C)C,CC(Cl)=O,TRAIN
rxn_14_15,14,15,518.8717015,3840.0,False,False,3.584331224367531,Nc1ccc(Br)cc1,CC(Cl)=O,TRAIN
rxn_14_16,14,16,518.8717015,1920.0,False,False,3.2833012287035497,CC1CCCCN1,CC(Cl)=O,TRAIN
rxn_14_17,14,17,518.8717015,1308.294737,False,False,3.1167055943194395,Nc1cccc2cccnc12,CC(Cl)=O,TRAIN
rxn_14_18,14,18,518.8717015,593.3893557,False,True,2.773339751616456,CC(=O)c1cccc(N)c1,CC(Cl)=O,TRAIN
rxn_14_19,14,19,518.8717015,0.0,True,False,-inf,C1COCCN1,CC(Cl)=O,TRAIN
rxn_14_20,14,20,518.8717015,7680.0,False,False,3.885361220031512,COc1ccc(cc1N)C(F)(F)F,CC(Cl)=O,TRAIN
rxn_14_21,14,21,518.8717015,1417.142857,False,False,3.1514136320961423,COCCOc1ccccc1N,CC(Cl)=O,TRAIN
rxn_14_22,14,22,518.8717015,0.0,True,False,-inf,CCC(N)CC,CC(Cl)=O,TRAIN
rxn_14_23,14,23,518.8717015,433.0024909,False,True,2.6364903946928884,CC1CCCC(C)N1,CC(Cl)=O,TRAIN
rxn_14_24,14,24,518.8717015,260.0,False,True,2.4149733479708178,Nc1ccc(C=C)cc1,CC(Cl)=O,TRAIN
rxn_14_25,14,25,518.8717015,213.3333333,False,True,2.3290587191963663,Cc1ccc(N)cc1,CC(Cl)=O,TRAIN
rxn_14_26,14,26,518.8717015,1706.666667,False,False,3.2321487063409915,Cc1cccc(N)c1,CC(Cl)=O,TRAIN
rxn_14_27,14,27,518.8717015,935.3846154,False,False,2.970990222637022,CC(C)NC1CCCCC1,CC(Cl)=O,TRAIN
rxn_14_28,14,28,518.8717015,3840.0,False,False,3.584331224367531,COc1ccccc1N,CC(Cl)=O,TRAIN
rxn_14_29,14,29,518.8717015,1181.538462,False,False,3.0724478635583026,NC(c1ccccc1)(c2ccccc2)c3ccccc3,CC(Cl)=O,TRAIN
rxn_14_30,14,30,518.8717015,1496.692913,False,False,3.1751327022331877,Cc1cccc(C)c1N,CC(Cl)=O,TRAIN
rxn_14_31,14,31,518.8717015,284.6082949,False,True,2.454247553432036,CC1CN(C(OC(C)(C)C)=O)CC(C)N1,CC(Cl)=O,TRAIN
rxn_14_32,14,32,518.8717015,1496.692913,False,False,3.1751327022331877,N#CCCNc1ccccc1,CC(Cl)=O,TRAIN
rxn_14_33,14,33,518.8717015,1234.285714,False,False,3.0914157023641056,Nc1ccccc1F,CC(Cl)=O,TRAIN
rxn_14_35,14,35,518.8717015,1342.135922,False,False,3.1277965003228316,COc1cccc(N)c1,CC(Cl)=O,TRAIN
rxn_14_36,14,36,518.8717015,1781.443299,False,False,3.2507720038841694,Nc1ccc(cc1)C(=O)c2ccccc2,CC(Cl)=O,TRAIN
rxn_14_37,14,37,518.8717015,276.7567568,False,True,2.4420982326406753,FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,CC(Cl)=O,TEST1
rxn_14_56,14,56,518.8717015,300.69,False,True,2.4781189850774563,C[C@@H](NCCCC1=CC(C(F)(F)F)=CC=C1)C2=CC=CC3=CC=CC=C32,CC(Cl)=O,TEST1
rxn_15_01,15,1,14.52861587,13.47420451,False,True,1.1295031347407547,CC(N)(C)C,FC(F)(F)Oc1ccc(cc1)C(Cl)=O,TRAIN
rxn_15_03,15,3,14.52861587,33.39183518,False,False,1.523640288076399,Nc1ccc(F)cc1,FC(F)(F)Oc1ccc(cc1)C(Cl)=O,TRAIN
rxn_15_04,15,4,14.52861587,568.8888889,False,False,2.755027451544988,COc1ccc(N)cc1,FC(F)(F)Oc1ccc(cc1)C(Cl)=O,TRAIN
rxn_15_05,15,5,14.52861587,33.89735924,False,False,1.5301658659857371,Nc1ccccc1,FC(F)(F)Oc1ccc(cc1)C(Cl)=O,TRAIN
rxn_15_06,15,6,14.52861587,27.37548387,False,False,1.4373618042030163,Nc1c(C)cc(C)cc1C,FC(F)(F)Oc1ccc(cc1)C(Cl)=O,TRAIN
rxn_15_07,15,7,14.52861587,186.9297459,False,False,2.2716784156234753,CCCCCCCc1ccc(N)cc1,FC(F)(F)Oc1ccc(cc1)C(Cl)=O,TRAIN
rxn_15_08,15,8,14.52861587,17.95678345,False,True,1.2542285453033104,CC(C)c1cccc(C(C)C)c1N,FC(F)(F)Oc1ccc(cc1)C(Cl)=O,TRAIN
rxn_15_09,15,9,14.52861587,33.65630178,False,False,1.5270663931378075,C1CCC(CC1)NC2CCCCC2,FC(F)(F)Oc1ccc(cc1)C(Cl)=O,TRAIN
rxn_15_10,15,10,14.52861587,179.2473997,False,False,2.2534528641773135,CCCCCCc1ccc(N)cc1,FC(F)(F)Oc1ccc(cc1)C(Cl)=O,TRAIN
rxn_15_11,15,11,14.52861587,13.70375112,False,True,1.1368394626112661,CSc1ccccc1N,FC(F)(F)Oc1ccc(cc1)C(Cl)=O,TRAIN
rxn_15_12,15,12,14.52861587,14.65630954,False,True,1.1660246286828313,Nc1ccccc1c2ccccc2,FC(F)(F)Oc1ccc(cc1)C(Cl)=O,TRAIN
rxn_15_13,15,13,14.52861587,121.2909365,False,False,2.0838283492993765,CC(C)(C)c1ccc(N)cc1,FC(F)(F)Oc1ccc(cc1)C(Cl)=O,TRAIN
