reaction,acyl_chlorides,amines,Controls,HTE_rate,Fast_unmeasurable,Slow_unreliable,HTE_lnk,amine_smiles,acid_smiles,test splits
rxn_05_07,5,7,39.12897822,192.8767123,False,False,2.2852797946208634,CCCCCCCc1ccc(N)cc1,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_08,5,8,39.12897822,40.59379217,False,True,1.6084596239109674,CC(C)c1cccc(C(C)C)c1N,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_09,5,9,39.12897822,82.21266134,False,False,1.9149387071586668,C1CCC(CC1)NC2CCCCC2,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_10,5,10,39.12897822,283.1818182,False,False,2.4520653658648475,CCCCCCc1ccc(N)cc1,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_11,5,11,39.12897822,43.87231816,False,True,1.6421905826041154,CSc1ccccc1N,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_12,5,12,39.12897822,62.55639098,False,False,1.7962716853413858,Nc1ccccc1c2ccccc2,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_13,5,13,39.12897822,458.8243779,False,False,2.6616464844388865,CC(C)(C)c1ccc(N)cc1,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_14,5,14,39.12897822,102.3429844,False,False,2.01005807718128,CC(C)NC(C)C,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_15,5,15,39.12897822,64.46470411,False,False,1.8093219936130798,Nc1ccc(Br)cc1,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_16,5,16,39.12897822,0.0,True,False,-inf,CC1CCCCN1,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_17,5,17,39.12897822,93.71221166,False,False,1.9717961875899186,Nc1cccc2cccnc12,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_18,5,18,39.12897822,70.76855704,False,False,1.8498403404978054,CC(=O)c1cccc(N)c1,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_19,5,19,39.12897822,0.0,True,False,-inf,C1COCCN1,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_20,5,20,39.12897822,66.04036974,False,False,1.8198094960806444,COc1ccc(cc1N)C(F)(F)F,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_21,5,21,39.12897822,362.0571429,False,False,2.5587771199465505,COCCOc1ccccc1N,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_22,5,22,39.12897822,0.0,True,False,-inf,CCC(N)CC,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_23,5,23,39.12897822,112.253559,False,False,2.05020011920372,CC1CCCC(C)N1,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_24,5,24,39.12897822,82.61264253,False,False,1.9170465141590325,Nc1ccc(C=C)cc1,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_25,5,25,39.12897822,975.2380952,False,False,2.989110657552909,Cc1ccc(N)cc1,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_26,5,26,39.12897822,397.1370695,False,False,2.5989404267967333,Cc1cccc(N)c1,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_27,5,27,39.12897822,210.5077263,False,False,2.3232680404466337,CC(C)NC1CCCCC1,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_28,5,28,39.12897822,554.218134,False,False,2.7436807317805516,COc1ccccc1N,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_29,5,29,39.12897822,192.6821285,False,False,2.2848414351859865,NC(c1ccccc1)(c2ccccc2)c3ccccc3,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_30,5,30,39.12897822,226.1717549,False,False,2.354438367799905,Cc1cccc(C)c1N,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_31,5,31,39.12897822,345.4334664,False,False,2.5383644107322194,CC1CN(C(OC(C)(C)C)=O)CC(C)N1,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_32,5,32,39.12897822,202.3929191,False,False,2.3061953142468594,N#CCCNc1ccccc1,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_33,5,33,39.12897822,184.9470929,False,False,2.2670475092258333,Nc1ccccc1F,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_35,5,35,39.12897822,204.9373882,False,False,2.3116211970917626,COc1cccc(N)c1,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_36,5,36,39.12897822,180.4622496,False,False,2.2563863668783495,Nc1ccc(cc1)C(=O)c2ccccc2,FC(F)(F)c1ccc(cc1)C(Cl)=O,TRAIN
rxn_05_37,5,37,39.12897822,126.4305177,False,False,2.1018519162644163,FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,FC(F)(F)c1ccc(cc1)C(Cl)=O,TEST1
rxn_06_01,6,1,4.505172125,5.654084903,False,True,0.7523623256652712,CC(N)(C)C,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_03,6,3,4.505172125,13.55168489,False,False,1.131993294689315,Nc1ccc(F)cc1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_04,6,4,4.505172125,212.0672601,False,False,2.3264736253509346,COc1ccc(N)cc1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_05,6,5,4.505172125,13.36448598,False,False,1.1259522597373337,Nc1ccccc1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_06,6,6,4.505172125,11.5701275,False,False,1.0633381447980197,Nc1c(C)cc(C)cc1C,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_07,6,7,4.505172125,51.05527638,False,False,1.7080406315219505,CCCCCCCc1ccc(N)cc1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_08,6,8,4.505172125,6.833345866,False,False,0.8346334028526263,CC(C)c1cccc(C(C)C)c1N,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_09,6,9,4.505172125,8.758107894,False,False,0.9424102911050449,C1CCC(CC1)NC2CCCCC2,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_10,6,10,4.505172125,51.03448276,False,False,1.707863717507739,CCCCCCc1ccc(N)cc1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_11,6,11,4.505172125,5.105148127,False,True,0.7080083477560194,CSc1ccccc1N,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_12,6,12,4.505172125,7.051549738,False,False,0.8482845735443323,Nc1ccccc1c2ccccc2,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_13,6,13,4.505172125,29.09169964,False,False,1.4637690950081559,CC(C)(C)c1ccc(N)cc1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_14,6,14,4.505172125,6.309640069,False,True,0.8000045857884172,CC(C)NC(C)C,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_15,6,15,4.505172125,6.182335068,False,True,0.7911525391032195,Nc1ccc(Br)cc1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_16,6,16,4.505172125,0.0,True,False,-inf,CC1CCCCN1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_17,6,17,4.505172125,8.030488635,False,False,0.904741971807668,Nc1cccc2cccnc12,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_18,6,18,4.505172125,7.084679142,False,False,0.8503201862681276,CC(=O)c1cccc(N)c1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_19,6,19,4.505172125,0.0,True,False,-inf,C1COCCN1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_20,6,20,4.505172125,8.254994262,False,False,0.9167167757232699,COc1ccc(cc1N)C(F)(F)F,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_21,6,21,4.505172125,24.44514304,False,False,1.388192582868046,COCCOc1ccccc1N,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_22,6,22,4.505172125,0.0,True,False,-inf,CCC(N)CC,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_23,6,23,4.505172125,10.29126214,False,False,1.012468640731677,CC1CCCC(C)N1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_24,6,24,4.505172125,7.141180946,False,False,0.8537700375354493,Nc1ccc(C=C)cc1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_25,6,25,4.505172125,56.2030821,False,False,1.749760132336324,Cc1ccc(N)cc1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_26,6,26,4.505172125,24.7827899,False,False,1.3941501950978723,Cc1cccc(N)c1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_27,6,27,4.505172125,8.32971168,False,False,0.9206299692396721,CC(C)NC1CCCCC1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_28,6,28,4.505172125,21.07102997,False,False,1.3236857648133633,COc1ccccc1N,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_29,6,29,4.505172125,5.33818623,False,True,0.7273937206786463,NC(c1ccccc1)(c2ccccc2)c3ccccc3,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_30,6,30,4.505172125,4.35568845,False,True,0.6390568083462046,Cc1cccc(C)c1N,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_31,6,31,4.505172125,14.49704777,False,False,1.1612795699771183,CC1CN(C(OC(C)(C)C)=O)CC(C)N1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_32,6,32,4.505172125,4.122270221,False,True,0.6151364570314269,N#CCCNc1ccccc1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_33,6,33,4.505172125,5.216105398,False,True,0.7173463582812529,Nc1ccccc1F,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_35,6,35,4.505172125,9.082512369,False,False,0.9582059979781642,COc1cccc(N)c1,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_36,6,36,4.505172125,8.176088088,False,False,0.9125455618422811,Nc1ccc(cc1)C(=O)c2ccccc2,ClC(=O)c1ccc(cc1)c2ccccc2,TRAIN
rxn_06_37,6,37,4.505172125,19.32681316,False,False,1.2861602481760936,FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,ClC(=O)c1ccc(cc1)c2ccccc2,TEST1
rxn_07_01,7,1,16.83885254,5.240550366,False,True,0.7193768992671851,CC(N)(C)C,ClC(=O)c1sccc1,TRAIN
rxn_07_03,7,3,16.83885254,12.03655681,False,True,1.0805022699551408,Nc1ccc(F)cc1,ClC(=O)c1sccc1,TRAIN
rxn_07_04,7,4,16.83885254,115.8989682,False,False,2.064079569638824,COc1ccc(N)cc1,ClC(=O)c1sccc1,TRAIN
rxn_07_05,7,5,16.83885254,7.563419186,False,True,0.8787181708868833,Nc1ccccc1,ClC(=O)c1sccc1,TRAIN
rxn_07_06,7,6,16.83885254,9.642731562,False,True,0.984200076876042,Nc1c(C)cc(C)cc1C,ClC(=O)c1sccc1,TRAIN
rxn_07_07,7,7,16.83885254,19.97127607,False,True,1.3004058151187787,CCCCCCCc1ccc(N)cc1,ClC(=O)c1sccc1,TRAIN
rxn_07_08,7,8,16.83885254,13.4643595,False,True,1.1291856988368922,CC(C)c1cccc(C(C)C)c1N,ClC(=O)c1sccc1,TRAIN
rxn_07_09,7,9,16.83885254,11.72242784,False,True,1.0690175680232759,C1CCC(CC1)NC2CCCCC2,ClC(=O)c1sccc1,TRAIN
rxn_07_10,7,10,16.83885254,23.36041879,False,True,1.3684806242518246,CCCCCCc1ccc(N)cc1,ClC(=O)c1sccc1,TRAIN
rxn_07_11,7,11,16.83885254,15.40872673,False,True,1.1877667531258618,CSc1ccccc1N,ClC(=O)c1sccc1,TRAIN
rxn_07_12,7,12,16.83885254,18.46107471,False,True,1.2662569798446466,Nc1ccccc1c2ccccc2,ClC(=O)c1sccc1,TRAIN
rxn_07_13,7,13,16.83885254,16.11688907,False,True,1.2072812167422116,CC(C)(C)c1ccc(N)cc1,ClC(=O)c1sccc1,TRAIN
rxn_07_14,7,14,16.83885254,13.96134515,False,True,1.1449272637798753,CC(C)NC(C)C,ClC(=O)c1sccc1,TRAIN
rxn_07_15,7,15,16.83885254,15.60449741,False,True,1.1932497854602635,Nc1ccc(Br)cc1,ClC(=O)c1sccc1,TRAIN
rxn_07_16,7,16,16.83885254,3741.538462,False,False,3.573050214011414,CC1CCCCN1,ClC(=O)c1sccc1,TRAIN
rxn_07_17,7,17,16.83885254,16.65160084,False,True,1.2214559917497432,Nc1cccc2cccnc12,ClC(=O)c1sccc1,TRAIN
rxn_07_18,7,18,16.83885254,15.73594033,False,True,1.1968927000886527,CC(=O)c1cccc(N)c1,ClC(=O)c1sccc1,TRAIN
rxn_07_19,7,19,16.83885254,5120.0,False,False,3.709269960975831,C1COCCN1,ClC(=O)c1sccc1,TRAIN
rxn_07_20,7,20,16.83885254,16.54937893,False,True,1.2187817000854526,COc1ccc(cc1N)C(F)(F)F,ClC(=O)c1sccc1,TRAIN
rxn_07_21,7,21,16.83885254,14.65157233,False,True,1.1658842334001112,COCCOc1ccccc1N,ClC(=O)c1sccc1,TRAIN
rxn_07_22,7,22,16.83885254,5254.736842,False,False,3.72055097137682,CCC(N)CC,ClC(=O)c1sccc1,TRAIN
rxn_07_23,7,23,16.83885254,13.69966028,False,True,1.1367097977877436,CC1CCCC(C)N1,ClC(=O)c1sccc1,TRAIN
rxn_07_24,7,24,16.83885254,15.97669992,False,True,1.2034870781981097,Nc1ccc(C=C)cc1,ClC(=O)c1sccc1,TRAIN
rxn_07_25,7,25,16.83885254,25.15374621,False,True,1.400602674766561,Cc1ccc(N)cc1,ClC(=O)c1sccc1,TRAIN
rxn_07_26,7,26,16.83885254,13.06228964,False,True,1.1160193094706055,Cc1cccc(N)c1,ClC(=O)c1sccc1,TRAIN
rxn_07_27,7,27,16.83885254,22.51242413,False,True,1.352422262197257,CC(C)NC1CCCCC1,ClC(=O)c1sccc1,TRAIN
rxn_07_28,7,28,16.83885254,10.7042197,False,True,1.0295550142427403,COc1ccccc1N,ClC(=O)c1sccc1,TRAIN
rxn_07_29,7,29,16.83885254,23.48623853,False,True,1.3708134673322072,NC(c1ccccc1)(c2ccccc2)c3ccccc3,ClC(=O)c1sccc1,TRAIN
rxn_07_30,7,30,16.83885254,23.14451403,False,True,1.3644480662462812,Cc1cccc(C)c1N,ClC(=O)c1sccc1,TRAIN
rxn_07_31,7,31,16.83885254,14.35101337,False,True,1.1568825690463391,CC1CN(C(OC(C)(C)C)=O)CC(C)N1,ClC(=O)c1sccc1,TRAIN
rxn_07_32,7,32,16.83885254,24.20845724,False,True,1.3839671135431884,N#CCCNc1ccccc1,ClC(=O)c1sccc1,TRAIN
rxn_07_33,7,33,16.83885254,23.21701501,False,True,1.365806382154572,Nc1ccccc1F,ClC(=O)c1sccc1,TRAIN
rxn_07_35,7,35,16.83885254,21.81694685,False,True,1.338793973613754,COc1cccc(N)c1,ClC(=O)c1sccc1,TRAIN
rxn_07_36,7,36,16.83885254,27.74217867,False,False,1.4431405644230872,Nc1ccc(cc1)C(=O)c2ccccc2,ClC(=O)c1sccc1,TRAIN
rxn_07_37,7,37,16.83885254,10.64526088,False,True,1.0271563090205733,FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,ClC(=O)c1sccc1,TEST1
rxn_07_54,7,54,16.83885254,0.0,True,False,-inf,CNCCC(OC1=CC=C(C(F)(F)F)C=C1)C2=CC=CC=C2,ClC(=O)c1sccc1,TEST1
rxn_07_55,7,55,16.83885254,0.0,True,False,-inf,FC(C=C1)=CC=C1[C@H]2[C@H](COC3=CC4=C(OCO4)C=C3)CNCC2,ClC(=O)c1sccc1,TEST1
rxn_07_56,7,56,16.83885254,154.66,False,False,2.18937800584203,C[C@@H](NCCCC1=CC(C(F)(F)F)=CC=C1)C2=CC=CC3=CC=CC=C32,ClC(=O)c1sccc1,TEST1
rxn_08_01,8,1,5.887430329,4.2572018,False,True,0.6291242371043724,CC(N)(C)C,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_03,8,3,5.887430329,15.64396494,False,False,1.1943468339752097,Nc1ccc(F)cc1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_04,8,4,5.887430329,199.3154447,False,False,2.299540952930785,COc1ccc(N)cc1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_05,8,5,5.887430329,15.84514345,False,False,1.1998961753194037,Nc1ccccc1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_06,8,6,5.887430329,13.86436466,False,False,1.1418999726532808,Nc1c(C)cc(C)cc1C,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_07,8,7,5.887430329,69.24112227,False,False,1.8403640983673988,CCCCCCCc1ccc(N)cc1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_08,8,8,5.887430329,6.3769561,False,True,0.8046134272438992,CC(C)c1cccc(C(C)C)c1N,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_09,8,9,5.887430329,11.87218425,False,False,1.0745306280071691,C1CCC(CC1)NC2CCCCC2,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_10,8,10,5.887430329,70.19092066,False,False,1.8462809388780268,CCCCCCc1ccc(N)cc1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_11,8,11,5.887430329,5.890660054,False,True,0.7701639606188876,CSc1ccccc1N,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_12,8,12,5.887430329,6.394634962,False,True,0.8058157578038895,Nc1ccccc1c2ccccc2,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_13,8,13,5.887430329,76.06825431,False,False,1.8812034497474162,CC(C)(C)c1ccc(N)cc1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_14,8,14,5.887430329,10.59337103,False,False,1.0250341835977514,CC(C)NC(C)C,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_15,8,15,5.887430329,4.892978367,False,True,0.6895732956468592,Nc1ccc(Br)cc1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_16,8,16,5.887430329,3413.333333,False,False,3.533178701877738,CC1CCCCN1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_17,8,17,5.887430329,11.30980064,False,False,1.0534549496017598,Nc1cccc2cccnc12,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_18,8,18,5.887430329,5.465893005,False,True,0.7376611261138889,CC(=O)c1cccc(N)c1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_19,8,19,5.887430329,0.0,True,False,-inf,C1COCCN1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_20,8,20,5.887430329,5.34200839,False,True,0.7277045657759272,COc1ccc(cc1N)C(F)(F)F,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_21,8,21,5.887430329,38.19865533,False,False,1.5820480751358044,COCCOc1ccccc1N,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_22,8,22,5.887430329,0.0,True,False,-inf,CCC(N)CC,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_23,8,23,5.887430329,10.59216143,False,False,1.0249845910178272,CC1CCCC(C)N1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_24,8,24,5.887430329,10.50392973,False,False,1.021351807714389,Nc1ccc(C=C)cc1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_25,8,25,5.887430329,64.64998186,False,False,1.810568407358671,Cc1ccc(N)cc1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_26,8,26,5.887430329,26.25129803,False,False,1.4191507825354612,Cc1cccc(N)c1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_27,8,27,5.887430329,9.993060375,False,False,0.9996985112925701,CC(C)NC1CCCCC1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_28,8,28,5.887430329,27.48531062,False,False,1.4391006494258058,COc1ccccc1N,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_29,8,29,5.887430329,6.524925452,False,True,0.8145755541758382,NC(c1ccccc1)(c2ccccc2)c3ccccc3,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_30,8,30,5.887430329,3.465254395,False,True,0.5397351230139728,Cc1cccc(C)c1N,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_31,8,31,5.887430329,5.251694463,False,True,0.720299451443908,CC1CN(C(OC(C)(C)C)=O)CC(C)N1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_32,8,32,5.887430329,4.596740707,False,True,0.6624500067533386,N#CCCNc1ccccc1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_33,8,33,5.887430329,6.262273033,False,True,0.7967319987871704,Nc1ccccc1F,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_35,8,35,5.887430329,14.02798853,False,False,1.1469954021082571,COc1cccc(N)c1,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_36,8,36,5.887430329,6.593145974,False,True,0.819092691245128,Nc1ccc(cc1)C(=O)c2ccccc2,ClC(=O)c1ccc2ccccc2c1,TRAIN
rxn_08_37,8,37,5.887430329,26.67313759,False,False,1.4260741052240358,FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,ClC(=O)c1ccc2ccccc2c1,TEST1
rxn_09_01,9,1,4.708403538,1.672350522,False,True,0.2233273100741175,CC(N)(C)C,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_03,9,3,4.708403538,4.302568691,False,True,0.6337278126158951,Nc1ccc(F)cc1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_04,9,4,4.708403538,54.78698068,False,False,1.7386773670500282,COc1ccc(N)cc1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_05,9,5,4.708403538,4.205154762,False,True,0.6237819837357833,Nc1ccccc1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_06,9,6,4.708403538,4.415321731,False,True,0.6449623547781695,Nc1c(C)cc(C)cc1C,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_07,9,7,4.708403538,14.57611585,False,False,1.1636418113863178,CCCCCCCc1ccc(N)cc1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_08,9,8,4.708403538,3.93111601,False,True,0.5945158603450006,CC(C)c1cccc(C(C)C)c1N,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_09,9,9,4.708403538,6.563237674,False,True,0.8171181316129663,C1CCC(CC1)NC2CCCCC2,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_10,9,10,4.708403538,11.16468591,False,False,1.0478465098102743,CCCCCCc1ccc(N)cc1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_11,9,11,4.708403538,4.260959626,False,True,0.6295074191362704,CSc1ccccc1N,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_12,9,12,4.708403538,6.630321611,False,True,0.8215345948444485,Nc1ccccc1c2ccccc2,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_13,9,13,4.708403538,7.417496071,False,False,0.8702573249459443,CC(C)(C)c1ccc(N)cc1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_14,9,14,4.708403538,7.352298091,False,False,0.8664231067365935,CC(C)NC(C)C,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_15,9,15,4.708403538,5.189477387,False,True,0.7151236238657533,Nc1ccc(Br)cc1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_16,9,16,4.708403538,1706.666667,False,False,3.2321487063409915,CC1CCCCN1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_17,9,17,4.708403538,3.292647548,False,True,0.517545245394324,Nc1cccc2cccnc12,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_18,9,18,4.708403538,6.652335168,False,True,0.8229741223793963,CC(=O)c1cccc(N)c1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_19,9,19,4.708403538,0.0,True,False,-inf,C1COCCN1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_20,9,20,4.708403538,7.137855294,False,False,0.8535677392410589,COc1ccc(cc1N)C(F)(F)F,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_21,9,21,4.708403538,4.505286098,False,True,0.6537223750792256,COCCOc1ccccc1N,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_22,9,22,4.708403538,853.3333333,False,False,2.9311187105752223,CCC(N)CC,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_23,9,23,4.708403538,6.502294038,False,True,0.813066604685409,CC1CCCC(C)N1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_24,9,24,4.708403538,2.322519472,False,True,0.36595936380527105,Nc1ccc(C=C)cc1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_25,9,25,4.708403538,9.947711095,False,False,0.9977231638446569,Cc1ccc(N)cc1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_26,9,26,4.708403538,4.485183462,False,True,0.6517802121303164,Cc1cccc(N)c1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_27,9,27,4.708403538,5.763877666,False,True,0.7607147546636456,CC(C)NC1CCCCC1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_28,9,28,4.708403538,4.092516759,False,True,0.6119904665387914,COc1ccccc1N,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_29,9,29,4.708403538,7.887213218,False,False,0.8969235814307157,NC(c1ccccc1)(c2ccccc2)c3ccccc3,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_30,9,30,4.708403538,6.572477432,False,True,0.8177291035384315,Cc1cccc(C)c1N,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_31,9,31,4.708403538,2.224113013,False,True,0.3471568511093442,CC1CN(C(OC(C)(C)C)=O)CC(C)N1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_32,9,32,4.708403538,5.023844489,False,True,0.7010361875335858,N#CCCNc1ccccc1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_33,9,33,4.708403538,8.279060426,False,False,0.9179810523697647,Nc1ccccc1F,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_35,9,35,4.708403538,3.001917023,False,True,0.47739868359303833,COc1cccc(N)c1,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_36,9,36,4.708403538,4.695691231,False,True,0.6716995317911756,Nc1ccc(cc1)C(=O)c2ccccc2,COc1ccc(cc1)C(Cl)=O,TRAIN
rxn_09_37,9,37,4.708403538,4.729022108,False,True,0.6747713443304956,FC1=CC=C(OC2=CC=C(N)C=C2)C=C1,COc1ccc(cc1)C(Cl)=O,TEST1
rxn_10_01,10,1,3.740116879,0.720720721,False,True,-0.14223299162642478,CC(N)(C)C,CC(C)(C)C(Cl)=O,TRAIN
