name,acyl_chlorides,num_Hs,IP,EA,HOMO,LUMO,global_E,global_N,hardness,BV_main_1,SA,SV,PYR,DISP_mol,DISP_atom,Charges_main_atom,fukui_E_main_atom,fukui_N_main_atom,BV_secondary_1,BV_secondary_2,L_main_atom_1,L_main_atom_2,B1_main_atom_1,B1_main_atom_2,B5_main_atom_1,B5_main_atom_2,Charges_secondary_1,Charges_secondary_2,fukui_E_secondary_1,fukui_E_secondary_2,fukui_N_secondary_1,fukui_N_secondary_2,BV_secondary_avg,L_avg,B1_avg,B5_avg,Charges_secondary_avg,fukui_E_secondary_avg,fukui_N_secondary_avg,FCS_1,FREQS_1,FCS_2,FREQS_2,FCS_avg,FREQS_avg,BV_Hs_avg,Charges_Hs_avg,fukui_E_Hs_avg,fukui_N_Hs_avg
21_acid_chloride.sdf,21,1,8.727714777950235,4.680331277897677,-0.4091472275770377,-0.2806002798308422,1.0303816407729909,-8.727714777950235,4.0473835000525575,105.57570763260642,366.4299557994757,551.9980637499236,0.0073833832753477,17.872845589997596,25.743134526303542,0.3046436033749418,0.072999961888416,0.0031643367585491,51.861182292433185,123.4460345590663,3.967331631816274,5.673242405692827,1.9597183833297904,2.171117462305155,7.191712144579457,6.182744119058514,-0.1905522010435342,-0.0421898152825942,0.176157557898212,-0.0107368508839136,0.1747169171638248,0.008008188267059,87.65360842574975,4.82028701875455,2.0654179228174723,6.687228131818985,-0.1163710081630642,0.0827103535071492,0.0913625527154419,1.7156000671522686,570.8954320413404,3.5488078572216346,1001.937190937929,2.6322039621869515,786.4163114896347,103.4734393,0.078601679,0.057499568,0.041749363
22_acid_chloride.sdf,22,1,8.924476800758665,3.851915910336829,-0.426671572557224,-0.2792761171985604,0.7925939212225999,-8.924476800758665,5.072560890421837,111.8595027967274,362.7188519995247,542.3934384505309,0.002525768778499,16.36496606413855,29.18900774088526,0.306841186961069,0.145850188977187,-0.0005517870270946,58.694077400156594,115.81197648601056,3.9763828131035406,4.836592568482626,2.353073836745672,2.450060513662923,7.05454268079966,6.658746287770974,-0.1935346488680867,-0.0382470445971414,0.2783090472754863,-0.008590747370382,0.1542736748238317,0.0027781306089472,87.25302694308358,4.4064876907930834,2.4015671752042977,6.856644484285317,-0.1158908467326141,0.1348591499525521,0.0785259027163894,1.6216027938475823,555.0355272345207,3.664797616224718,1018.1792747250624,2.64320020503615,786.6074009797915,95.98685376,0.069867779,0.064092225,0.047409879
23_acid_chloride.sdf,23,0,9.03271830507394,5.417692027837645,-0.4187193202604491,-0.2998833212215087,1.3627882543503569,-9.03271830507394,3.615026277236295,101.51445985925729,312.92052241045656,453.2693298740072,0.0094534106169036,17.554647668575186,25.014061274392713,0.2986584257933708,0.0555115220296472,-0.0014355516788899,49.36460788218738,120.33865183060368,3.974471457710424,6.8511803416648185,1.75,1.83628744218154,5.917337887811197,4.473631594967336,-0.2017635594251053,-0.0156329630999185,0.1802480846131804,0.0417786046299703,0.2313343827310663,0.0281883758231046,84.85162985639553,5.412825899687621,1.79314372109077,5.195484741389267,-0.1086982612625119,0.1110133446215754,0.1297613792770854,1.645910430681929,559.1800125912655,4.058307624704713,1071.4495739467693,2.852109027693321,815.3147932690174,,,,
24_acid_chloride.sdf,24,0,9.026761682529152,5.4944810503587584,-0.423040677438368,-0.301279481960817,1.396621903258726,-9.026761682529152,3.5322806321703935,95.5632623752612,349.05005640525275,510.94892610565654,0.0002170730319579,17.388354800928862,23.93122537179648,0.2984885701623867,0.0550061055409741,-0.0013141848836261,49.03933153464383,112.61673776657156,3.964296251994144,8.89828808340619,1.75,1.727805104336097,7.730653869088062,3.4482274216906337,-0.1942788452244236,-0.0097443227559566,0.1788516397826727,0.0429326867446971,0.2328303849118359,0.0421096156650425,80.82803465060769,6.431292167700167,1.7389025521680486,5.589440645389348,-0.1020115839901901,0.1108921632636849,0.1374700002884392,1.718699599166321,571.4109106168777,4.193030057284202,1089.0886757018477,2.9558648282252613,830.2497931593625,,,,
25_acid_chloride.sdf,25,2,8.313880417516694,3.9098096033866994,-0.4160369298398141,-0.2831717139919318,0.7355390993519776,-8.313880417516694,4.4040708141299945,89.02322057079243,499.7484464923034,758.0405243425269,0.0151279002233496,16.626497415054246,22.86837045941798,0.3061252401628495,0.1451021772243019,0.0004067542154301,47.34392008973037,85.36150837545496,3.9736132402458586,12.04159075306345,1.75,1.8820996897347655,12.439532393168989,6.788461463910817,-0.1911716504161082,-0.0852804291119866,0.2808134220069397,-0.0296541423181483,0.1387432360442019,-0.0019298939501143,66.35271423259266,8.007601996654653,1.8160498448673827,9.6139969285399,-0.1382260397640475,0.1255796398443957,0.0684066710470437,1.6736028547070427,563.8644893479092,3.974307255161342,1060.3029610896629,2.823955054934192,812.083725218786,77.53134318,0.082178651,0.083078136,0.022164931
26_acid_chloride.sdf,26,1,9.778658618890368,3.863389515297665,-0.4311306108592759,-0.2830381171492487,0.8987144317523187,-9.778658618890368,5.915269103592703,98.28575219087487,259.85851898264883,354.44528779438275,0.0001785007461658,15.04241917854013,24.02337779633995,0.3027350285773096,0.1446068894648467,0.0158941582462429,53.55554783269216,97.75234081708965,3.9728828294764313,4.652810284496481,2.0846053175405204,2.266526585998159,4.4399431163586325,3.4118718002373702,-0.1863697910281698,-0.0267660809402144,0.2837554249194268,-0.0057029413893925,0.2883664735933816,0.0166993149858389,75.6539443248909,4.3128465569864565,2.1755659517693395,3.925907458298002,-0.1065679359841921,0.1390262417650171,0.1525328942896103,1.638272707366579,557.8810875942531,3.719338680561989,1025.727780209996,2.678805693964284,791.8044339021245,81.04505987,0.072304633,0.067178134,0.096969179
27_acid_chloride.sdf,27,1,8.904992302213655,6.074389619298847,-0.416068075291615,-0.3165945040693087,1.6720519709157124,-8.904992302213655,2.830602682914808,86.81426994052886,345.5805012092623,499.1462922497422,0.0,17.702790122317964,22.207675818869397,0.2998728931784141,0.0388977722046116,-0.0006929774579152,48.410742837300845,90.66947449694528,3.9692513020470814,9.0801055394042,1.75,1.7009930193201424,8.503888914727124,4.553236492661996,-0.2005379967294521,-0.0598409844811149,0.1478661914477397,0.0390323953699054,0.2276645700180672,0.050108205326278,69.54010866712306,6.524678420725641,1.7254965096600712,6.5285627036945595,-0.1301894906052835,0.0934492934088225,0.1388863876721726,1.6750490492687424,564.1080601772625,4.4501028528299065,1121.9778387499523,3.0625759510493245,843.0429494636073,80.52629116,0.08032682,0.068075947,0.056686685
28_acid_chloride.sdf,28,0,9.310984586424068,6.124868406067375,-0.4256467995984616,-0.321646498975278,1.7452590308149618,-9.310984586424068,3.1861161803566933,95.49423266806546,324.74127697921693,469.0369962472451,0.0004199251740512,18.71631295923035,23.781078329491137,0.299012572457202,0.0497120937214366,-0.001073513342366,49.12091209769334,112.64393128758805,3.9559709466101607,8.376426721226428,1.75,1.8347872465036497,7.228628933033116,3.4179058502917052,-0.1740645782351878,-0.0049353536003301,0.1747862010283759,0.0471866371034763,0.2450746643846317,0.0434425083845052,80.88242169264069,6.166198833918294,1.7923936232518247,5.3232673916624105,-0.0894999659177589,0.1109864190659261,0.1442585863845685,1.7827835067874678,581.9663106547781,4.14860964530476,1083.3044841819835,2.9656965760461143,832.6353974183808,,,,
29_acid_chloride.sdf,29,0,8.33596813476103,5.586349206123923,-0.3999756807664466,-0.3025653446237399,1.355708093810835,-8.33596813476103,2.7496189286371076,95.76303016426704,417.2190258868022,631.5778209169638,0.0018097049496759,17.75343047863829,24.587236597779153,0.2995470447546002,0.0552925103066516,-0.0029448687878371,49.48174920348924,114.59035984957691,3.962951190738459,8.809784916403927,1.75,1.9785864608866437,7.572745397923871,5.615385817804869,-0.1914038013459842,-0.0153504383894051,0.1755175190082979,0.0408863443924662,0.1399959927859022,0.0319796048589359,82.03605452653308,6.386368053571194,1.8642932304433215,6.59406560786437,-0.1033771198676946,0.1082019317003821,0.085987798822419,1.7305205587605128,573.3725828988975,4.142308295227253,1082.4814524351796,2.936414426993883,827.9270176670385,,,,
30_acid_chloride.sdf,30,0,9.94568161886688,7.155102114922046,-0.4537305921364658,-0.3545045990399246,2.458229569343827,-9.94568161886688,2.7905795039448336,95.39277991658084,332.836517724505,483.6153818033006,0.0019577436845167,17.67815751736945,23.686985651197837,0.2997252054054021,0.029774848765668,0.0041521743225953,49.25897151208481,112.71400689943826,3.946332497061721,8.259273982071527,1.75,1.7226563285144292,7.558711448669007,3.4101866258124174,-0.1533456317228425,0.0071444147921221,0.1393842792520791,0.0445767276831804,0.2587206286339151,0.0236731845582165,80.98648920576153,6.102803239566624,1.7363281642572146,5.4844490372407115,-0.0731006084653602,0.0919805034676298,0.1411969065960658,1.873793967721079,596.6360063465141,3.9995917838415593,1063.6704354577423,2.9366928757813193,830.1532209021284,,,,
31_acid_chloride.sdf,31,0,8.569778153682238,3.9178571447808896,-0.41460711483891,-0.2781874491273848,0.7685180522662652,-8.569778153682238,4.651921008901349,107.67379236949502,351.8185241134156,547.7172106875457,0.0,17.488239795732625,27.03065878770308,0.2976353204694456,0.1406960212345074,0.0001656705654479,54.05967387615193,139.40758549109864,3.979994527314221,6.71654037323563,2.0820020476156467,3.2498131819343343,6.410490444068596,3.6530961084203537,-0.2009221243839066,0.0094528716228489,0.2665474579703152,0.0035189053251324,0.1543021230321005,0.0147325332228496,96.73362968362528,5.348267450274926,2.6659076147749907,5.031793276244475,-0.0957346263805288,0.1350331816477238,0.084517328127475,1.585710651170096,548.8586492182153,3.532929674998576,999.6932294555054,2.559320163084336,774.2759393368603,,,,
32_acid_chloride.sdf,32,2,8.943129276900104,4.709583674800695,-0.4109374139705383,-0.2840621431829238,1.0677598364025136,-8.943129276900104,4.233545602099409,95.25995002546176,321.2098665472403,464.3381309744845,0.0041111262308455,17.496449179475686,24.26517546055614,0.3097454000801615,0.0749081671219275,0.0056100039690719,52.171815974813995,91.77394981207708,3.961925704878652,5.285785853606438,1.75,1.7515562755092462,7.211367854557134,6.124691010268462,-0.180923352391729,-0.0889867674309009,0.1828159015541001,-0.0251277680064239,0.1917168493517923,-0.0067063006717264,71.97288289344553,4.623855779242545,1.7507781377546232,6.668029432412798,-0.1349550599113149,0.0788440667738381,0.0925052743400329,1.7446081736731054,575.7016739036349,3.7334437774071607,1027.6709077234136,2.739025975540133,801.6862908135242,78.54168708,0.086036113,0.066597642,0.063392353
