name,amines,IP,EA,HOMO,LUMO,global_E,global_N,hardness,BV_main_1,SA,SV,PYR,DISP_mol,DISP_atom,Charges_main_atom,fukui_E_main_atom,fukui_N_main_atom,BV_secondary_1,L_main_atom_1,B1_main_atom_1,B5_main_atom_1,Charges_secondary_1,fukui_E_secondary_1,fukui_N_secondary_1,BV_secondary_avg,L_avg,B1_avg,B5_avg,Charges_secondary_avg,fukui_E_secondary_avg,fukui_N_secondary_avg,FCS_1,FREQS_1,FCS_avg,FREQS_avg
12_amine.sdf,12,7.450998110062855,3.9551022334054378,-0.3562385565482273,-0.2339878320005192,0.6448611495618549,-7.450998110062855,3.4958958766574173,66.94521921935606,363.8725494056966,542.4857584500514,0.598438178054942,18.413304912939356,20.02750137085826,-0.2828301091950722,0.0183288212817747,0.0894330404042666,106.00139082698014,6.794437568097307,1.986623007714176,7.164791548299062,0.0753459753513234,0.0231995278441876,0.0339717195671587,106.00139082698014,6.794437568097307,1.986623007714176,7.164791548299062,0.0753459753513234,0.0231995278441876,0.0339717195671587,5.239788567650684,1173.118252823796,5.239788567650684,1173.118252823796
13_amine.sdf,13,7.489883965076906,2.675517221218072,-0.3514936408256447,-0.2090498558804567,0.3661355429226382,-7.489883965076906,4.814366743858834,52.156127404996774,349.9513619648248,523.332203790997,0.6205940819066741,16.964625149155147,17.232224726396762,-0.2876390744711466,0.034258918439438,0.1040108601397403,91.4988768879486,8.992608333666023,2.6663442940340083,3.4697315802381907,0.0742738649821205,0.0555688481650071,0.0419291075958581,91.4988768879486,8.992608333666023,2.6663442940340083,3.4697315802381907,0.0742738649821205,0.0555688481650071,0.0419291075958581,5.203427471312828,1169.040786253695,5.203427471312828,1169.040786253695
14_amine.sdf,14,8.01726021358981,-3.4339900310829674,-0.3441169327755188,0.0209593144757739,0.0005294371440248,-8.01726021358981,11.451250244672776,101.25193779098257,301.0507019034389,427.7748275506526,0.7055221577740866,14.740776234324638,22.03333575987112,-0.2730586214382219,0.1588456797538208,0.1842756259437766,96.01927680461486,4.694437350501415,2.5534371731648697,4.3834534004672605,0.0528137475814812,0.0285251655924916,-0.0101226066641388,95.90893386356711,4.648083425140657,2.5775076010054896,4.420972580880583,0.0574787363648421,0.0276290747940453,-0.0139947801400895,4.128671604109438,1041.3340773977866,4.1452997472986155,1043.4268477503078
15_amine.sdf,15,7.999487272193699,3.5012378246169003,-0.3722660516853889,-0.2386888054102579,0.5924147033232985,-7.999487272193699,4.498249447576798,52.485587371158246,287.93252878909254,402.5949189743498,0.579179895598104,17.659363475076503,16.99916098371604,-0.2758107260858649,0.0381852022533802,0.1059135236741422,91.64007401630352,8.327908280478042,1.7,3.252117732627421,0.0800714034022978,0.055818800176842,0.0399597817415608,91.64007401630352,8.327908280478042,1.7,3.252117732627421,0.0800714034022978,0.055818800176842,0.0399597817415608,5.380084789447454,1188.7197290772424,5.380084789447454,1188.7197290772424
16_amine.sdf,16,7.975627434521986,-3.848707335645462,-0.3476833722938631,0.0338177991496484,0.003877215959732,-7.975627434521986,11.824334770167448,87.488878442669,277.75018647126035,390.1260216658076,0.7508012093018042,14.858731393607556,18.766017075848456,-0.2670520464403421,0.1585824464923195,0.1849537848910774,96.722124732426,4.651217640355447,2.0238401658672855,4.564381426185362,0.0502728157457898,0.0253048678872865,-0.0045168106123464,85.26580809956995,4.661925583052978,1.8619200829336424,4.554618008378059,0.031320119948117,0.0147621585132677,-0.0134156488871861,4.170864751713163,1046.6415324503384,4.235045775187889,1054.6333390933714
17_amine.sdf,17,7.4983304232876495,4.459904058500437,-0.3549236185872656,-0.2627750484528129,0.8019587758129286,-7.4983304232876495,3.0384263647872123,58.602037790562285,311.6919858552016,450.4522279437826,0.5273469951874743,17.85188549713456,18.529632080949504,-0.2616471448578531,0.0357723350068733,0.0885117143694875,98.82020946931458,6.801436575827285,1.7,5.785003124590114,0.0728578030059914,0.0504149391498951,0.0340870969432643,98.82020946931458,6.801436575827285,1.7,5.785003124590114,0.0728578030059914,0.0504149391498951,0.0340870969432643,5.576546995528736,1210.2291070928495,5.576546995528736,1210.2291070928495
18_amine.sdf,18,8.034004244926148,4.574302005877606,-0.3720167349717064,-0.273186523467045,0.906807705674646,-8.034004244926148,3.459702239048542,52.357987003311585,314.2300444354478,450.18133903597777,0.5954798762620137,16.76899159125818,17.459853966231464,-0.2814641479090163,0.0279984104278614,0.100176813080568,92.48307316781508,7.419874161431728,1.7274101462806264,5.728950512332345,0.0804367920830075,0.0302825035904098,0.0333371985804173,92.48307316781508,7.419874161431728,1.7274101462806264,5.728950512332345,0.0804367920830075,0.0302825035904098,0.0333371985804173,5.304336118376855,1180.3218007223873,5.304336118376855,1180.3218007223873
19_amine.sdf,19,8.21634988295065,-3.4110809521819005,-0.3582796659255459,0.0122464812245177,1.2588604169075131e-05,-8.21634988295065,11.62743083513255,75.47875529526536,239.96920685114523,322.34741054423364,0.7667000823130118,14.12763074754712,16.389778873549673,-0.2577524867606639,0.1275469601584348,0.1791307081531752,71.69780996931706,4.636243146992743,1.7,4.525700780542741,0.0032953328659052,-0.0159120950733619,-0.0222496918369004,71.69780996931706,4.636243146992743,1.7,4.525701293185005,0.0032953328659054,-0.0159120950733601,-0.0222496918369004,4.334469328644329,1066.971644052388,4.334468446744715,1066.9715355083074
20_amine.sdf,20,8.168351279361703,3.6399161500172545,-0.373912291684912,-0.2420634935380509,0.6463478477553453,-8.168351279361703,4.528435129344448,58.43364714119087,350.40846513773243,513.5331122402013,0.5833141225180347,16.548348066098598,17.982783506884868,-0.2660782091224152,0.0352185641133142,0.1058461598585717,99.8190484143438,7.479271808998096,2.2114967045119136,5.428723709967334,0.0668829879692493,0.0398361417163015,0.0387418698800132,99.8190484143438,7.479271808998096,2.2114967045119136,5.428723709967334,0.0668829879692493,0.0398361417163015,0.0387418698800132,5.4488763016635815,1196.295268514487,5.4488763016635815,1196.295268514487
21_amine.sdf,21,7.330721582042514,2.6371889988346853,-0.3479576084371603,-0.2076603815058707,0.3437533203235859,-7.330721582042514,4.693532583207829,58.65224121397737,378.1406554338624,550.3366560397674,0.612288522893956,16.589797891369397,18.16385392918679,-0.2783417705606285,0.0375766384592962,0.0879983096721062,99.02625268624732,6.784405570812385,1.7548147899526425,8.989742745351613,0.0595301642293294,0.0589843023264149,0.0350032282358256,99.02625268624732,6.784405570812385,1.7548147899526425,8.989742745351613,0.0595301642293294,0.0589843023264149,0.0350032282358256,5.331281164279604,1183.3159113203812,5.331281164279604,1183.3159113203812
22_amine.sdf,22,8.507970803322738,-3.9168843088121967,-0.3577525165839729,0.0397356063267556,0.0004703074548062,-8.507970803322738,12.424855112134937,67.20774128763075,275.59018257416363,380.5178188946091,0.7852989579042114,14.3524031799927,18.03427929844154,-0.3481111181325297,0.1104892846840077,0.1568163082121585,95.46180962377656,4.583639175923387,2.144021696737814,4.555890215817274,0.0599938788635337,0.0273139517937192,-0.0160348591227347,95.46180962377656,4.583639175923387,2.144021696737814,4.555890215817274,0.0599938788635337,0.0273139517937192,-0.0160348591227347,4.161538986274775,1045.4707685679389,4.161538986274775,1045.4707685679389
23_amine.sdf,23,7.908779888210208,-3.512445461989093,-0.3451892938820287,0.0253649726694072,0.0015537309212924,-7.908779888210208,11.4212253501993,98.69051729215896,299.0203319672412,431.7929807218243,0.7157597166584365,15.32272110046414,21.62842876208937,-0.2680851736146601,0.1561093648987901,0.1680588223853222,102.00917276082671,4.561904092845086,2.643228831415251,4.570554534393963,0.0598696833313962,0.0137376650145246,-0.0165572479058416,99.2835452312496,4.624124255562581,2.3284483979495603,4.5764390027618225,0.0554879185691944,0.0193326861389979,-0.014013706317231,4.172633539182685,1046.8634396932366,4.1347166712962675,1042.0851876060478
24_amine.sdf,24,7.445446101196742,3.663372353756106,-0.3526822103070988,-0.235323555004941,0.5682452443590429,-7.445446101196742,3.782073747440636,52.4113281406901,302.57213574488486,427.566572432235,0.5793204850021164,16.729509445344902,17.25800186806046,-0.2792749462368606,0.0386942629000311,0.0982223631601917,91.54071307412784,9.120151725215363,1.7,3.2631673756218893,0.0780973867728928,0.0689646786890222,0.04130116219351,91.54071307412784,9.120151725215363,1.7,3.2631673756218893,0.0780973867728928,0.0689646786890222,0.04130116219351,5.363230165645132,1186.8562695875123,5.363230165645132,1186.8562695875123
25_amine.sdf,25,7.625457468805601,2.644570424768284,-0.3519608310326542,-0.2110421784964504,0.3742293777575124,-7.625457468805601,4.980887044037317,52.21365216099323,284.69140063827217,395.71201942807886,0.6222988343851933,16.099309648750634,16.76276665005607,-0.2875905876700491,0.0344201123212942,0.1132026382349793,91.60032963943324,7.841023923126523,1.7,3.247906617452149,0.0739603504774249,0.0524581195352455,0.0458924389879733,91.60032963943324,7.841023923126523,1.7,3.247906617452149,0.0739603504774249,0.0524581195352455,0.0458924389879733,5.19469911433749,1168.0598858780822,5.19469911433749,1168.0598858780822
26_amine.sdf,26,7.786138016049724,2.625384346234972,-0.3537121325035123,-0.2085508601674322,0.3869266720650729,-7.786138016049724,5.160753669814753,52.365308335892955,284.0614114849293,395.06703236077885,0.6026675445283463,16.12175772442381,17.156733771154396,-0.2850385501680808,0.0343871246026414,0.1175470367830809,91.99463569417252,6.784829188084283,1.713426807234517,4.499644866939727,0.076668262874409,0.0516068816462783,0.0436146943587784,91.99463569417252,6.784829188084283,1.713426807234517,4.499644866939727,0.076668262874409,0.0516068816462783,0.0436146943587784,5.257992852059687,1175.1543332323613,5.257992852059687,1175.1543332323613
27_amine.sdf,27,7.809543379292487,-3.001620668163388,-0.3444754637761883,0.0137598550875761,1.1575211859596717e-05,-7.809543379292487,10.811164047455875,101.28749854923493,354.38042517562957,528.6052807011229,0.706387051135292,15.93800916017642,23.16228982580053,-0.2758634205562439,0.1341297642044041,0.1551344176324494,112.5152850150869,6.640424541589769,2.628336110929661,4.460190487092065,0.0553704068038561,0.0235589357852009,-0.0175049619323904,104.14543301760386,5.66774609639134,2.585477074102153,5.048066514152558,0.0546163240476088,0.0227201839083791,-0.0138480643041624,4.23759830766919,1054.9814026084673,4.179386900687108,1047.6848577816352
28_amine.sdf,28,7.462680365579761,2.580080542885237,-0.3464151174018541,-0.2064170992476294,0.3469965415366168,-7.462680365579761,4.882599822694524,58.35102067348688,295.58113268428406,416.50699785048386,0.6120207460679102,16.378941495659976,17.70376093812892,-0.2786265128632023,0.0379210972196406,0.1041209613876932,99.0001050698853,6.784257310869581,1.746584331902124,5.434241408030996,0.0587451382359403,0.0597733917815496,0.0428146613512016,99.0001050698853,6.784257310869581,1.746584331902124,5.434241408030996,0.0587451382359403,0.0597733917815496,0.0428146613512016,5.332782591315947,1183.4825258147307,5.332782591315947,1183.4825258147307
29_amine.sdf,29,7.537448585013562,4.267327086775679,-0.370505623402815,-0.2288859329462495,0.7458081865334232,-7.537448585013562,3.2701214982378835,87.74930870163475,479.3234481479294,768.172509663049,0.8111931854459479,19.90014102024299,20.852066377979824,-0.335153132024995,0.0038066542639023,0.072689479409409,142.04535702969935,6.327154655106604,4.206333438402448,6.3850908113307145,0.0740554437506449,0.0011727111999227,0.0027535925111331,142.04535702969935,6.327154655106604,4.206333438402448,6.3850908113307145,0.0740554437506449,0.0011727111999227,0.0027535925111331,4.066820185910075,1033.504557048553,4.066820185910075,1033.504557048553
30_amine.sdf,30,7.533751507177559,2.6192983007317565,-0.3479048259868443,-0.2046571459465293,0.3607001779004263,-7.533751507177559,4.914453206445803,68.40007259373893,302.03156658570026,433.3182988605852,0.595237516817898,16.514517103634063,19.165669450882444,-0.2876996836897099,0.031225384936066,0.1101989904759009,110.18187173094012,6.780775131461277,1.9416234513495212,4.475661796647405,0.0609982493006967,0.0423305773725562,0.0461439898953035,110.18187173094012,6.780775131461277,1.9416234513495212,4.475661796647405,0.0609982493006967,0.0423305773725562,0.0461439898953035,5.175398003761179,1165.8878800419905,5.175398003761179,1165.8878800419905
31_amine.sdf,31,7.619867737263528,1.1753551078033049,-0.3580147555314196,-0.1792796525258977,0.1726710911170491,-7.619867737263528,6.444512629460223,98.196850295244,430.3602439807114,680.8043139779656,0.7184310547249174,17.15165283080487,22.208200352491502,-0.2682102850453897,0.0061883486271549,0.1128593616291717,104.669954201826,7.937409041097762,2.5903699121219423,7.2396774439675955,0.0563546736528817,0.0012600573184493,-0.0103927354633898,101.9390971489765,6.619484693436831,2.2917991293352893,7.971228040187287,0.0511117725755087,-0.0020759352825286,-0.0089483285539394,4.189073540375162,1048.92371137172,4.158031656419842,1045.022835634907
32_amine.sdf,32,7.771093208963515,3.523799228598814,-0.3598092125201517,-0.2205241251810057,0.5716879625943403,-7.771093208963515,4.247293980364701,89.86308200834056,348.00153898501975,501.8579575256506,0.2713365964408187,17.026076020378795,24.818726109115673,-0.1877800913154402,0.0255433681313594,0.1189799066649275,106.8726294041627,6.790886005754995,1.8312633622194587,5.6999482034507905,0.0683142715925499,0.0260642231298825,0.0324234956200991,94.17796166040132,6.681918216349359,1.7843062796791822,5.6695284846769365,0.0444239231685194,0.0079330241209476,0.0040000890929025,5.419768272292198,1193.0956705391009,4.938523897751811,1137.5385984874658
33_amine.sdf,33,8.335925056660498,3.029126180744642,-0.3699657481757967,-0.2276657179493812,0.5232304603305739,-8.335925056660498,5.306798875915856,57.01330862040587,263.04054549583714,360.5364500336968,0.5938154593089295,16.02163970823578,16.886206239063952,-0.2689117909402973,0.0399207683117717,0.1294581495620776,97.34548390649658,6.796876241255987,1.7,3.8281800706002063,0.0665980301045387,0.0588446381573153,0.04731510135485,97.34548390649658,6.796876241255987,1.7,3.8281800706002063,0.0665980301045387,0.0588446381573153,0.04731510135485,5.445302807079305,1195.9029256203653,5.445302807079305,1195.9029256203653
35_amine.sdf,35,7.648129116243533,2.578994650334373,-0.3532904988354717,-0.2071230799125978,0.365054214478755,-7.648129116243533,5.06913446590916,52.54520393646366,298.4807855179335,419.79663851306,0.5957420691669865,16.284646934441362,17.390858623232052,-0.2831837488621045,0.0364295770015128,0.0945661489873171,92.75396247332564,6.783407589694612,1.7325968359615267,5.469260604303411,0.0770279433560462,0.0612931197588754,0.0348195872849801,92.75396247332564,6.783407589694612,1.7325968359615267,5.469260604303411,0.0770279433560462,0.0612931197588754,0.0348195872849801,5.295952407569718,1179.3886594625055,5.295952407569718,1179.3886594625055
36_amine.sdf,36,7.683752876211674,5.007410753401727,-0.3726560997228884,-0.2731845077482724,1.0227298787165902,-7.683752876211674,2.676342122809947,52.71568639514403,399.87126551128415,602.9363352037994,0.4873562697635886,18.499539982051537,18.132595169225116,-0.2642550910469885,0.0322556301175949,0.0768697133969005,91.6243854464863,10.873106381758086,1.9153147835267816,5.7246789971465315,0.0868681857800487,0.042838365362105,0.0260212070934121,91.6243854464863,10.873106381758086,1.9153147835267816,5.7246789971465315,0.0868681857800487,0.042838365362105,0.0260212070934121,5.639239981846494,1217.0129485634045,5.639239981846494,1217.0129485634045
37_amine.sdf,37,7.60205377707179,4.141727067799783,-0.3708303194984306,-0.2383718043840451,0.7160111540454805,-7.60205377707179,3.4603267092720067,52.36635424054742,398.93088153138734,596.3607383353182,0.6062108961618317,18.197333513975146,17.170258739692525,-0.2795722012084651,0.0219067643423671,0.0806124703000931,91.98731436159116,10.973930768967078,1.7,6.242192444040394,0.0769948932175125,0.0214271385477857,0.0259852013292196,91.98731436159116,10.973930768967078,1.7,6.242192444040394,0.0769948932175125,0.0214271385477857,0.0259852013292196,5.2602524751628055,1175.4068174717693,5.2602524751628055,1175.4068174717693
38_amine.sdf,38,7.165736798507886,4.392499619822418,-0.3546490387436188,-0.2415915699778683,0.7391507292488028,-7.165736798507886,2.773237178685468,76.9126905765586,505.3220319880892,811.590013748955,0.7501757817212701,19.563669706046717,20.21071039678505,-0.255879991087575,0.0041504131260636,0.0853754270281692,74.53848701088707,8.906411480684168,1.9544023116441085,10.7584683013427,0.0180368245229573,-0.0048398443785187,-0.0218538200598031,74.6049019564466,9.557028317842,1.9544489082069103,10.127360667441474,0.0181204155023669,-0.0046989941333433,-0.0217789076585643,4.412938835942648,1076.5863390387874,4.414265705561656,1076.7481671386197
39_amine.sdf,39,6.890772479367804,2.781908199712409,-0.3376724180851306,-0.2137663168219981,0.3251982058334269,-6.890772479367804,4.108864279655395,52.07663865125624,371.28024849419774,555.9048940253413,0.640822026121207,17.392213131811562,17.05838364351411,-0.2899635160392675,0.031820175869793,0.078762131920415,91.61497230459598,10.314494550990434,2.0722548346884406,3.5622841123715987,0.0697649451949869,0.0449424471949158,0.0356806467464203,91.61497230459598,10.314494550990434,2.0722548346884406,3.5622841123715987,0.0697649451949869,0.0449424471949158,0.0356806467464203,5.135859181501948,1161.42578691298,5.135859181501948,1161.42578691298
40_amine.sdf,40,7.474111437953988,4.057482026216332,-0.3579980467403397,-0.2374952124226051,0.676194552315595,-7.474111437953988,3.4166294117376568,52.38622642898257,368.8026085204577,547.1566473919974,0.5952962947616783,18.235381232362165,17.481432675751755,-0.283811241956875,0.0236522654718123,0.0855008255288746,92.57197506344596,8.376731622284842,1.8655259864024991,7.028047683310746,0.077962650010361,0.0260399347832207,0.0298338747115419,92.57197506344596,8.376731622284842,1.8655259864024991,7.028047683310746,0.077962650010361,0.0260399347832207,0.0298338747115419,5.2857895398103905,1178.256499860522,5.2857895398103905,1178.256499860522
41_amine.sdf,41,7.522123633546272,3.776704976628296,-0.3644342385366356,-0.223072402097289,0.6058224889139657,-7.522123633546272,3.745418656917976,66.87828132146929,381.37215585580793,571.9358650629463,0.5898222009305397,18.402697478443223,21.37858743449722,-0.2735960773688113,0.0158840482454437,0.0703642981034382,107.20208937032416,6.7910948669887485,1.7,7.523724802438128,0.0644721339939185,0.0209908316248514,0.0255372446375175,107.20208937032416,6.7910948669887485,1.7,7.523724802438128,0.0644721339939185,0.0209908316248514,0.0255372446375175,5.44912042546966,1196.3220667814107,5.44912042546966,1196.3220667814107
42_amine.sdf,42,7.832529188621383,3.482998155847421,-0.3604113830292756,-0.232900821208748,0.5689555055555541,-7.832529188621383,4.349531032773962,52.46153156410519,301.15267836770255,419.8923505634466,0.5856544947410934,16.714505385129574,17.300154073881515,-0.2827986104940646,0.0304595093082704,0.1070157518895707,91.98731436159116,6.904427513040732,1.7,5.542024310932211,0.079231364974533,0.035250298839814,0.0374674277696439,91.98731436159116,6.904427513040732,1.7,5.542024310932211,0.079231364974533,0.035250298839814,0.0374674277696439,5.3581520651496355,1186.2942572796387,5.3581520651496355,1186.2942572796387
43_amine.sdf,43,7.373065116814267,2.687396564783683,-0.3491266520769882,-0.208244365083532,0.3565825133399748,-7.373065116814267,4.6856685520305845,52.28059005888,317.71109534782437,456.64722570752286,0.625748655288674,16.861466859656055,17.0885768769046,-0.287828342193651,0.0321288719216509,0.0970688969875532,92.04379321293312,8.159446400579226,1.8812059710518407,4.370746492792497,0.0729646396243028,0.0467915721707722,0.0389042286565536,92.04379321293312,8.159446400579226,1.8812059710518407,4.370746492792497,0.0729646396243028,0.0467915721707722,0.0389042286565536,5.1581569880549925,1163.9442749243406,5.1581569880549925,1163.9442749243406
44_amine.sdf,44,7.410373956250206,2.772358608875761,-0.3494556872815669,-0.2135156812387279,0.3753778519501313,-7.410373956250206,4.638015347374445,52.226203016847,317.0696792604647,456.4845730790677,0.6389547736462283,16.77415920115397,17.0627251989915,-0.2851989507154148,0.0323126799846836,0.0982715199804669,91.9590749359202,8.738484745657756,1.9945750026031164,4.410256589486741,0.0705379176439503,0.0422970380910377,0.0402566485231263,91.9590749359202,8.738484745657756,1.9945750026031164,4.410256589486741,0.0705379176439503,0.0422970380910377,0.0402566485231263,5.144937319846996,1162.4518011109371,5.144937319846996,1162.4518011109371
45_amine.sdf,45,7.43196767758465,3.3551719842114975,-0.3584266735058399,-0.2263743508428585,0.4944798370086796,-7.43196767758465,4.076795693373152,58.372984671230974,361.8301106055132,534.7690575417967,0.5910734104890234,17.27957908706408,17.998325163077165,-0.2681200425664169,0.0376683076666267,0.0863102123306088,99.5565263460691,8.085276702617662,1.7547206319116286,5.437681159331591,0.0574620922225695,0.0567649253720466,0.0364590537819987,99.5565263460691,8.085276702617662,1.7547206319116286,5.437681159331591,0.0574620922225695,0.0567649253720466,0.0364590537819987,5.436078051242475,1194.889521125683,5.436078051242475,1194.889521125683
46_amine.sdf,46,7.081103646603456,4.041480228806498,-0.3506249709131595,-0.2348428197239713,0.624483047468147,-7.081103646603456,3.0396234177969577,52.521148129410605,373.5925029954284,560.6961294976296,0.6008223081048979,18.604878950258247,17.242095296615823,-0.2820771079862881,0.0320671304141277,0.0832678834734469,92.04170140362416,10.68264863219896,1.7254250566096632,4.400015904645892,0.0760488328581689,0.0540672730061223,0.0357309354343381,92.04170140362416,10.68264863219896,1.7254250566096632,4.400015904645892,0.0760488328581689,0.0540672730061223,0.0357309354343381,5.247111051279268,1173.937669490582,5.247111051279268,1173.937669490582
