n_features,reg_model,reg_cv_r2_mean,reg_test_r2,selection_mode,features
17,Bayesian Ridge,-0.130003074,0.361821277,each,"['amine_class_1_aromatic', 'acyl_class_aliphatic', 'acyl_BV_secondary_2', 'amine_Charges_secondary_avg', 'amine_HOMO', 'amine_class_1_mixture', 'acyl_pka_aHs', 'acyl_global_E', 'acyl_class_aromatic', 'amine_EA', 'acyl_has_acidic_H_for_pka_aHs', 'amine_BV_secondary_avg', 'amine_class_2_aliphatic', 'acyl_num_Hs_x_has_num_Hs', 'amine_BV_main_1', 'acyl_EA', 'acyl_FCS_1', 'amine_PYR', 'amine_L_main_atom_1', 'amine_pka_basic', 'amine_class_2_mixture', 'acyl_Charges_Hs_avg', 'acyl_DISP_atom', 'amine_FCS_1', 'acyl_fukui_E_Hs_avg', 'acyl_has_acidic_H_for_pka_lowest', 'amine_hardness', 'acyl_class_hetero', 'amine_L_avg', 'acyl_pka_aHs_x_has_acidic_H', 'amine_Charges_secondary_1', 'acyl_fukui_N_Hs_avg', 'amine_LUMO', 'acyl_num_Hs']"
4,XGBoost,0.509136061,0.35698555,each,"['acyl_global_E', 'amine_class_1_aromatic', 'amine_PYR', 'amine_L_main_atom_1', 'acyl_BV_secondary_2', 'acyl_Charges_Hs_avg', 'acyl_DISP_atom', 'amine_class_1_mixture']"
31,LightGBM,0.511464266,0.355427761,each,"['amine_class_1_aromatic', 'acyl_class_aliphatic', 'amine_FCS_avg', 'acyl_BV_secondary_2', 'amine_class_1_aliphatic', 'acyl_LUMO', 'amine_FREQS_1', 'amine_Charges_secondary_avg', 'amine_HOMO', 'amine_SA', 'amine_B5_main_atom_1', 'amine_class_1_mixture', 'acyl_pka_aHs', 'acyl_global_E', 'acyl_class_aromatic', 'acyl_BV_Hs_avg_x_has_num_Hs', 'acyl_L_main_atom_1', 'amine_EA', 'acyl_has_acidic_H_for_pka_aHs', 'amine_BV_secondary_avg', 'amine_fukui_E_main_atom', 'amine_class_2_aliphatic', 'acyl_has_num_Hs', 'acyl_FREQS_1', 'acyl_num_Hs_x_has_num_Hs', 'acyl_EA', 'amine_BV_main_1', 'acyl_FCS_1', 'amine_BV_secondary_1', 'amine_PYR', 'amine_L_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'acyl_pka_lowest_x_has_acidic_H', 'amine_pka_basic', 'acyl_pka_lowest_x_has_pKa_features', 'acyl_has_pKa_features', 'amine_class_2_mixture', 'acyl_Charges_Hs_avg_x_has_num_Hs', 'acyl_BV_Hs_avg', 'acyl_Charges_Hs_avg', 'acyl_DISP_atom', 'amine_fukui_N_secondary_1', 'amine_FCS_1', 'acyl_fukui_E_Hs_avg', 'amine_B1_main_atom_1', 'acyl_BV_main_1', 'acyl_has_acidic_H_for_pka_lowest', 'amine_SV', 'amine_hardness', 'acyl_class_hetero', 'acyl_pka_lowest', 'amine_L_avg', 'amine_DISP_mol', 'acyl_class_mixture', 'amine_fukui_N_main_atom', 'acyl_pka_aHs_x_has_acidic_H', 'amine_Charges_secondary_1', 'amine_global_E', 'amine_DISP_atom', 'acyl_fukui_N_Hs_avg', 'amine_LUMO', 'acyl_num_Hs']"
32,LightGBM,0.521372582,0.353448044,each,"['amine_class_1_aromatic', 'acyl_class_aliphatic', 'amine_FCS_avg', 'acyl_BV_secondary_2', 'amine_class_1_aliphatic', 'acyl_LUMO', 'amine_FREQS_1', 'amine_Charges_secondary_avg', 'amine_HOMO', 'amine_SA', 'amine_B5_main_atom_1', 'amine_class_1_mixture', 'acyl_pka_aHs', 'acyl_global_E', 'acyl_class_aromatic', 'acyl_BV_Hs_avg_x_has_num_Hs', 'acyl_L_main_atom_1', 'amine_EA', 'acyl_has_acidic_H_for_pka_aHs', 'amine_BV_secondary_avg', 'amine_fukui_E_main_atom', 'amine_class_2_aliphatic', 'acyl_has_num_Hs', 'acyl_FREQS_1', 'acyl_num_Hs_x_has_num_Hs', 'acyl_EA', 'amine_BV_main_1', 'acyl_FCS_1', 'amine_BV_secondary_1', 'amine_FREQS_avg', 'amine_PYR', 'acyl_fukui_N_secondary_2', 'amine_L_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'acyl_pka_lowest_x_has_acidic_H', 'amine_pka_basic', 'acyl_pka_lowest_x_has_pKa_features', 'acyl_has_pKa_features', 'amine_class_2_mixture', 'acyl_Charges_Hs_avg_x_has_num_Hs', 'acyl_BV_Hs_avg', 'acyl_Charges_Hs_avg', 'acyl_DISP_atom', 'amine_fukui_N_secondary_1', 'amine_FCS_1', 'acyl_fukui_E_Hs_avg', 'amine_B1_main_atom_1', 'acyl_BV_main_1', 'acyl_has_acidic_H_for_pka_lowest', 'amine_SV', 'amine_hardness', 'acyl_class_hetero', 'acyl_pka_lowest', 'amine_L_avg', 'amine_DISP_mol', 'acyl_class_mixture', 'amine_fukui_N_main_atom', 'acyl_pka_aHs_x_has_acidic_H', 'amine_Charges_secondary_1', 'amine_global_E', 'amine_DISP_atom', 'acyl_fukui_N_Hs_avg', 'amine_LUMO', 'acyl_num_Hs']"
30,LightGBM,0.539023387,0.332348931,each,"['amine_class_1_aromatic', 'acyl_class_aliphatic', 'amine_FCS_avg', 'acyl_BV_secondary_2', 'amine_class_1_aliphatic', 'acyl_LUMO', 'amine_FREQS_1', 'amine_Charges_secondary_avg', 'amine_HOMO', 'amine_SA', 'amine_B5_main_atom_1', 'amine_class_1_mixture', 'acyl_pka_aHs', 'acyl_global_E', 'acyl_class_aromatic', 'acyl_BV_Hs_avg_x_has_num_Hs', 'acyl_L_main_atom_1', 'amine_EA', 'acyl_has_acidic_H_for_pka_aHs', 'amine_BV_secondary_avg', 'amine_fukui_E_main_atom', 'amine_class_2_aliphatic', 'acyl_has_num_Hs', 'acyl_FREQS_1', 'acyl_num_Hs_x_has_num_Hs', 'acyl_EA', 'amine_BV_main_1', 'acyl_FCS_1', 'amine_PYR', 'amine_L_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'acyl_pka_lowest_x_has_acidic_H', 'amine_pka_basic', 'acyl_pka_lowest_x_has_pKa_features', 'acyl_has_pKa_features', 'amine_class_2_mixture', 'acyl_Charges_Hs_avg_x_has_num_Hs', 'acyl_BV_Hs_avg', 'acyl_Charges_Hs_avg', 'acyl_DISP_atom', 'amine_fukui_N_secondary_1', 'amine_FCS_1', 'acyl_fukui_E_Hs_avg', 'amine_B1_main_atom_1', 'acyl_BV_main_1', 'acyl_has_acidic_H_for_pka_lowest', 'amine_SV', 'amine_hardness', 'acyl_class_hetero', 'amine_L_avg', 'amine_DISP_mol', 'acyl_class_mixture', 'amine_fukui_N_main_atom', 'acyl_pka_aHs_x_has_acidic_H', 'amine_Charges_secondary_1', 'amine_global_E', 'amine_DISP_atom', 'acyl_fukui_N_Hs_avg', 'amine_LUMO', 'acyl_num_Hs']"
20,XGBoost,0.526732767,0.326122307,each,"['amine_class_1_aromatic', 'acyl_class_aliphatic', 'acyl_BV_secondary_2', 'amine_class_1_aliphatic', 'amine_Charges_secondary_avg', 'amine_HOMO', 'amine_class_1_mixture', 'acyl_pka_aHs', 'acyl_global_E', 'acyl_class_aromatic', 'acyl_BV_Hs_avg_x_has_num_Hs', 'amine_EA', 'acyl_has_acidic_H_for_pka_aHs', 'amine_BV_secondary_avg', 'amine_class_2_aliphatic', 'acyl_num_Hs_x_has_num_Hs', 'amine_BV_main_1', 'acyl_EA', 'acyl_FCS_1', 'amine_PYR', 'amine_L_main_atom_1', 'acyl_pka_lowest_x_has_acidic_H', 'amine_pka_basic', 'acyl_has_pKa_features', 'amine_class_2_mixture', 'acyl_Charges_Hs_avg', 'acyl_DISP_atom', 'amine_FCS_1', 'acyl_fukui_E_Hs_avg', 'acyl_has_acidic_H_for_pka_lowest', 'amine_hardness', 'acyl_class_hetero', 'amine_L_avg', 'amine_fukui_N_main_atom', 'acyl_pka_aHs_x_has_acidic_H', 'amine_Charges_secondary_1', 'amine_DISP_atom', 'acyl_fukui_N_Hs_avg', 'amine_LUMO', 'acyl_num_Hs']"
2,Random Forest,0.333295045,0.325217705,each,"['amine_L_main_atom_1', 'acyl_Charges_Hs_avg', 'acyl_BV_secondary_2', 'amine_PYR']"
19,Bayesian Ridge,-0.019480803,0.321149245,each,"['amine_class_1_aromatic', 'acyl_class_aliphatic', 'acyl_BV_secondary_2', 'amine_class_1_aliphatic', 'amine_Charges_secondary_avg', 'amine_HOMO', 'amine_class_1_mixture', 'acyl_pka_aHs', 'acyl_global_E', 'acyl_class_aromatic', 'acyl_BV_Hs_avg_x_has_num_Hs', 'amine_EA', 'acyl_has_acidic_H_for_pka_aHs', 'amine_BV_secondary_avg', 'amine_class_2_aliphatic', 'acyl_num_Hs_x_has_num_Hs', 'amine_BV_main_1', 'acyl_EA', 'acyl_FCS_1', 'amine_PYR', 'amine_L_main_atom_1', 'amine_pka_basic', 'acyl_has_pKa_features', 'amine_class_2_mixture', 'acyl_Charges_Hs_avg', 'acyl_DISP_atom', 'amine_FCS_1', 'acyl_fukui_E_Hs_avg', 'acyl_has_acidic_H_for_pka_lowest', 'amine_hardness', 'acyl_class_hetero', 'amine_L_avg', 'acyl_pka_aHs_x_has_acidic_H', 'amine_Charges_secondary_1', 'amine_DISP_atom', 'acyl_fukui_N_Hs_avg', 'amine_LUMO', 'acyl_num_Hs']"
27,XGBoost,0.549419006,0.31347393,each,"['amine_class_1_aromatic', 'acyl_class_aliphatic', 'amine_FCS_avg', 'acyl_BV_secondary_2', 'amine_class_1_aliphatic', 'acyl_LUMO', 'amine_FREQS_1', 'amine_Charges_secondary_avg', 'amine_HOMO', 'amine_B5_main_atom_1', 'amine_class_1_mixture', 'acyl_pka_aHs', 'acyl_global_E', 'acyl_class_aromatic', 'acyl_BV_Hs_avg_x_has_num_Hs', 'acyl_L_main_atom_1', 'amine_EA', 'acyl_has_acidic_H_for_pka_aHs', 'amine_BV_secondary_avg', 'amine_class_2_aliphatic', 'acyl_has_num_Hs', 'acyl_FREQS_1', 'acyl_num_Hs_x_has_num_Hs', 'acyl_EA', 'amine_BV_main_1', 'acyl_FCS_1', 'amine_PYR', 'amine_L_main_atom_1', 'acyl_pka_lowest_x_has_acidic_H', 'amine_pka_basic', 'acyl_pka_lowest_x_has_pKa_features', 'acyl_has_pKa_features', 'amine_class_2_mixture', 'acyl_Charges_Hs_avg_x_has_num_Hs', 'acyl_BV_Hs_avg', 'acyl_Charges_Hs_avg', 'acyl_DISP_atom', 'amine_FCS_1', 'acyl_fukui_E_Hs_avg', 'amine_B1_main_atom_1', 'acyl_has_acidic_H_for_pka_lowest', 'amine_SV', 'amine_hardness', 'acyl_class_hetero', 'amine_L_avg', 'amine_DISP_mol', 'amine_fukui_N_main_atom', 'acyl_pka_aHs_x_has_acidic_H', 'amine_Charges_secondary_1', 'amine_global_E', 'amine_DISP_atom', 'acyl_fukui_N_Hs_avg', 'amine_LUMO', 'acyl_num_Hs']"
25,LightGBM,0.603344112,0.311231362,each,"['amine_class_1_aromatic', 'acyl_class_aliphatic', 'amine_FCS_avg', 'acyl_BV_secondary_2', 'amine_class_1_aliphatic', 'amine_FREQS_1', 'amine_Charges_secondary_avg', 'amine_HOMO', 'amine_B5_main_atom_1', 'amine_class_1_mixture', 'acyl_pka_aHs', 'acyl_global_E', 'acyl_class_aromatic', 'acyl_BV_Hs_avg_x_has_num_Hs', 'acyl_L_main_atom_1', 'amine_EA', 'acyl_has_acidic_H_for_pka_aHs', 'amine_BV_secondary_avg', 'amine_class_2_aliphatic', 'acyl_FREQS_1', 'acyl_num_Hs_x_has_num_Hs', 'acyl_EA', 'amine_BV_main_1', 'acyl_FCS_1', 'amine_PYR', 'amine_DISP_atom', 'amine_L_main_atom_1', 'acyl_pka_lowest_x_has_acidic_H', 'amine_pka_basic', 'acyl_pka_lowest_x_has_pKa_features', 'acyl_has_pKa_features', 'amine_class_2_mixture', 'acyl_Charges_Hs_avg_x_has_num_Hs', 'acyl_BV_Hs_avg', 'acyl_Charges_Hs_avg', 'acyl_DISP_atom', 'amine_FCS_1', 'acyl_fukui_E_Hs_avg', 'acyl_has_acidic_H_for_pka_lowest', 'amine_hardness', 'acyl_class_hetero', 'amine_L_avg', 'amine_fukui_N_main_atom', 'acyl_pka_aHs_x_has_acidic_H', 'amine_Charges_secondary_1', 'amine_global_E', 'amine_B1_main_atom_1', 'acyl_fukui_N_Hs_avg', 'amine_LUMO', 'acyl_num_Hs']"
29,LightGBM,0.555040893,0.29766869,each,"['amine_class_1_aromatic', 'acyl_class_aliphatic', 'amine_FCS_avg', 'acyl_BV_secondary_2', 'amine_class_1_aliphatic', 'acyl_LUMO', 'amine_FREQS_1', 'amine_Charges_secondary_avg', 'amine_HOMO', 'amine_B5_main_atom_1', 'amine_class_1_mixture', 'acyl_pka_aHs', 'acyl_global_E', 'acyl_class_aromatic', 'acyl_BV_Hs_avg_x_has_num_Hs', 'acyl_L_main_atom_1', 'amine_EA', 'acyl_has_acidic_H_for_pka_aHs', 'amine_BV_secondary_avg', 'amine_fukui_E_main_atom', 'amine_class_2_aliphatic', 'acyl_has_num_Hs', 'acyl_FREQS_1', 'acyl_num_Hs_x_has_num_Hs', 'acyl_EA', 'amine_BV_main_1', 'acyl_FCS_1', 'amine_PYR', 'amine_L_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'acyl_pka_lowest_x_has_acidic_H', 'amine_pka_basic', 'acyl_pka_lowest_x_has_pKa_features', 'acyl_has_pKa_features', 'amine_class_2_mixture', 'acyl_Charges_Hs_avg_x_has_num_Hs', 'acyl_BV_Hs_avg', 'acyl_Charges_Hs_avg', 'acyl_DISP_atom', 'amine_fukui_N_secondary_1', 'amine_FCS_1', 'acyl_fukui_E_Hs_avg', 'amine_B1_main_atom_1', 'acyl_BV_main_1', 'acyl_has_acidic_H_for_pka_lowest', 'amine_SV', 'amine_hardness', 'acyl_class_hetero', 'amine_L_avg', 'amine_DISP_mol', 'amine_fukui_N_main_atom', 'acyl_pka_aHs_x_has_acidic_H', 'amine_Charges_secondary_1', 'amine_global_E', 'amine_DISP_atom', 'acyl_fukui_N_Hs_avg', 'amine_LUMO', 'acyl_num_Hs']"
28,LightGBM,0.599262226,0.292205674,each,"['amine_class_1_aromatic', 'acyl_class_aliphatic', 'amine_FCS_avg', 'acyl_BV_secondary_2', 'amine_class_1_aliphatic', 'acyl_LUMO', 'amine_FREQS_1', 'amine_Charges_secondary_avg', 'amine_HOMO', 'amine_B5_main_atom_1', 'amine_class_1_mixture', 'acyl_pka_aHs', 'acyl_global_E', 'acyl_class_aromatic', 'acyl_BV_Hs_avg_x_has_num_Hs', 'acyl_L_main_atom_1', 'amine_EA', 'acyl_has_acidic_H_for_pka_aHs', 'amine_BV_secondary_avg', 'amine_fukui_E_main_atom', 'amine_class_2_aliphatic', 'acyl_has_num_Hs', 'acyl_FREQS_1', 'acyl_num_Hs_x_has_num_Hs', 'acyl_EA', 'amine_BV_main_1', 'acyl_FCS_1', 'amine_PYR', 'amine_L_main_atom_1', 'acyl_pka_lowest_x_has_acidic_H', 'amine_pka_basic', 'acyl_pka_lowest_x_has_pKa_features', 'acyl_has_pKa_features', 'amine_class_2_mixture', 'acyl_Charges_Hs_avg_x_has_num_Hs', 'acyl_BV_Hs_avg', 'acyl_Charges_Hs_avg', 'acyl_DISP_atom', 'amine_FCS_1', 'acyl_fukui_E_Hs_avg', 'amine_B1_main_atom_1', 'acyl_BV_main_1', 'acyl_has_acidic_H_for_pka_lowest', 'amine_SV', 'amine_hardness', 'acyl_class_hetero', 'amine_L_avg', 'amine_DISP_mol', 'amine_fukui_N_main_atom', 'acyl_pka_aHs_x_has_acidic_H', 'amine_Charges_secondary_1', 'amine_global_E', 'amine_DISP_atom', 'acyl_fukui_N_Hs_avg', 'amine_LUMO', 'acyl_num_Hs']"
21,XGBoost,0.525675244,0.288079,each,"['amine_class_1_aromatic', 'acyl_class_aliphatic', 'acyl_BV_secondary_2', 'amine_class_1_aliphatic', 'amine_Charges_secondary_avg', 'amine_HOMO', 'amine_B5_main_atom_1', 'amine_class_1_mixture', 'acyl_pka_aHs', 'acyl_global_E', 'acyl_class_aromatic', 'acyl_BV_Hs_avg_x_has_num_Hs', 'amine_EA', 'acyl_has_acidic_H_for_pka_aHs', 'amine_BV_secondary_avg', 'amine_class_2_aliphatic', 'acyl_num_Hs_x_has_num_Hs', 'amine_BV_main_1', 'acyl_EA', 'acyl_FCS_1', 'amine_PYR', 'amine_L_main_atom_1', 'acyl_pka_lowest_x_has_acidic_H', 'amine_pka_basic', 'acyl_has_pKa_features', 'amine_class_2_mixture', 'acyl_BV_Hs_avg', 'acyl_Charges_Hs_avg', 'acyl_DISP_atom', 'amine_FCS_1', 'acyl_fukui_E_Hs_avg', 'acyl_has_acidic_H_for_pka_lowest', 'amine_hardness', 'acyl_class_hetero', 'amine_L_avg', 'amine_fukui_N_main_atom', 'acyl_pka_aHs_x_has_acidic_H', 'amine_Charges_secondary_1', 'amine_DISP_atom', 'acyl_fukui_N_Hs_avg', 'amine_LUMO', 'acyl_num_Hs']"
23,XGBoost,0.516904022,0.275388471,each,"['amine_class_1_aromatic', 'acyl_class_aliphatic', 'acyl_BV_secondary_2', 'amine_class_1_aliphatic', 'amine_FREQS_1', 'amine_Charges_secondary_avg', 'amine_HOMO', 'amine_B5_main_atom_1', 'amine_class_1_mixture', 'acyl_pka_aHs', 'acyl_global_E', 'acyl_class_aromatic', 'acyl_BV_Hs_avg_x_has_num_Hs', 'amine_EA', 'acyl_has_acidic_H_for_pka_aHs', 'amine_BV_secondary_avg', 'amine_class_2_aliphatic', 'acyl_FREQS_1', 'acyl_num_Hs_x_has_num_Hs', 'acyl_EA', 'amine_BV_main_1', 'acyl_FCS_1', 'amine_PYR', 'amine_DISP_atom', 'amine_L_main_atom_1', 'acyl_pka_lowest_x_has_acidic_H', 'amine_pka_basic', 'acyl_has_pKa_features', 'amine_class_2_mixture', 'acyl_Charges_Hs_avg_x_has_num_Hs', 'acyl_BV_Hs_avg', 'acyl_Charges_Hs_avg', 'acyl_DISP_atom', 'amine_FCS_1', 'acyl_fukui_E_Hs_avg', 'acyl_has_acidic_H_for_pka_lowest', 'amine_hardness', 'acyl_class_hetero', 'amine_L_avg', 'amine_fukui_N_main_atom', 'acyl_pka_aHs_x_has_acidic_H', 'amine_Charges_secondary_1', 'amine_B1_main_atom_1', 'acyl_fukui_N_Hs_avg', 'amine_LUMO', 'acyl_num_Hs']"
24,LightGBM,0.63078961,0.271697251,each,"['amine_class_1_aromatic', 'acyl_class_aliphatic', 'acyl_BV_secondary_2', 'amine_class_1_aliphatic', 'amine_FREQS_1', 'amine_Charges_secondary_avg', 'amine_HOMO', 'amine_B5_main_atom_1', 'amine_class_1_mixture', 'acyl_pka_aHs', 'acyl_global_E', 'acyl_class_aromatic', 'acyl_BV_Hs_avg_x_has_num_Hs', 'acyl_L_main_atom_1', 'amine_EA', 'acyl_has_acidic_H_for_pka_aHs', 'amine_BV_secondary_avg', 'amine_class_2_aliphatic', 'acyl_FREQS_1', 'acyl_num_Hs_x_has_num_Hs', 'acyl_EA', 'amine_BV_main_1', 'acyl_FCS_1', 'amine_PYR', 'amine_DISP_atom', 'amine_L_main_atom_1', 'acyl_pka_lowest_x_has_acidic_H', 'amine_pka_basic', 'acyl_has_pKa_features', 'amine_class_2_mixture', 'acyl_Charges_Hs_avg_x_has_num_Hs', 'acyl_BV_Hs_avg', 'acyl_Charges_Hs_avg', 'acyl_DISP_atom', 'amine_FCS_1', 'acyl_fukui_E_Hs_avg', 'acyl_has_acidic_H_for_pka_lowest', 'amine_hardness', 'acyl_class_hetero', 'amine_L_avg', 'amine_fukui_N_main_atom', 'acyl_pka_aHs_x_has_acidic_H', 'amine_Charges_secondary_1', 'amine_global_E', 'amine_B1_main_atom_1', 'acyl_fukui_N_Hs_avg', 'amine_LUMO', 'acyl_num_Hs']"
26,XGBoost,0.530360882,0.269922167,each,"['amine_class_1_aromatic', 'acyl_class_aliphatic', 'amine_FCS_avg', 'acyl_BV_secondary_2', 'amine_class_1_aliphatic', 'amine_FREQS_1', 'amine_Charges_secondary_avg', 'amine_HOMO', 'amine_B5_main_atom_1', 'amine_class_1_mixture', 'acyl_pka_aHs', 'acyl_global_E', 'acyl_class_aromatic', 'acyl_BV_Hs_avg_x_has_num_Hs', 'acyl_L_main_atom_1', 'amine_EA', 'acyl_has_acidic_H_for_pka_aHs', 'amine_BV_secondary_avg', 'amine_class_2_aliphatic', 'acyl_has_num_Hs', 'acyl_FREQS_1', 'acyl_num_Hs_x_has_num_Hs', 'acyl_EA', 'amine_BV_main_1', 'acyl_FCS_1', 'amine_PYR', 'amine_DISP_atom', 'amine_L_main_atom_1', 'acyl_pka_lowest_x_has_acidic_H', 'amine_pka_basic', 'acyl_pka_lowest_x_has_pKa_features', 'acyl_has_pKa_features', 'amine_class_2_mixture', 'acyl_Charges_Hs_avg_x_has_num_Hs', 'acyl_BV_Hs_avg', 'acyl_Charges_Hs_avg', 'acyl_DISP_atom', 'amine_FCS_1', 'acyl_fukui_E_Hs_avg', 'acyl_has_acidic_H_for_pka_lowest', 'amine_hardness', 'acyl_class_hetero', 'amine_L_avg', 'amine_DISP_mol', 'amine_fukui_N_main_atom', 'acyl_pka_aHs_x_has_acidic_H', 'amine_Charges_secondary_1', 'amine_global_E', 'amine_B1_main_atom_1', 'acyl_fukui_N_Hs_avg', 'amine_LUMO', 'acyl_num_Hs']"
3,XGBoost,0.509853844,0.259765336,each,"['acyl_global_E', 'amine_PYR', 'amine_L_main_atom_1', 'acyl_BV_secondary_2', 'acyl_Charges_Hs_avg', 'amine_class_1_mixture']"
22,XGBoost,0.574961491,0.25032634,each,"['amine_class_1_aromatic', 'acyl_class_aliphatic', 'acyl_BV_secondary_2', 'amine_class_1_aliphatic', 'amine_FREQS_1', 'amine_Charges_secondary_avg', 'amine_HOMO', 'amine_B5_main_atom_1', 'amine_class_1_mixture', 'acyl_pka_aHs', 'acyl_global_E', 'acyl_class_aromatic', 'acyl_BV_Hs_avg_x_has_num_Hs', 'amine_EA', 'acyl_has_acidic_H_for_pka_aHs', 'amine_BV_secondary_avg', 'amine_class_2_aliphatic', 'acyl_FREQS_1', 'acyl_num_Hs_x_has_num_Hs', 'acyl_EA', 'amine_BV_main_1', 'acyl_FCS_1', 'amine_PYR', 'amine_L_main_atom_1', 'acyl_pka_lowest_x_has_acidic_H', 'amine_pka_basic', 'acyl_has_pKa_features', 'amine_class_2_mixture', 'acyl_BV_Hs_avg', 'acyl_Charges_Hs_avg', 'acyl_DISP_atom', 'amine_FCS_1', 'acyl_fukui_E_Hs_avg', 'acyl_has_acidic_H_for_pka_lowest', 'amine_hardness', 'acyl_class_hetero', 'amine_L_avg', 'amine_fukui_N_main_atom', 'acyl_pka_aHs_x_has_acidic_H', 'amine_Charges_secondary_1', 'amine_DISP_atom', 'acyl_fukui_N_Hs_avg', 'amine_LUMO', 'acyl_num_Hs']"
1,Random Forest,0.344214633,-0.126897024,each,"['acyl_BV_secondary_2', 'amine_PYR']"
