acyl_chlorides,amines,HTE_lnk_corrected,test splits,acyl_Charges_secondary_1,acyl_class_aromatic,acyl_BV_secondary_2,acyl_pka_aHs_x_has_acidic_H,amine_BV_secondary_avg,amine_Charges_secondary_1,amine_class_1_mixture,amine_pka_basic,rxn_lowest_barrier_dGTS_path_B,rxn_barriers_dGTS_from_RXTS_B,rxn_barriers_dGTS_from_INT1_B,rxn_barriers_dGTS_from_PRDS_B,rxn_rxn_dG_B,rxn_imag_freq,rxn_used_constrained,rxn_ts_status_valid,int_BV_secondary_prod
1,47,1.587464009066074,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,92.0124160732987,0.0760017265641028,False,4.58,17.25,17.25,23.01,24.55,-7.3,-176.32,0.0,1.0,10370.991863905532
1,48,1.3908291687001455,VAL,-0.1767996453989701,True,112.71296099478378,0.0,105.61440610482222,0.063259978383639,False,3.63,15.3,16.51,15.3,17.86,-1.35,-169.65,1.0,0.0,11904.112435780082
2,3,1.312588285611738,VAL,-0.1864602323235008,True,112.66694118998662,0.0,91.73629724451575,0.0761664042158895,False,3.67,17.39,18.59,17.39,26.53,-7.94,-245.45,1.0,0.0,10335.648006634987
2,4,2.463757293148109,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,91.66099210939312,0.0680188908686448,False,4.78,17.49,18.61,17.49,27.58,-8.97,-29.64,0.0,1.0,10327.163607404822
2,5,1.2035382082960937,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,91.69236924902756,0.0784081349069482,False,4.31,20.38,20.38,23.18,28.03,-7.65,-168.73,0.0,1.0,10330.698773750726
2,6,1.2339887782299857,TEST1,-0.1864602323235008,True,112.66694118998662,0.0,110.11911745167129,0.0567376377456192,False,4.06,15.33,15.33,18.42,23.8,-8.47,-282.92,1.0,0.0,12406.784129820679
2,7,1.7055273278311804,TEST1,-0.1864602323235008,True,112.66694118998662,0.0,91.7070119141903,0.074422530133453,False,4.58,16.02,16.02,19.43,22.33,-6.31,-170.7,0.0,1.0,10332.34851804548
2,8,0.8272072256497836,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,120.16816937192333,0.061708309200001,False,2.99,16.79,16.79,21.37,26.07,-9.28,-82.23,0.0,0.0,13538.980071534836
2,9,1.0691919817071538,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,113.80436250173454,0.0462707741485981,False,10.05,18.95,19.87,18.95,21.33,-1.46,-186.86,0.0,1.0,12821.989417146844
2,10,1.7192432632314303,VAL,-0.1864602323235008,True,112.66694118998662,0.0,91.6526248721573,0.0744394162548267,False,4.59,15.49,15.69,15.49,23.73,-8.04,-2.85,0.0,1.0,10326.220896379251
2,11,0.8091021735322621,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,106.54107762869224,0.0762461939202572,False,3.17,17.27,19.3,17.27,26.94,-7.64,-20.05,0.0,1.0,12003.657327509667
2,12,0.8415342627719524,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,106.00139082698014,0.0753459753513234,False,3.66,17.0,17.17,17.0,25.54,-8.37,-46.32,0.0,1.0,11942.852466360158
2,13,1.683942475593247,VAL,-0.1864602323235008,True,112.66694118998662,0.0,91.4988768879486,0.0742738649821205,False,4.6,13.99,14.99,13.99,23.17,-8.18,-156.45,1.0,1.0,10308.89858128433
2,14,1.0452766085283072,VAL,-0.1864602323235008,True,112.66694118998662,0.0,95.90893386356711,0.0528137475814812,False,9.95,14.8,14.8,18.19,24.07,-9.27,-147.68,0.0,1.0,10805.766211200831
2,15,0.893473058466833,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,91.64007401630352,0.0800714034022978,False,3.8,17.38,17.38,18.69,24.47,-7.09,-13.59,0.0,1.0,10324.806829840889
2,16,3.2321487063409915,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,85.26580809956995,0.0502728157457898,False,10.17,19.05,20.56,19.05,36.03,-15.47,-97.73,0.0,1.0,9606.637786670932
2,17,1.1067616624742025,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,98.82020946931458,0.0728578030059914,False,3.87,16.42,16.42,16.79,25.81,-9.39,-211.82,1.0,1.0,11133.770728661424
2,18,1.0344337536187767,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,92.48307316781508,0.0804367920830075,False,3.7,17.54,17.72,17.54,24.08,-6.36,-209.57,1.0,0.0,10419.78496566745
2,20,1.0243384337450268,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,99.8190484143438,0.0668829879692493,False,3.25,18.42,18.42,20.8,26.39,-7.97,-33.57,0.0,0.0,11246.3068573393
2,21,1.495049651469867,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,99.02625268624732,0.0595301642293294,False,3.72,11.1,11.1,14.21,20.43,-9.33,-69.89,0.0,1.0,11156.984987666181
2,22,2.8641719209446093,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,95.46180962377656,0.0599938788635337,False,9.99,12.13,14.98,12.13,27.26,-12.28,-136.25,0.0,1.0,10755.390090771733
2,23,1.074694092747203,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,99.2835452312496,0.0598696833313962,False,10.08,24.15,25.01,24.15,23.99,1.02,-233.6,0.0,1.0,11185.973351702576
2,24,1.1463435786811749,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,91.54071307412784,0.0780973867728928,False,4.35,19.85,19.92,19.85,27.87,-7.95,-19.16,0.0,1.0,10313.6121364122
2,25,1.806179973983887,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,91.60032963943324,0.0739603504774249,False,4.61,15.39,17.12,15.39,25.66,-8.54,-21.7,0.0,1.0,10320.328952469414
2,26,1.4043925984520433,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,91.99463569417252,0.076668262874409,False,4.6,15.72,15.72,16.74,23.62,-7.9,-213.77,1.0,0.0,10364.75420954958
2,27,1.117140666422203,VAL,-0.1864602323235008,True,112.66694118998662,0.0,104.14543301760386,0.0553704068038561,False,10.08,19.91,19.91,23.73,27.87,-7.96,-122.72,0.0,0.0,11733.747377000065
2,28,1.3874981217853861,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,99.0001050698853,0.0587451382359403,False,3.62,14.39,14.39,15.42,23.74,-9.35,-168.44,1.0,1.0,11154.039015711262
2,29,0.8725002131148136,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,142.04535702969935,0.0740554437506449,True,6.46,29.67,29.67,32.57,37.93,-8.26,-87.56,0.0,1.0,16003.815886775788
2,30,0.723804937475213,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,110.18187173094012,0.0609982493006967,False,3.4,25.27,26.86,25.27,33.38,-6.52,-97.15,0.0,0.0,12413.85446251248
2,31,0.8025062858779184,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,101.9390971489765,0.0563546736528817,False,7.8,22.87,22.87,23.08,25.97,-3.1,-176.85,0.0,0.0,11485.166263444067
2,32,0.6412031254753843,VAL,-0.1864602323235008,True,112.66694118998662,0.0,94.17796166040132,0.0683142715925499,False,3.44,16.65,16.65,21.55,24.46,-7.81,-138.95,1.0,0.0,10610.74286778525
2,33,0.7423034134307751,VAL,-0.1864602323235008,True,112.66694118998662,0.0,97.34548390649658,0.0665980301045387,False,3.1,18.5,18.5,18.5,26.51,-8.01,-281.12,1.0,1.0,10967.617910404038
2,35,1.0561405737264316,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,92.75396247332564,0.0770279433560462,False,4.08,16.25,18.04,16.25,25.93,-7.89,-251.31,1.0,0.0,10450.305235120406
2,36,0.7720449158045906,VAL,-0.1864602323235008,True,112.66694118998662,0.0,91.6243854464863,0.0868681857800487,False,3.17,13.38,13.38,16.55,20.06,-6.68,-234.92,1.0,1.0,10323.039246667937
2,37,1.4613842639416232,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,91.98731436159116,0.0769948932175125,False,4.54,17.62,17.62,20.04,25.34,-7.72,-91.92,1.0,0.0,10363.929337402202
3,3,0.9030638025340028,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,91.73629724451575,0.0761664042158895,False,3.67,20.61,20.77,20.61,28.2,-7.43,-172.82,0.0,1.0,10320.008577130508
3,4,1.9513936912028553,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,91.66099210939312,0.0680188908686448,False,4.78,16.48,17.28,16.48,25.69,-8.41,-42.74,0.0,1.0,10311.537016104929
3,5,0.9088330797392212,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,91.69236924902756,0.0784081349069482,False,4.31,18.61,20.19,18.61,27.3,-7.11,-168.8,0.0,1.0,10315.066833198922
3,6,0.9438394076863004,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,110.11911745167129,0.0567376377456192,False,4.06,15.2,15.2,20.37,22.96,-7.76,-143.61,0.0,0.0,12388.010751929804
3,7,1.4285596292072016,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,91.7070119141903,0.074422530133453,False,4.58,10.38,10.38,19.82,22.61,-12.23,-170.46,0.0,1.0,10316.714081176118
3,8,0.3342131935688118,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,120.16816937192333,0.061708309200001,False,2.99,18.93,18.93,28.25,31.43,-12.5,-23.27,0.0,0.0,13518.49350656519
3,9,0.4804490941915259,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,113.80436250173454,0.0462707741485981,False,10.05,20.41,20.41,21.02,26.28,-5.87,-208.76,0.0,1.0,12802.587769618995
3,10,1.4475084101275153,VAL,-0.1960400310359266,True,112.49645873130623,0.0,91.6526248721573,0.0744394162548267,False,4.59,15.81,15.81,18.16,29.57,-13.76,-170.5,0.0,1.0,10310.595731546535
3,11,0.4210506137020427,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,106.54107762869224,0.0762461939202572,False,3.17,18.07,19.07,18.07,26.34,-7.27,-252.75,1.0,0.0,11985.49394264507
3,12,0.3549308499772641,VAL,-0.1960400310359266,True,112.49645873130623,0.0,106.00139082698014,0.0753459753513234,False,3.66,19.24,19.24,20.06,26.92,-7.68,-228.46,1.0,0.0,11924.781088628435
3,13,1.3515614858133842,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,91.4988768879486,0.0742738649821205,False,4.6,18.42,18.42,20.16,25.89,-7.47,-169.33,0.0,1.0,10293.299627785978
3,14,0.5349918548109228,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,95.90893386356711,0.0528137475814812,False,9.95,14.71,14.71,16.72,18.95,-4.24,-165.49,0.0,1.0,10789.415420346357
3,15,-0.3497423283800842,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,91.64007401630352,0.0800714034022978,False,3.8,17.2,17.2,24.61,23.9,-6.7,-177.16,0.0,1.0,10309.183804708937
3,16,2.9618300728133753,VAL,-0.1960400310359266,True,112.49645873130623,0.0,85.26580809956995,0.0502728157457898,False,10.17,16.34,16.34,16.75,27.65,-11.31,-81.05,1.0,1.0,9592.101462064747
3,17,0.6670806799690656,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,98.82020946931458,0.0728578030059914,False,3.87,19.48,19.48,21.74,28.44,-8.96,-32.06,0.0,0.0,11116.923616383785
3,18,0.11617434230116461,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,92.48307316781508,0.0804367920830075,False,3.7,19.9,19.9,23.42,27.57,-7.67,-161.39,0.0,1.0,10404.018223967483
3,20,0.07794782947342785,VAL,-0.1960400310359266,True,112.49645873130623,0.0,99.8190484143438,0.0668829879692493,False,3.25,19.12,19.12,20.3,26.61,-7.49,-17.72,0.0,0.0,11229.289460542486
3,21,1.1665875050799814,TEST1,-0.1960400310359266,True,112.49645873130623,0.0,99.02625268624732,0.0595301642293294,False,3.72,12.27,12.27,15.48,22.27,-10.0,-126.13,0.0,1.0,11140.102748634325
3,22,2.047058858308353,TEST1,-0.1960400310359266,True,112.49645873130623,0.0,95.46180962377656,0.0599938788635337,False,9.99,15.85,15.85,19.37,27.66,-11.81,-19.79,0.0,0.0,10739.115526756992
3,23,0.4752755614101999,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,99.2835452312496,0.0598696833313962,False,10.08,24.65,24.65,26.62,22.8,1.85,-222.5,0.0,1.0,11169.047248805047
3,24,0.49525059535819227,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,91.54071307412784,0.0780973867728928,False,4.35,19.92,19.92,22.66,27.18,-7.26,-178.25,0.0,1.0,10298.006050577967
3,25,1.3250902125991089,VAL,-0.1960400310359266,True,112.49645873130623,0.0,91.60032963943324,0.0739603504774249,False,4.61,18.51,18.51,19.4,26.37,-7.86,-29.98,0.0,0.0,10304.712703056548
3,26,1.0572081587616609,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,91.99463569417252,0.076668262874409,False,4.6,13.9,13.9,14.7,21.47,-7.57,-228.51,1.0,1.0,10349.07073787103
3,27,0.7401793267991856,TEST1,-0.1960400310359266,True,112.49645873130623,0.0,104.14543301760386,0.0553704068038561,False,10.08,13.84,13.84,18.44,16.24,-2.4,-89.43,1.0,1.0,11715.99240751889
3,28,1.0194366387904377,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,99.0001050698853,0.0587451382359403,False,3.62,13.79,13.79,14.5,22.74,-8.95,-153.01,1.0,1.0,11137.161234389332
3,29,0.5690632878365613,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,142.04535702969935,0.0740554437506449,True,6.46,29.41,29.41,32.66,43.27,-13.86,-87.53,0.0,1.0,15979.599645065233
3,30,0.5804110829664653,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,110.18187173094012,0.0609982493006967,False,3.4,18.06,20.43,18.06,27.3,-6.87,-133.69,0.0,1.0,12395.070386117783
3,31,0.5887902796105688,VAL,-0.1960400310359266,True,112.49645873130623,0.0,101.9390971489765,0.0563546736528817,False,7.8,23.84,23.84,26.28,32.03,-8.19,-215.23,0.0,1.0,11467.787435526452
3,32,0.20674694676264102,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,94.17796166040132,0.0683142715925499,False,3.44,27.09,28.28,27.09,36.02,-7.74,-90.58,0.0,0.0,10594.687177327878
3,33,0.47616630613864663,TEST1,-0.1960400310359266,True,112.49645873130623,0.0,97.34548390649658,0.0665980301045387,False,3.1,18.68,19.93,18.68,27.6,-7.67,-61.53,0.0,0.0,10951.022212966229
3,35,0.7966380666602614,VAL,-0.1960400310359266,True,112.49645873130623,0.0,92.75396247332564,0.0770279433560462,False,4.08,18.61,19.6,18.61,26.26,-6.66,-129.14,0.0,1.0,10434.492311545606
3,36,0.7718229539634089,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,91.6243854464863,0.0868681857800487,False,3.17,15.12,15.12,18.58,21.04,-5.92,-229.26,1.0,0.0,10307.418896161942
3,37,1.1448950451451592,TEST1,-0.1960400310359266,True,112.49645873130623,0.0,91.98731436159116,0.0769948932175125,False,4.54,19.58,19.58,20.94,26.48,-6.9,-79.76,0.0,0.0,10348.247113882433
4,1,0.9022416236323028,TRAIN,-0.1763548422582778,True,117.54504049848532,0.0,97.89876746871695,0.0968516950332794,False,10.21,16.73,16.73,17.79,33.37,-16.64,-226.05,0.0,0.0,11507.514586862131
4,3,2.509494237018178,TEST1,-0.1763548422582778,True,117.54504049848532,0.0,91.73629724451575,0.0761664042158895,False,3.67,13.9,14.52,13.9,27.57,-13.05,-241.04,1.0,1.0,10783.146774787692
4,4,3.1652019166679666,TRAIN,-0.1763548422582778,True,117.54504049848532,0.0,91.66099210939312,0.0680188908686448,False,4.78,12.91,13.47,12.91,27.23,-13.76,-83.53,0.0,1.0,10774.295029629959
4,5,2.6399324657099825,TRAIN,-0.1763548422582778,True,117.54504049848532,0.0,91.69236924902756,0.0784081349069482,False,4.31,13.6,13.77,13.6,26.67,-12.9,-79.31,0.0,1.0,10777.983256779014
4,6,2.1656023725880345,VAL,-0.1763548422582778,True,117.54504049848532,0.0,110.11911745167129,0.0567376377456192,False,4.06,14.27,14.27,21.22,26.23,-11.96,-178.4,0.0,1.0,12943.956120514164
4,7,2.746594283961722,TEST1,-0.1763548422582778,True,117.54504049848532,0.0,91.7070119141903,0.074422530133453,False,4.58,15.38,15.38,17.93,26.53,-11.15,-170.52,0.0,1.0,10779.704429448575
4,8,1.5261450614239027,TRAIN,-0.1763548422582778,True,117.54504049848532,0.0,120.16816937192333,0.061708309200001,False,2.99,14.2,14.2,22.32,27.93,-13.73,-162.94,1.0,0.0,14125.17233545157
4,9,1.9558139377153672,TEST1,-0.1763548422582778,True,117.54504049848532,0.0,113.80436250173454,0.0462707741485981,False,10.05,16.96,16.96,18.06,20.08,-3.12,-231.9,0.0,1.0,13377.138399170692
4,10,2.861562615965892,TRAIN,-0.1763548422582778,True,117.54504049848532,0.0,91.6526248721573,0.0744394162548267,False,4.59,14.33,14.33,17.78,26.56,-12.23,-170.16,0.0,1.0,10773.311502390214
4,11,1.605113878399735,TRAIN,-0.1763548422582778,True,117.54504049848532,0.0,106.54107762869224,0.0762461939202572,False,3.17,15.91,16.87,15.91,28.06,-11.19,-255.92,1.0,0.0,12523.375284616897
4,12,2.0392841861988047,TRAIN,-0.1763548422582778,True,117.54504049848532,0.0,106.00139082698014,0.0753459753513234,False,3.66,15.76,15.76,18.61,27.98,-12.22,-231.64,1.0,0.0,12459.937777653151
4,13,2.789276873880332,TRAIN,-0.1763548422582778,True,117.54504049848532,0.0,91.4988768879486,0.0742738649821205,False,4.6,12.74,12.74,13.37,25.67,-12.93,-151.01,0.0,1.0,10755.23918935984
4,14,1.977088178356645,TEST1,-0.1763548422582778,True,117.54504049848532,0.0,95.90893386356711,0.0528137475814812,False,9.95,14.98,14.98,17.2,28.07,-13.09,-216.39,0.0,1.0,11273.619515159548
4,15,1.9463730168245885,TRAIN,-0.1763548422582778,True,117.54504049848532,0.0,91.64007401630352,0.0800714034022978,False,3.8,14.52,14.52,18.98,26.73,-12.21,-158.52,0.0,1.0,10771.83621153059
4,17,2.1606407336039255,TRAIN,-0.1763548422582778,True,117.54504049848532,0.0,98.82020946931458,0.0728578030059914,False,3.87,18.34,20.01,18.34,32.36,-12.35,-58.44,0.0,1.0,11615.825524139385
4,18,1.943447898074553,TEST1,-0.1763548422582778,True,117.54504049848532,0.0,92.48307316781508,0.0804367920830075,False,3.7,14.91,18.03,14.91,29.56,-11.53,-206.2,0.0,1.0,10870.926580935204
4,20,1.8146600728698188,TEST1,-0.1763548422582778,True,117.54504049848532,0.0,99.8190484143438,0.0668829879692493,False,3.25,18.35,18.65,18.35,31.52,-12.87,-129.09,0.0,1.0,11733.234088384308
4,21,2.574983037305581,TRAIN,-0.1763548422582778,True,117.54504049848532,0.0,99.02625268624732,0.0595301642293294,False,3.72,12.96,12.96,15.21,25.51,-12.55,-102.46,0.0,1.0,11640.044882418182
