acyl_chlorides,amines,y_true,y_pred,y_std_unweighted,y_std_weighted,lower90,upper90,lower95,upper95
1,4,2.628538444878437,2.4989304068749094,0.09711964656807873,0.11378629626119183,1.8864567282976639,3.111404085452155,1.6551212061708562,3.3427396075789626
1,7,1.817767004871492,1.569255143035031,0.11557477686460058,0.09322962993148917,0.9567814644577854,2.1817288216122765,0.7254459423309779,2.413064343739084
1,18,0.8126459728437819,0.8091719782197341,0.0201725664918524,0.0071147274410952414,0.19669829964248853,1.4216456567969797,-0.034637222484319,1.6529811789237872
1,21,1.6464938424872213,1.6789248953630544,0.07126384976742692,0.018046932331887543,1.066451216785809,2.2913985739402998,0.8351156946590014,2.5227340960671074
1,28,1.586274097840673,1.2611519522097405,0.030760092747031294,0.04069847674173441,0.648678273632495,1.873625630786986,0.41734275150568745,2.1049611529137935
1,37,1.3386945307066749,1.270099246569733,0.06703076175568161,0.04268676880584065,0.6576255679924874,1.8825729251469785,0.42629004586567987,2.113908447273786
1,42,0.5970051413473701,0.8128743964306208,0.03085016422937297,0.028045471778184068,0.2004007178533752,1.4253480750078662,-0.030934804273432315,1.6566835971346738
2,6,1.2339887782299857,1.1024263812774087,0.02054889890261174,0.008607200468555518,0.4899527027001631,1.7149000598546542,0.2586171805733556,1.9462355819814618
2,7,1.7055273278311804,1.4429871574717599,0.044044526984541504,0.009011047712005308,0.8305134788945143,2.055460836049005,0.5991779567677068,2.286796358175813
3,21,1.1665875050799814,1.0002685450062854,0.040794871179693784,0.04323831562683649,0.3877948664290398,1.612742223583531,0.1564593443022323,1.8440777457103383
3,22,2.047058858308353,1.9501783021647487,0.122179872997743,0.15731245189760856,1.3377046235875032,2.562651980741994,1.1063691014606958,2.7939875028688017
3,27,0.7401793267991856,0.8422823906799697,0.08236496472415998,0.11073072012857295,0.22980871210272413,1.4547560692572152,-0.0015268100240833915,1.6860915913840229
3,33,0.4761663061386466,0.26254363460463026,0.03043010432450598,0.026232804331859164,-0.3499300439726153,0.8750173131818758,-0.5812655660994228,1.1063528353086833
3,37,1.1448950451451592,1.033252425721798,0.05034629907684555,0.06890310381410292,0.42077874714455255,1.6457261042990436,0.18944322501774502,1.877061626425851
4,3,2.509494237018178,2.2471671700034124,0.05832071293494063,0.04200944764754563,1.6346934914261668,2.859640848580658,1.4033579692993592,3.0909763707074656
4,7,2.746594283961722,2.5068066729426963,0.11751025884044984,0.14033097422216587,1.8943329943654508,3.119280351519942,1.6629974722386431,3.3506158736467495
4,9,1.9558139377153672,1.227372828176701,0.13978561056084476,0.14835235779220604,0.6148991495994554,1.8398465067539465,0.38356362747264783,2.071182028880754
4,14,1.977088178356645,2.414827026070996,0.04477185924381674,0.036473215383760985,1.8023533474937503,3.0273007046482414,1.5710178253669427,3.258636226775049
