acyl_chlorides,amines,HTE_lnk_corrected,test splits,acyl_num_Hs,acyl_Charges_Hs_avg,acyl_num_Hs_x_has_num_Hs,acyl_has_acidic_H_for_pka_aHs,acyl_pka_aHs,acyl_BV_secondary_avg,acyl_fukui_E_Hs_avg,acyl_has_acidic_H_for_pka_lowest,acyl_Charges_main_atom,acyl_has_num_Hs,acyl_has_pKa_features,acyl_BV_secondary_2,acyl_Charges_Hs_avg_x_has_num_Hs
1,21,1.6464938424872213,TRAIN,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,22,2.9311187105752223,TRAIN,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,23,0.8217905003599802,TRAIN,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,24,1.0419966958630476,TRAIN,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,25,1.8131672493419149,TRAIN,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,26,1.470832636830519,TRAIN,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,27,0.20177382062419824,TRAIN,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,28,1.586274097840673,TRAIN,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,31,1.1512486121435614,TRAIN,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,35,1.105856589054512,TRAIN,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,36,0.43560376006282575,TRAIN,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,37,1.3386945307066747,TEST1,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,38,3.533136288278639,TEST1,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,39,2.8750612633917,TEST1,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,40,0.6953487706252319,TEST1,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,42,0.5970051413473701,TEST1,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,43,2.386141216421718,TEST1,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,44,2.302570092830182,TEST1,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,45,-0.021205426764685627,TEST1,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,46,1.5982267615389816,TEST1,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,47,1.587464009066074,TEST1,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
1,48,1.3908291687001455,TEST1,0,0.0,0,0,50.0,80.92844149743784,0.0,0,0.2998544971362415,0,0,112.71296099478378,0.0
2,3,1.312588285611738,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,4,2.463757293148109,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,5,1.2035382082960937,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,6,1.2339887782299857,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,7,1.7055273278311804,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,8,0.8272072256497836,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,9,1.0691919817071538,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,10,1.7192432632314303,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,11,0.8091021735322621,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,12,0.8415342627719524,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,13,1.683942475593247,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,14,1.0452766085283072,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,15,0.893473058466833,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,16,3.2321487063409915,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,17,1.1067616624742025,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,18,1.0344337536187767,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,20,1.0243384337450268,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,21,1.495049651469867,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,22,2.8641719209446093,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,23,1.074694092747203,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,24,1.1463435786811749,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,25,1.806179973983887,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,26,1.4043925984520433,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,27,1.117140666422203,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,28,1.3874981217853861,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,29,0.8725002131148136,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,30,0.723804937475213,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,31,0.8025062858779184,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,32,0.6412031254753843,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,33,0.7423034134307751,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,35,1.0561405737264316,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,36,0.7720449158045906,TRAIN,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
2,37,1.4613842639416232,TEST1,0,0.0,0,0,50.0,80.88608235893136,0.0,0,0.2987426555431631,0,0,112.66694118998662,0.0
3,3,0.9030638025340028,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,4,1.9513936912028553,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,5,0.9088330797392212,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,6,0.9438394076863004,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,7,1.4285596292072016,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,8,0.3342131935688118,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,9,0.4804490941915259,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,10,1.4475084101275153,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,11,0.4210506137020427,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,12,0.3549308499772641,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,13,1.3515614858133842,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,14,0.5349918548109228,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,15,-0.3497423283800842,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,16,2.9618300728133753,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,17,0.6670806799690656,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,18,0.11617434230116461,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,20,0.07794782947342785,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,21,1.1665875050799814,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,22,2.047058858308353,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,23,0.4752755614101999,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,24,0.49525059535819227,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,25,1.3250902125991089,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,26,1.0572081587616609,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,27,0.7401793267991856,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,28,1.0194366387904377,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,29,0.5690632878365613,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,30,0.5804110829664653,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,31,0.5887902796105688,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,32,0.20674694676264102,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,33,0.47616630613864663,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,35,0.7966380666602614,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,36,0.7718229539634089,TRAIN,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
3,37,1.1448950451451592,TEST1,0,0.0,0,0,50.0,80.78306075046501,0.0,0,0.2982639344027135,0,0,112.49645873130623,0.0
4,1,0.9022416236323028,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,3,2.509494237018178,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,4,3.1652019166679666,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,5,2.6399324657099825,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,6,2.1656023725880345,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,7,2.746594283961722,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,8,1.5261450614239027,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,9,1.9558139377153672,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,10,2.861562615965892,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,11,1.605113878399735,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,12,2.0392841861988047,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,13,2.789276873880332,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,14,1.977088178356645,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,15,1.9463730168245885,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,17,2.1606407336039255,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,18,1.943447898074553,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,20,1.8146600728698188,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,21,2.574983037305581,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,22,3.010299956639812,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,23,1.9507925249708788,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,24,2.1711444124710546,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,25,3.010299956639812,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,26,2.6938827177131124,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,27,2.0262176690550353,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,28,2.5265080260426713,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,29,1.8627753291183355,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,30,1.9946413831451872,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,31,2.2769825640923824,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,32,1.9612065655905784,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,33,1.8651442560450189,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,35,2.415679611373922,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,36,1.8614002365692919,TRAIN,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
4,37,2.6899776075782946,TEST1,0,0.0,0,0,50.0,83.48933904393422,0.0,0,0.306844782573698,0,0,117.54504049848532,0.0
5,1,1.4260776218160427,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,3,2.2363046660079378,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,5,1.8153604221386266,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,6,1.5976698730577925,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,7,2.2852797946208634,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,8,1.4404228695626946,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,9,1.9149387071586668,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,10,2.4520653658648475,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,11,1.5325530118615285,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,12,1.7962716853413858,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,13,2.6616464844388865,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,14,2.01005807718128,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,15,1.8093219936130798,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,17,1.9717961875899186,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,18,1.8498403404978054,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,20,1.8198094960806444,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,21,2.5587771199465505,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,23,2.05020011920372,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,24,1.9170465141590325,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,25,2.989110657552909,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,26,2.598940426796733,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,27,2.3232680404466337,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,28,2.7436807317805516,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,29,2.2848414351859865,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,30,2.354438367799905,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,31,2.5383644107322194,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,32,2.3061953142468594,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,33,2.2670475092258333,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,35,2.3116211970917626,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,36,2.2563863668783495,TRAIN,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
5,37,2.1018519162644163,TEST1,0,0.0,0,0,50.0,80.92948740209233,0.0,0,0.2992682891285901,0,0,112.68053795049488,0.0
6,1,0.5985594029175545,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,3,1.131993294689315,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,4,2.3264736253509346,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,5,1.125952259737334,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,6,1.0633381447980197,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,7,1.7080406315219505,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,8,0.8346334028526263,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,9,0.9424102911050449,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,10,1.707863717507739,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,11,0.5902151406641086,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,12,0.8482845735443323,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,13,1.4637690950081559,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,14,0.7881471397757259,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,15,0.7098995095956493,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,17,0.904741971807668,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,18,0.8503201862681276,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,20,0.9167167757232699,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
6,21,1.388192582868046,TRAIN,0,0.0,0,0,50.0,80.87457740773209,0.0,0,0.2983174191458545,0,0,112.63765585966117,0.0
