acyl_chlorides,amines,HTE_lnk_corrected,test splits,acyl_BV_Hs_avg_x_has_num_Hs,acyl_global_E,acyl_B1_main_atom_1,acyl_has_pKa_features,acyl_pka_aHs_x_has_pKa_features,acyl_has_acidic_H_for_pka_lowest,acyl_has_acidic_H_for_pka_aHs,acyl_pka_lowest_x_has_pKa_features,acyl_class_aromatic,acyl_LUMO,acyl_pka_lowest,acyl_FCS_1,amine_Charges_secondary_avg,amine_fukui_E_secondary_avg,amine_class_1_aromatic,amine_global_N,amine_hardness,amine_pka_basic,amine_SV,amine_class_2_aliphatic,amine_EA,amine_FREQS_1,amine_DISP_mol,amine_fukui_E_secondary_1,amine_B1_main_atom_1,amine_BV_secondary_avg,amine_class_1_aliphatic,amine_L_avg,amine_global_E,amine_BV_secondary_1,rxn_lowest_barrier_dGTS_path_B,rxn_barriers_dGTS_from_RXTS_B,rxn_barriers_dGTS_from_INT1_B,rxn_barriers_dGTS_from_PRDS_B,rxn_rxn_dG_B,rxn_imag_freq,rxn_used_constrained,rxn_ts_status_valid,int_pka_basic_minus_pka_lowest
4,27,2.0262176690550353,TRAIN,0.0,1.808210947040602,1.75,0,0.0,0,0,0.0,True,-0.3261611069844274,50.0,1.7375475080244442,0.0546163240476088,0.0227201839083791,False,-7.809543379292487,10.811164047455875,10.08,528.6052807011229,True,-3.001620668163388,1054.9814026084673,15.93800916017642,0.0235589357852009,2.628336110929661,104.14543301760386,False,5.66774609639134,1.1575211859596717e-05,112.5152850150869,18.98,18.98,21.02,21.17,-2.19,-73.44,0.0,0.0,-39.92
4,28,2.5265080260426713,TRAIN,0.0,1.808210947040602,1.75,0,0.0,0,0,0.0,True,-0.3261611069844274,50.0,1.7375475080244442,0.0587451382359403,0.0597733917815496,True,-7.462680365579761,4.882599822694524,3.62,416.5069978504839,False,2.580080542885237,1183.4825258147307,16.378941495659976,0.0597733917815496,1.746584331902124,99.0001050698853,False,6.784257310869581,0.3469965415366168,99.0001050698853,17.15,17.71,17.15,32.36,-14.65,-71.91,0.0,1.0,-46.38
4,29,1.8627753291183355,TRAIN,0.0,1.808210947040602,1.75,0,0.0,0,0,0.0,True,-0.3261611069844274,50.0,1.7375475080244442,0.0740554437506449,0.0011727111999227,False,-7.537448585013562,3.2701214982378835,6.46,768.172509663049,False,4.267327086775679,1033.504557048553,19.90014102024299,0.0011727111999227,4.206333438402448,142.04535702969935,False,6.327154655106604,0.7458081865334232,142.04535702969935,28.53,28.53,31.3,39.82,-11.29,-49.51,1.0,1.0,-43.54
4,30,1.9946413831451872,TRAIN,0.0,1.808210947040602,1.75,0,0.0,0,0,0.0,True,-0.3261611069844274,50.0,1.7375475080244442,0.0609982493006967,0.0423305773725562,True,-7.533751507177559,4.914453206445803,3.4,433.3182988605852,False,2.6192983007317565,1165.8878800419905,16.514517103634063,0.0423305773725562,1.9416234513495207,110.18187173094012,False,6.780775131461277,0.3607001779004263,110.18187173094012,18.75,19.81,18.75,31.04,-11.23,-161.73,0.0,1.0,-46.6
4,31,2.2769825640923824,TRAIN,0.0,1.808210947040602,1.75,0,0.0,0,0,0.0,True,-0.3261611069844274,50.0,1.7375475080244442,0.0511117725755087,-0.0020759352825286,False,-7.619867737263528,6.444512629460223,7.8,680.8043139779656,True,1.1753551078033049,1048.92371137172,17.15165283080487,0.0012600573184493,2.5903699121219423,101.9390971489765,False,6.619484693436831,0.1726710911170491,104.669954201826,27.07,27.07,28.76,35.8,-8.73,-151.0,0.0,1.0,-42.2
4,32,1.9612065655905784,TRAIN,0.0,1.808210947040602,1.75,0,0.0,0,0,0.0,True,-0.3261611069844274,50.0,1.7375475080244442,0.0444239231685194,0.0079330241209476,False,-7.771093208963515,4.247293980364701,3.44,501.8579575256506,False,3.523799228598814,1193.0956705391009,17.026076020378795,0.0260642231298825,1.8312633622194587,94.17796166040132,False,6.681918216349359,0.5716879625943403,106.8726294041627,19.8,19.8,25.24,29.67,-9.87,-107.94,0.0,0.0,-46.56
4,33,1.8651442560450189,TRAIN,0.0,1.808210947040602,1.75,0,0.0,0,0,0.0,True,-0.3261611069844274,50.0,1.7375475080244442,0.0665980301045387,0.0588446381573153,True,-8.335925056660498,5.306798875915856,3.1,360.5364500336968,False,3.029126180744642,1195.9029256203653,16.02163970823578,0.0588446381573153,1.7,97.34548390649658,False,6.796876241255987,0.5232304603305739,97.34548390649658,22.36,23.28,22.36,35.82,-12.54,-93.18,0.0,1.0,-46.9
4,35,2.415679611373922,TRAIN,0.0,1.808210947040602,1.75,0,0.0,0,0,0.0,True,-0.3261611069844274,50.0,1.7375475080244442,0.0770279433560462,0.0612931197588754,True,-7.648129116243533,5.06913446590916,4.08,419.79663851306,False,2.578994650334373,1179.3886594625055,16.284646934441362,0.0612931197588754,1.7325968359615267,92.75396247332564,False,6.783407589694612,0.365054214478755,92.75396247332564,19.85,19.85,20.52,31.43,-11.58,-163.38,0.0,1.0,-45.92
4,36,1.8614002365692919,TRAIN,0.0,1.808210947040602,1.75,0,0.0,0,0,0.0,True,-0.3261611069844274,50.0,1.7375475080244442,0.0868681857800487,0.042838365362105,True,-7.683752876211674,2.676342122809947,3.17,602.9363352037994,False,5.007410753401727,1217.0129485634045,18.499539982051537,0.042838365362105,1.9153147835267816,91.6243854464863,False,10.873106381758086,1.0227298787165902,91.6243854464863,13.17,13.17,18.15,25.07,-11.9,-56.29,0.0,1.0,-46.83
4,37,2.6899776075782946,TEST1,0.0,1.808210947040602,1.75,0,0.0,0,0,0.0,True,-0.3261611069844274,50.0,1.7375475080244442,0.0769948932175125,0.0214271385477857,True,-7.60205377707179,3.4603267092720067,4.54,596.3607383353182,False,4.141727067799783,1175.4068174717693,18.197333513975146,0.0214271385477857,1.7,91.98731436159116,False,10.973930768967078,0.7160111540454805,91.98731436159116,24.93,24.93,28.95,36.41,-11.48,-50.27,0.0,0.0,-45.46
5,1,1.4260776218160427,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0968516950332794,0.0442512883650628,False,-8.795469718216948,12.882455725332624,10.21,329.91185206855926,False,-4.086986007115675,1037.9631617561265,13.730042687853082,0.0442512883650628,2.8562265676093315,97.89876746871695,True,4.640591367591052,0.0001333359910576,97.89876746871695,15.6,16.6,15.6,28.04,-11.44,-94.71,0.0,1.0,-39.79
5,3,2.2363046660079378,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0761664042158895,0.041708732791108,True,-8.287711601758286,5.149997730280013,3.67,363.7310769962555,False,3.137713871478273,1170.4980551306112,15.944916996027166,0.041708732791108,1.7,91.73629724451575,False,7.40508816287323,0.5413271481988106,91.73629724451575,20.66,20.66,22.05,28.75,-8.09,-7.97,0.0,0.0,-46.33
5,5,1.8153604221386266,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0784081349069482,0.0539791292876311,True,-8.016605409056405,5.378753537573834,4.31,345.2442306052937,False,2.6378518714825705,1176.983375617841,15.95870435015532,0.0539791292876311,1.7,91.69236924902756,False,6.793231017357804,0.4124570809441211,91.69236924902756,15.59,16.7,15.59,24.52,-7.82,-67.51,0.0,1.0,-45.69
5,6,1.5976698730577925,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0567376377456192,0.0412110663175252,True,-7.236137001186222,4.613941833527308,4.06,482.83209940777135,False,2.6221951676589144,1157.6689048202588,16.70122528159207,0.0412110663175252,2.02818318128298,110.11911745167129,False,7.827748035144151,0.3319718320280629,110.11911745167129,10.24,13.27,10.24,21.27,-8.0,-130.71,0.0,1.0,-45.94
5,7,2.2852797946208634,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.074422530133453,0.0551444863426681,True,-7.281712458503272,4.569293199181267,4.58,696.3420112568325,False,2.712419259322004,1168.0230470319484,17.00624435521646,0.0551444863426681,1.832025883223352,91.7070119141903,False,11.540928060853242,0.3518645094661429,91.7070119141903,14.47,14.47,17.91,21.76,-7.29,-9.71,0.0,0.0,-45.42
5,8,1.4404228695626946,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.061708309200001,0.0389677897337741,True,-7.396388567751172,4.68966661421177,2.99,607.6239078291326,False,2.7067219535394016,1154.4146371175902,17.62604125695821,0.0389677897337741,2.499034211771547,120.16816937192333,False,6.781693208747949,0.3622873490547857,120.16816937192333,15.5,15.5,24.93,24.62,-9.12,-163.3,1.0,0.0,-47.01
5,9,1.9149387071586668,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0488693413650097,0.0186652315770857,False,-7.440181700293301,10.312988811391754,10.05,621.3422035272821,True,-2.872807111098454,1042.721022047211,16.88489624793472,0.0243740376973692,2.0683516680792806,113.80436250173454,False,5.842966722214873,0.000640149225257,110.1609536378505,19.14,19.59,19.14,32.52,-12.93,-169.48,0.0,1.0,-39.95
5,10,2.4520653658648475,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0744394162548267,0.0552747784327695,True,-7.313692529571538,4.603419459176648,4.59,645.3500831736563,False,2.71027307039489,1167.5814879293316,16.840881326498767,0.0552747784327695,1.7,91.6526248721573,False,13.126168945771909,0.3546689808599605,91.6526248721573,12.21,12.21,15.71,21.38,-9.17,-132.33,1.0,0.0,-45.41
5,11,1.5325530118615285,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0762461939202572,0.0293733056348732,True,-7.536106039110615,3.816064499361568,3.17,444.6743448281079,False,3.720041539749048,1184.5833814721243,17.513565270468206,0.0293733056348732,1.7202244085666147,106.54107762869224,False,6.790932669876167,0.5929589878052297,106.54107762869224,15.86,15.86,17.14,23.39,-7.53,-245.26,1.0,0.0,-46.83
5,12,1.7962716853413858,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0753459753513234,0.0231995278441876,True,-7.450998110062855,3.4958958766574173,3.66,542.4857584500514,False,3.9551022334054378,1173.118252823796,18.41330491293936,0.0231995278441876,1.986623007714176,106.00139082698014,False,6.794437568097307,0.6448611495618549,106.00139082698014,15.59,15.59,16.09,24.14,-8.55,-207.81,1.0,0.0,-46.34
5,13,2.6616464844388865,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0742738649821205,0.0555688481650071,True,-7.489883965076906,4.814366743858834,4.6,523.332203790997,False,2.675517221218072,1169.040786253695,16.964625149155147,0.0555688481650071,2.6663442940340083,91.4988768879486,False,8.992608333666023,0.3661355429226382,91.4988768879486,15.3,15.42,15.3,23.87,-8.45,-54.05,0.0,1.0,-45.4
5,14,2.01005807718128,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0574787363648421,0.0276290747940453,False,-8.01726021358981,11.451250244672776,9.95,427.7748275506526,True,-3.4339900310829674,1041.3340773977866,14.740776234324638,0.0285251655924916,2.5534371731648697,95.90893386356711,False,4.648083425140657,0.0005294371440248,96.01927680461486,7.96,7.96,12.14,14.85,-6.89,-99.94,0.0,1.0,-40.05
5,15,1.8093219936130798,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0800714034022978,0.055818800176842,True,-7.999487272193699,4.498249447576798,3.8,402.5949189743498,False,3.5012378246169003,1188.7197290772424,17.659363475076503,0.055818800176842,1.7,91.64007401630352,False,8.327908280478042,0.5924147033232985,91.64007401630352,13.84,13.84,16.76,20.9,-7.06,-210.86,1.0,0.0,-46.2
5,17,1.9717961875899186,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0728578030059914,0.0504149391498951,True,-7.4983304232876495,3.0384263647872123,3.87,450.4522279437826,False,4.459904058500437,1210.2291070928495,17.85188549713456,0.0504149391498951,1.7,98.82020946931458,False,6.801436575827285,0.8019587758129286,98.82020946931458,15.7,15.7,17.13,25.48,-9.78,-35.53,0.0,1.0,-46.13
5,18,1.8498403404978054,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0804367920830075,0.0302825035904098,True,-8.034004244926148,3.459702239048542,3.7,450.18133903597777,False,4.574302005877606,1180.3218007223873,16.76899159125818,0.0302825035904098,1.7274101462806264,92.48307316781508,False,7.419874161431728,0.906807705674646,92.48307316781508,18.01,18.32,18.01,26.61,-8.29,-165.41,0.0,1.0,-46.3
5,20,1.8198094960806444,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0668829879692493,0.0398361417163015,True,-8.168351279361703,4.528435129344448,3.25,513.5331122402013,False,3.639916150017255,1196.295268514487,16.548348066098598,0.0398361417163015,2.2114967045119136,99.8190484143438,False,7.479271808998096,0.6463478477553453,99.8190484143438,13.65,13.65,15.57,22.8,-9.15,-14.71,0.0,1.0,-46.75
5,21,2.5587771199465505,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0595301642293294,0.0589843023264149,True,-7.330721582042514,4.693532583207829,3.72,550.3366560397674,False,2.6371889988346853,1183.3159113203812,16.589797891369397,0.0589843023264149,1.7548147899526425,99.02625268624732,False,6.784405570812385,0.3437533203235859,99.02625268624732,9.68,9.68,13.65,17.97,-8.29,-103.79,0.0,1.0,-46.28
5,23,2.05020011920372,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0554879185691944,0.0193326861389979,False,-7.908779888210208,11.4212253501993,10.08,431.7929807218243,True,-3.512445461989093,1046.8634396932366,15.32272110046414,0.0137376650145246,2.643228831415251,99.2835452312496,False,4.624124255562581,0.0015537309212924,102.00917276082671,23.43,23.76,23.43,26.87,-3.11,-209.41,0.0,1.0,-39.92
5,24,1.9170465141590325,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0780973867728928,0.0689646786890222,True,-7.445446101196742,3.782073747440636,4.35,427.566572432235,False,3.663372353756106,1186.8562695875123,16.729509445344902,0.0689646786890222,1.7,91.54071307412784,False,9.120151725215363,0.5682452443590429,91.54071307412784,16.73,16.73,16.86,24.65,-7.92,-67.5,0.0,1.0,-45.65
5,25,2.989110657552909,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0739603504774249,0.0524581195352455,True,-7.625457468805601,4.980887044037317,4.61,395.71201942807886,False,2.644570424768284,1168.0598858780822,16.099309648750634,0.0524581195352455,1.7,91.60032963943324,False,7.841023923126523,0.3742293777575124,91.60032963943324,14.11,14.11,15.18,22.9,-8.79,-122.41,1.0,1.0,-45.39
5,26,2.598940426796733,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.076668262874409,0.0516068816462783,True,-7.786138016049724,5.160753669814753,4.6,395.06703236077885,False,2.625384346234972,1175.1543332323613,16.12175772442381,0.0516068816462783,1.713426807234517,91.99463569417252,False,6.784829188084283,0.3869266720650729,91.99463569417252,15.3,15.65,15.3,23.82,-8.17,-82.27,0.0,1.0,-45.4
5,27,2.3232680404466337,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0546163240476088,0.0227201839083791,False,-7.809543379292487,10.811164047455875,10.08,528.6052807011229,True,-3.001620668163388,1054.9814026084673,15.93800916017642,0.0235589357852009,2.628336110929661,104.14543301760386,False,5.66774609639134,1.1575211859596717e-05,112.5152850150869,18.25,18.25,19.97,23.63,-5.38,-8.32,0.0,0.0,-39.92
5,28,2.7436807317805516,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0587451382359403,0.0597733917815496,True,-7.462680365579761,4.882599822694524,3.62,416.5069978504839,False,2.580080542885237,1183.4825258147307,16.378941495659976,0.0597733917815496,1.746584331902124,99.0001050698853,False,6.784257310869581,0.3469965415366168,99.0001050698853,13.76,15.72,13.76,25.55,-9.83,-74.59,0.0,0.0,-46.38
5,29,2.2848414351859865,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0740554437506449,0.0011727111999227,False,-7.537448585013562,3.2701214982378835,6.46,768.172509663049,False,4.267327086775679,1033.504557048553,19.90014102024299,0.0011727111999227,4.206333438402448,142.04535702969935,False,6.327154655106604,0.7458081865334232,142.04535702969935,20.68,20.68,28.12,35.71,-15.03,-204.9,1.0,0.0,-43.54
5,30,2.354438367799905,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0609982493006967,0.0423305773725562,True,-7.533751507177559,4.914453206445803,3.4,433.3182988605852,False,2.6192983007317565,1165.8878800419905,16.514517103634063,0.0423305773725562,1.9416234513495207,110.18187173094012,False,6.780775131461277,0.3607001779004263,110.18187173094012,19.01,19.01,22.1,27.08,-8.07,-288.62,1.0,0.0,-46.6
5,31,2.5383644107322194,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0511117725755087,-0.0020759352825286,False,-7.619867737263528,6.444512629460223,7.8,680.8043139779656,True,1.1753551078033049,1048.92371137172,17.15165283080487,0.0012600573184493,2.5903699121219423,101.9390971489765,False,6.619484693436831,0.1726710911170491,104.669954201826,28.0,28.99,28.0,33.62,-4.63,-145.11,0.0,1.0,-42.2
5,32,2.3061953142468594,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0444239231685194,0.0079330241209476,False,-7.771093208963515,4.247293980364701,3.44,501.8579575256506,False,3.523799228598814,1193.0956705391009,17.026076020378795,0.0260642231298825,1.8312633622194587,94.17796166040132,False,6.681918216349359,0.5716879625943403,106.8726294041627,34.96,35.24,34.96,43.12,-7.88,-76.86,0.0,0.0,-46.56
5,33,2.2670475092258333,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0665980301045387,0.0588446381573153,True,-8.335925056660498,5.306798875915856,3.1,360.5364500336968,False,3.029126180744642,1195.9029256203653,16.02163970823578,0.0588446381573153,1.7,97.34548390649658,False,6.796876241255987,0.5232304603305739,97.34548390649658,18.0,18.49,18.0,26.67,-8.18,-277.51,1.0,0.0,-46.9
5,35,2.3116211970917626,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0770279433560462,0.0612931197588754,True,-7.648129116243533,5.06913446590916,4.08,419.79663851306,False,2.578994650334373,1179.3886594625055,16.284646934441362,0.0612931197588754,1.7325968359615267,92.75396247332564,False,6.783407589694612,0.365054214478755,92.75396247332564,17.11,17.86,17.11,26.04,-8.18,-36.92,0.0,0.0,-45.92
5,36,2.2563863668783495,TRAIN,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0868681857800487,0.042838365362105,True,-7.683752876211674,2.676342122809947,3.17,602.9363352037994,False,5.007410753401727,1217.0129485634045,18.499539982051537,0.042838365362105,1.9153147835267816,91.6243854464863,False,10.873106381758086,1.0227298787165902,91.6243854464863,14.83,14.83,16.46,21.81,-6.98,-216.94,1.0,0.0,-46.83
5,37,2.1018519162644163,TEST1,0.0,1.955565044753888,1.75,0,0.0,0,0,0.0,True,-0.3327421378761026,50.0,1.827312317394528,0.0769948932175125,0.0214271385477857,True,-7.60205377707179,3.4603267092720067,4.54,596.3607383353182,False,4.141727067799783,1175.4068174717693,18.197333513975146,0.0214271385477857,1.7,91.98731436159116,False,10.973930768967078,0.7160111540454805,91.98731436159116,16.92,16.98,16.92,24.77,-7.79,-47.13,1.0,0.0,-45.46
6,1,0.5985594029175545,TRAIN,0.0,1.5462634327738898,1.75,0,0.0,0,0,0.0,True,-0.3046506252153744,50.0,1.738252580777514,0.0968516950332794,0.0442512883650628,False,-8.795469718216948,12.882455725332624,10.21,329.91185206855926,False,-4.086986007115675,1037.9631617561265,13.730042687853082,0.0442512883650628,2.8562265676093315,97.89876746871695,True,4.640591367591052,0.0001333359910576,97.89876746871695,16.0,16.0,16.62,26.5,-10.5,-113.73,0.0,1.0,-39.79
6,3,1.131993294689315,TRAIN,0.0,1.5462634327738898,1.75,0,0.0,0,0,0.0,True,-0.3046506252153744,50.0,1.738252580777514,0.0761664042158895,0.041708732791108,True,-8.287711601758286,5.149997730280013,3.67,363.7310769962555,False,3.137713871478273,1170.4980551306112,15.944916996027166,0.041708732791108,1.7,91.73629724451575,False,7.40508816287323,0.5413271481988106,91.73629724451575,15.83,15.83,16.95,23.31,-7.48,-201.68,1.0,0.0,-46.33
6,4,2.3264736253509346,TRAIN,0.0,1.5462634327738898,1.75,0,0.0,0,0,0.0,True,-0.3046506252153744,50.0,1.738252580777514,0.0680188908686448,0.0366734841503434,True,-7.394513040595944,4.657954935147616,4.78,420.425615781276,False,2.7365581054483283,1156.9473449530064,16.18987479126678,0.0366734841503434,1.7123817313928569,91.66099210939312,False,8.886276673540625,0.3673730727017051,91.66099210939312,10.72,10.72,11.05,19.16,-8.44,-50.6,0.0,0.0,-45.22
6,5,1.125952259737334,TRAIN,0.0,1.5462634327738898,1.75,0,0.0,0,0,0.0,True,-0.3046506252153744,50.0,1.738252580777514,0.0784081349069482,0.0539791292876311,True,-8.016605409056405,5.378753537573834,4.31,345.2442306052937,False,2.6378518714825705,1176.983375617841,15.95870435015532,0.0539791292876311,1.7,91.69236924902756,False,6.793231017357804,0.4124570809441211,91.69236924902756,18.32,18.6,18.32,25.85,-7.25,-7.23,0.0,1.0,-45.69
6,6,1.0633381447980197,TRAIN,0.0,1.5462634327738898,1.75,0,0.0,0,0,0.0,True,-0.3046506252153744,50.0,1.738252580777514,0.0567376377456192,0.0412110663175252,True,-7.236137001186222,4.613941833527308,4.06,482.83209940777135,False,2.6221951676589144,1157.6689048202588,16.70122528159207,0.0412110663175252,2.02818318128298,110.11911745167129,False,7.827748035144151,0.3319718320280629,110.11911745167129,14.44,14.44,24.19,21.98,-7.54,-284.83,1.0,0.0,-45.94
6,7,1.7080406315219505,TRAIN,0.0,1.5462634327738898,1.75,0,0.0,0,0,0.0,True,-0.3046506252153744,50.0,1.738252580777514,0.074422530133453,0.0551444863426681,True,-7.281712458503272,4.569293199181267,4.58,696.3420112568325,False,2.712419259322004,1168.0230470319484,17.00624435521646,0.0551444863426681,1.832025883223352,91.7070119141903,False,11.540928060853242,0.3518645094661429,91.7070119141903,12.51,12.51,16.85,26.19,-13.68,-145.08,1.0,1.0,-45.42
6,8,0.8346334028526263,TRAIN,0.0,1.5462634327738898,1.75,0,0.0,0,0,0.0,True,-0.3046506252153744,50.0,1.738252580777514,0.061708309200001,0.0389677897337741,True,-7.396388567751172,4.68966661421177,2.99,607.6239078291326,False,2.7067219535394016,1154.4146371175902,17.62604125695821,0.0389677897337741,2.499034211771547,120.16816937192333,False,6.781693208747949,0.3622873490547857,120.16816937192333,17.08,17.08,25.23,29.29,-12.21,-24.43,0.0,0.0,-47.01
6,9,0.9424102911050449,TRAIN,0.0,1.5462634327738898,1.75,0,0.0,0,0,0.0,True,-0.3046506252153744,50.0,1.738252580777514,0.0488693413650097,0.0186652315770857,False,-7.440181700293301,10.312988811391754,10.05,621.3422035272821,True,-2.872807111098454,1042.721022047211,16.88489624793472,0.0243740376973692,2.0683516680792806,113.80436250173454,False,5.842966722214873,0.000640149225257,110.1609536378505,21.14,21.14,21.61,22.85,-1.71,-178.73,0.0,1.0,-39.95
6,10,1.707863717507739,TRAIN,0.0,1.5462634327738898,1.75,0,0.0,0,0,0.0,True,-0.3046506252153744,50.0,1.738252580777514,0.0744394162548267,0.0552747784327695,True,-7.313692529571538,4.603419459176648,4.59,645.3500831736563,False,2.71027307039489,1167.5814879293316,16.840881326498767,0.0552747784327695,1.7,91.6526248721573,False,13.126168945771909,0.3546689808599605,91.6526248721573,13.98,13.98,14.74,29.67,-15.69,-42.95,0.0,1.0,-45.41
6,11,0.5902151406641086,TRAIN,0.0,1.5462634327738898,1.75,0,0.0,0,0,0.0,True,-0.3046506252153744,50.0,1.738252580777514,0.0762461939202572,0.0293733056348732,True,-7.536106039110615,3.816064499361568,3.17,444.6743448281079,False,3.720041539749048,1184.5833814721243,17.513565270468206,0.0293733056348732,1.7202244085666147,106.54107762869224,False,6.790932669876167,0.5929589878052297,106.54107762869224,15.57,16.46,15.57,23.78,-7.32,-223.3,1.0,0.0,-46.83
6,12,0.8482845735443323,TRAIN,0.0,1.5462634327738898,1.75,0,0.0,0,0,0.0,True,-0.3046506252153744,50.0,1.738252580777514,0.0753459753513234,0.0231995278441876,True,-7.450998110062855,3.4958958766574173,3.66,542.4857584500514,False,3.9551022334054378,1173.118252823796,18.41330491293936,0.0231995278441876,1.986623007714176,106.00139082698014,False,6.794437568097307,0.6448611495618549,106.00139082698014,16.69,16.69,18.61,24.6,-7.91,-52.64,0.0,1.0,-46.34
6,13,1.4637690950081559,TRAIN,0.0,1.5462634327738898,1.75,0,0.0,0,0,0.0,True,-0.3046506252153744,50.0,1.738252580777514,0.0742738649821205,0.0555688481650071,True,-7.489883965076906,4.814366743858834,4.6,523.332203790997,False,2.675517221218072,1169.040786253695,16.964625149155147,0.0555688481650071,2.6663442940340083,91.4988768879486,False,8.992608333666023,0.3661355429226382,91.4988768879486,15.1,15.1,17.64,22.57,-7.47,-125.36,1.0,1.0,-45.4
6,14,0.7881471397757259,TRAIN,0.0,1.5462634327738898,1.75,0,0.0,0,0,0.0,True,-0.3046506252153744,50.0,1.738252580777514,0.0574787363648421,0.0276290747940453,False,-8.01726021358981,11.451250244672776,9.95,427.7748275506526,True,-3.4339900310829674,1041.3340773977866,14.740776234324638,0.0285251655924916,2.5534371731648697,95.90893386356711,False,4.648083425140657,0.0005294371440248,96.01927680461486,15.8,15.8,18.06,20.74,-4.94,-161.03,0.0,1.0,-40.05
6,15,0.7098995095956493,TRAIN,0.0,1.5462634327738898,1.75,0,0.0,0,0,0.0,True,-0.3046506252153744,50.0,1.738252580777514,0.0800714034022978,0.055818800176842,True,-7.999487272193699,4.498249447576798,3.8,402.5949189743498,False,3.5012378246169003,1188.7197290772424,17.659363475076503,0.055818800176842,1.7,91.64007401630352,False,8.327908280478042,0.5924147033232985,91.64007401630352,16.18,16.18,20.53,22.75,-6.57,-28.7,0.0,1.0,-46.2
6,17,0.904741971807668,TRAIN,0.0,1.5462634327738898,1.75,0,0.0,0,0,0.0,True,-0.3046506252153744,50.0,1.738252580777514,0.0728578030059914,0.0504149391498951,True,-7.4983304232876495,3.0384263647872123,3.87,450.4522279437826,False,4.459904058500437,1210.2291070928495,17.85188549713456,0.0504149391498951,1.7,98.82020946931458,False,6.801436575827285,0.8019587758129286,98.82020946931458,15.6,15.6,17.95,24.39,-8.79,-164.87,1.0,1.0,-46.13
