acyl_chlorides,amines,HTE_lnk_corrected,test splits,acyl_Charges_secondary_1,acyl_class_aromatic,acyl_BV_secondary_2,acyl_pka_aHs_x_has_acidic_H,amine_BV_secondary_avg,amine_Charges_secondary_1,amine_class_1_mixture,amine_pka_basic,int_BV_secondary_prod
1,1,2.717622709509551,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,97.89876746871695,0.0968516950332794,False,10.21,11034.459959138901
1,3,1.2921142450701282,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,91.73629724451575,0.0761664042158895,False,3.67,10339.869693126995
1,4,2.628538444878437,TEST1,-0.1767996453989701,True,112.71296099478378,0.0,91.66099210939312,0.0680188908686448,False,4.78,10331.38182836921
1,5,1.2522770746338756,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,91.69236924902756,0.0784081349069482,False,4.31,10334.918438684956
1,6,1.1354476691294466,VAL,-0.1767996453989701,True,112.71296099478378,0.0,110.11911745167129,0.0567376377456192,False,4.06,12411.85179011024
1,7,1.817767004871492,TEST1,-0.1767996453989701,True,112.71296099478378,0.0,91.7070119141903,0.074422530133453,False,4.58,10336.568856832304
1,8,0.7229792382615611,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,120.16816937192333,0.061708309200001,False,2.99,13544.510187232165
1,9,1.1491433527697965,VAL,-0.1767996453989701,True,112.71296099478378,0.0,113.80436250173454,0.0462707741485981,False,10.05,12827.22667169424
1,10,1.8264746417233315,VAL,-0.1767996453989701,True,112.71296099478378,0.0,91.6526248721573,0.0744394162548267,False,4.59,10330.438732285016
1,11,0.7238039389075566,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,106.54107762869224,0.0762461939202572,False,3.17,12008.560327105019
1,12,1.2657553869643257,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,106.00139082698014,0.0753459753513234,False,3.66,11947.730629674244
1,13,1.7998545537141892,VAL,-0.1767996453989701,True,112.71296099478378,0.0,91.4988768879486,0.0742738649821205,False,4.6,10313.109341737874
1,14,0.9030896009039776,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,95.90893386356711,0.0528137475814812,False,9.95,10810.179921615538
1,15,0.6385054329746982,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,91.64007401630352,0.0800714034022978,False,3.8,10329.024088158718
1,16,3.1335389083702174,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,85.26580809956995,0.0502728157457898,False,10.17,9610.561702515548
1,17,1.0986434486298131,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,98.82020946931458,0.0728578030059914,False,3.87,11138.318415411217
1,18,0.8126459728437819,TEST1,-0.1767996453989701,True,112.71296099478378,0.0,92.48307316781508,0.0804367920830075,False,3.7,10424.041018641676
1,19,3.0280287237359604,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,71.69780996931706,0.0032953328659052,False,7.8,8081.272458483054
1,20,0.4097468565668261,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,99.8190484143438,0.0668829879692493,False,3.25,11250.900510462367
1,21,1.6464938424872213,TEST1,-0.1767996453989701,True,112.71296099478378,0.0,99.02625268624732,0.0595301642293294,False,3.72,11161.542156484596
1,22,2.9311187105752223,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,95.46180962377656,0.0599938788635337,False,9.99,10759.783224616203
1,23,0.8217905003599802,VAL,-0.1767996453989701,True,112.71296099478378,0.0,99.2835452312496,0.0598696833313962,False,10.08,11190.542361073689
1,24,1.0419966958630476,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,91.54071307412784,0.0780973867728928,False,4.35,10317.824822158866
1,25,1.8131672493419149,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,91.60032963943324,0.0739603504774249,False,4.61,10324.544381758777
1,26,1.470832636830519,VAL,-0.1767996453989701,True,112.71296099478378,0.0,91.99463569417252,0.076668262874409,False,4.6,10368.98778472661
1,27,0.20177382062419824,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,104.14543301760386,0.0553704068038561,False,10.08,11738.540129498051
1,28,1.586274097840673,TEST1,-0.1767996453989701,True,112.71296099478378,0.0,99.0001050698853,0.0587451382359403,False,3.62,11158.594981221477
1,31,1.1512486121435614,VAL,-0.1767996453989701,True,112.71296099478378,0.0,101.9390971489765,0.0563546736528817,False,7.8,11489.857480796063
1,35,1.105856589054512,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,92.75396247332564,0.0770279433560462,False,4.08,10454.573754367591
1,36,0.43560376006282575,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,91.6243854464863,0.0868681857800487,False,3.17,10327.255783000846
1,37,1.3386945307066747,TEST1,-0.1767996453989701,True,112.71296099478378,0.0,91.98731436159116,0.0769948932175125,False,4.54,10368.16257565294
1,38,3.533136288278639,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,74.6049019564466,0.0180368245229573,False,8.83,8408.939404236633
1,39,2.8750612633917,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,91.61497230459598,0.0697649451949869,False,5.74,10326.194799906123
1,40,0.6953487706252319,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,92.57197506344596,0.077962650010361,False,4.26,10434.061414536282
1,42,0.5970051413473701,TEST1,-0.1767996453989701,True,112.71296099478378,0.0,91.98731436159116,0.079231364974533,False,3.96,10368.16257565294
1,43,2.386141216421718,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,92.04379321293312,0.0729646396243028,False,4.84,10374.528474221275
1,44,2.302570092830182,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,91.9590749359202,0.0705379176439503,False,4.55,10364.979626368773
1,45,-0.021205426764685627,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,99.5565263460691,0.0574620922225695,False,3.36,11221.310870820651
1,46,1.5982267615389816,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,92.04170140362416,0.0760488328581689,False,4.26,10374.292700200225
1,47,1.587464009066074,TRAIN,-0.1767996453989701,True,112.71296099478378,0.0,92.0124160732987,0.0760017265641028,False,4.58,10370.991863905532
1,48,1.3908291687001455,VAL,-0.1767996453989701,True,112.71296099478378,0.0,105.61440610482222,0.063259978383639,False,3.63,11904.112435780082
2,3,1.312588285611738,VAL,-0.1864602323235008,True,112.66694118998662,0.0,91.73629724451575,0.0761664042158895,False,3.67,10335.648006634987
2,4,2.463757293148109,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,91.66099210939312,0.0680188908686448,False,4.78,10327.163607404822
2,5,1.2035382082960937,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,91.69236924902756,0.0784081349069482,False,4.31,10330.698773750726
2,6,1.2339887782299857,TEST1,-0.1864602323235008,True,112.66694118998662,0.0,110.11911745167129,0.0567376377456192,False,4.06,12406.784129820679
2,7,1.7055273278311804,TEST1,-0.1864602323235008,True,112.66694118998662,0.0,91.7070119141903,0.074422530133453,False,4.58,10332.34851804548
2,8,0.8272072256497836,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,120.16816937192333,0.061708309200001,False,2.99,13538.980071534836
2,9,1.0691919817071538,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,113.80436250173454,0.0462707741485981,False,10.05,12821.989417146844
2,10,1.7192432632314303,VAL,-0.1864602323235008,True,112.66694118998662,0.0,91.6526248721573,0.0744394162548267,False,4.59,10326.220896379251
2,11,0.8091021735322621,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,106.54107762869224,0.0762461939202572,False,3.17,12003.657327509667
2,12,0.8415342627719524,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,106.00139082698014,0.0753459753513234,False,3.66,11942.852466360158
2,13,1.683942475593247,VAL,-0.1864602323235008,True,112.66694118998662,0.0,91.4988768879486,0.0742738649821205,False,4.6,10308.89858128433
2,14,1.0452766085283072,VAL,-0.1864602323235008,True,112.66694118998662,0.0,95.90893386356711,0.0528137475814812,False,9.95,10805.766211200831
2,15,0.893473058466833,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,91.64007401630352,0.0800714034022978,False,3.8,10324.806829840889
2,16,3.2321487063409915,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,85.26580809956995,0.0502728157457898,False,10.17,9606.637786670932
2,17,1.1067616624742025,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,98.82020946931458,0.0728578030059914,False,3.87,11133.770728661424
2,18,1.0344337536187767,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,92.48307316781508,0.0804367920830075,False,3.7,10419.78496566745
2,20,1.0243384337450268,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,99.8190484143438,0.0668829879692493,False,3.25,11246.3068573393
2,21,1.495049651469867,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,99.02625268624732,0.0595301642293294,False,3.72,11156.984987666181
2,22,2.8641719209446093,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,95.46180962377656,0.0599938788635337,False,9.99,10755.390090771733
2,23,1.074694092747203,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,99.2835452312496,0.0598696833313962,False,10.08,11185.973351702576
2,24,1.1463435786811749,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,91.54071307412784,0.0780973867728928,False,4.35,10313.6121364122
2,25,1.806179973983887,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,91.60032963943324,0.0739603504774249,False,4.61,10320.328952469414
2,26,1.4043925984520433,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,91.99463569417252,0.076668262874409,False,4.6,10364.75420954958
2,27,1.117140666422203,VAL,-0.1864602323235008,True,112.66694118998662,0.0,104.14543301760386,0.0553704068038561,False,10.08,11733.747377000065
2,28,1.3874981217853861,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,99.0001050698853,0.0587451382359403,False,3.62,11154.039015711262
2,29,0.8725002131148136,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,142.04535702969935,0.0740554437506449,True,6.46,16003.815886775788
2,30,0.723804937475213,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,110.18187173094012,0.0609982493006967,False,3.4,12413.85446251248
2,31,0.8025062858779184,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,101.9390971489765,0.0563546736528817,False,7.8,11485.166263444067
2,32,0.6412031254753843,VAL,-0.1864602323235008,True,112.66694118998662,0.0,94.17796166040132,0.0683142715925499,False,3.44,10610.74286778525
2,33,0.7423034134307751,VAL,-0.1864602323235008,True,112.66694118998662,0.0,97.34548390649658,0.0665980301045387,False,3.1,10967.617910404038
2,35,1.0561405737264316,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,92.75396247332564,0.0770279433560462,False,4.08,10450.305235120406
2,36,0.7720449158045906,VAL,-0.1864602323235008,True,112.66694118998662,0.0,91.6243854464863,0.0868681857800487,False,3.17,10323.039246667937
2,37,1.4613842639416232,TRAIN,-0.1864602323235008,True,112.66694118998662,0.0,91.98731436159116,0.0769948932175125,False,4.54,10363.929337402202
3,3,0.9030638025340028,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,91.73629724451575,0.0761664042158895,False,3.67,10320.008577130508
3,4,1.9513936912028553,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,91.66099210939312,0.0680188908686448,False,4.78,10311.537016104929
3,5,0.9088330797392212,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,91.69236924902756,0.0784081349069482,False,4.31,10315.066833198922
3,6,0.9438394076863004,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,110.11911745167129,0.0567376377456192,False,4.06,12388.010751929804
3,7,1.4285596292072016,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,91.7070119141903,0.074422530133453,False,4.58,10316.714081176118
3,8,0.3342131935688118,TRAIN,-0.1960400310359266,True,112.49645873130623,0.0,120.16816937192333,0.061708309200001,False,2.99,13518.49350656519
