acyl_class_aromatic,acyl_Charges_secondary_1,acyl_pka_aHs_x_has_acidic_H,acyl_BV_secondary_2,amine_class_1_mixture,amine_Charges_secondary_1,amine_pka_basic,amine_BV_secondary_avg
True,-0.1960400310359266,0,112.49645873130623,False,-0.0261131870968252,9.42,65.3972803307244
