n_features,reg_model,reg_cv_r2_mean,reg_test_r2,selection_mode,features
42,LightGBM,0.5828792920562481,0.5295293562138266,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'acyl_pka_aHs_x_has_pKa_features', 'acyl_BV_main_1', 'amine_class_2_mixture', 'amine_B5_avg', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'acyl_has_pKa_features', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'acyl_B1_avg', 'acyl_EA', 'amine_fukui_N_secondary_avg', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
43,LightGBM,0.6167644792191049,0.5047032910786284,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'acyl_pka_aHs_x_has_pKa_features', 'acyl_BV_main_1', 'amine_class_2_mixture', 'amine_B5_avg', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'acyl_has_pKa_features', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'acyl_B1_avg', 'acyl_EA', 'amine_fukui_N_secondary_avg', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
44,LightGBM,0.5667542347884174,0.5347783655312579,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'acyl_pka_aHs_x_has_pKa_features', 'acyl_BV_main_1', 'amine_class_2_mixture', 'amine_B5_avg', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'acyl_has_pKa_features', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'amine_SA', 'acyl_B1_avg', 'acyl_EA', 'amine_fukui_N_secondary_avg', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
45,XGBoost,0.5799184550074779,0.49111900030958633,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'amine_B1_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'acyl_BV_main_1', 'amine_class_2_mixture', 'amine_B5_avg', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'acyl_has_pKa_features', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'amine_SA', 'acyl_B1_avg', 'acyl_EA', 'amine_fukui_N_secondary_avg', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
46,LightGBM,0.5735551737214871,0.5259741605892425,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'amine_B1_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'acyl_BV_main_1', 'amine_class_2_mixture', 'amine_B5_avg', 'amine_Charges_secondary_1', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'acyl_has_pKa_features', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'amine_SA', 'acyl_B1_avg', 'acyl_EA', 'amine_fukui_N_secondary_avg', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
47,LightGBM,0.5287035158904344,0.5279280590850057,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'amine_B1_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'acyl_BV_main_1', 'amine_class_2_mixture', 'amine_B5_avg', 'amine_Charges_secondary_1', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_has_num_Hs', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'acyl_has_pKa_features', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'amine_SA', 'acyl_B1_avg', 'acyl_EA', 'amine_fukui_N_secondary_avg', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
48,LightGBM,0.5839533043278448,0.5280582315456355,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'amine_B1_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'acyl_BV_main_1', 'amine_class_2_mixture', 'amine_B5_avg', 'amine_Charges_secondary_1', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_has_num_Hs', 'amine_LUMO', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'acyl_has_pKa_features', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'amine_SA', 'acyl_B1_avg', 'acyl_EA', 'amine_fukui_N_secondary_avg', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
49,LightGBM,0.5160773733866458,0.5367175068755341,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'amine_B1_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'acyl_BV_main_1', 'amine_class_2_mixture', 'amine_B5_avg', 'amine_Charges_secondary_1', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_has_num_Hs', 'amine_LUMO', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'amine_class_1_aliphatic', 'acyl_has_pKa_features', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'amine_SA', 'acyl_B1_avg', 'acyl_EA', 'amine_fukui_N_secondary_avg', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
50,LightGBM,0.5555243106345804,0.524919295265674,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'amine_B1_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'acyl_BV_main_1', 'amine_class_2_mixture', 'amine_B5_avg', 'amine_Charges_secondary_1', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_has_num_Hs', 'amine_LUMO', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'amine_class_1_aliphatic', 'acyl_has_pKa_features', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'acyl_DISP_atom', 'acyl_B1_avg', 'acyl_EA', 'amine_SA', 'amine_fukui_N_secondary_avg', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
51,LightGBM,0.5536375136236484,0.47323317522174646,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'amine_B1_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'acyl_BV_main_1', 'amine_class_2_mixture', 'amine_B5_avg', 'amine_Charges_secondary_1', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_has_num_Hs', 'amine_LUMO', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'amine_class_1_aliphatic', 'acyl_has_pKa_features', 'acyl_num_Hs_x_has_num_Hs', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'acyl_DISP_atom', 'acyl_B1_avg', 'acyl_EA', 'amine_SA', 'amine_fukui_N_secondary_avg', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
52,LightGBM,0.5481617164675117,0.4740188607080741,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'amine_B1_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'acyl_BV_main_1', 'amine_class_2_mixture', 'amine_B5_avg', 'amine_Charges_secondary_1', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_has_num_Hs', 'amine_LUMO', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'amine_class_1_aliphatic', 'acyl_has_pKa_features', 'acyl_num_Hs_x_has_num_Hs', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'acyl_DISP_atom', 'acyl_B1_avg', 'acyl_EA', 'amine_SA', 'amine_fukui_N_secondary_avg', 'amine_global_E', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
53,LightGBM,0.5514705322148249,0.5024471004073006,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'amine_B1_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'amine_FCS_1', 'acyl_BV_main_1', 'amine_class_2_mixture', 'amine_B5_avg', 'amine_Charges_secondary_1', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_has_num_Hs', 'amine_LUMO', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'amine_class_1_aliphatic', 'acyl_has_pKa_features', 'acyl_num_Hs_x_has_num_Hs', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'acyl_DISP_atom', 'acyl_B1_avg', 'acyl_EA', 'amine_SA', 'amine_fukui_N_secondary_avg', 'amine_global_E', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
54,LightGBM,0.5296798801348805,0.5050053476041316,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'amine_B1_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'amine_FCS_1', 'acyl_BV_main_1', 'amine_class_2_mixture', 'amine_B5_avg', 'amine_Charges_secondary_1', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_has_num_Hs', 'amine_LUMO', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'amine_class_1_aliphatic', 'acyl_has_pKa_features', 'acyl_num_Hs_x_has_num_Hs', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'acyl_DISP_atom', 'acyl_B1_avg', 'acyl_EA', 'amine_SA', 'amine_fukui_N_secondary_avg', 'amine_global_E', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_L_avg', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
55,LightGBM,0.5180672734740306,0.5232897504445737,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'amine_B1_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'amine_FCS_1', 'acyl_BV_main_1', 'amine_class_2_mixture', 'amine_B5_avg', 'amine_Charges_secondary_1', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_has_num_Hs', 'amine_LUMO', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'amine_class_1_aliphatic', 'acyl_has_pKa_features', 'acyl_num_Hs_x_has_num_Hs', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'acyl_DISP_atom', 'acyl_B1_avg', 'acyl_EA', 'amine_SA', 'amine_fukui_N_secondary_avg', 'amine_global_E', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_class_aliphatic', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_L_avg', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
56,LightGBM,0.5365311490467178,0.49039371298448853,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'amine_B1_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'amine_FCS_1', 'acyl_BV_main_1', 'amine_class_2_mixture', 'amine_B5_avg', 'amine_Charges_secondary_1', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_has_num_Hs', 'amine_LUMO', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'amine_class_1_aliphatic', 'acyl_has_pKa_features', 'acyl_num_Hs_x_has_num_Hs', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'acyl_DISP_atom', 'acyl_B1_avg', 'acyl_EA', 'amine_SA', 'amine_fukui_N_secondary_avg', 'amine_global_E', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_class_aliphatic', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'amine_class_1_mixture', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_L_avg', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
57,LightGBM,0.5467086862170647,0.4791850590326986,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'amine_B1_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'amine_FCS_1', 'acyl_BV_main_1', 'amine_class_2_mixture', 'amine_B5_avg', 'amine_Charges_secondary_1', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_has_num_Hs', 'amine_LUMO', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'amine_class_1_aliphatic', 'acyl_has_pKa_features', 'acyl_num_Hs_x_has_num_Hs', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'acyl_DISP_atom', 'acyl_B1_avg', 'acyl_EA', 'amine_SA', 'amine_fukui_N_secondary_avg', 'amine_Charges_main_atom', 'amine_global_E', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_class_aliphatic', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'amine_class_1_mixture', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_L_avg', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
58,XGBoost,0.5357655348637403,0.5035047625559221,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'amine_B1_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'amine_FCS_1', 'acyl_BV_main_1', 'amine_class_2_mixture', 'acyl_B5_main_atom_2', 'amine_B5_avg', 'amine_Charges_secondary_1', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_has_num_Hs', 'amine_LUMO', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'amine_class_1_aliphatic', 'acyl_has_pKa_features', 'acyl_num_Hs_x_has_num_Hs', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'acyl_DISP_atom', 'acyl_B1_avg', 'acyl_EA', 'amine_SA', 'amine_fukui_N_secondary_avg', 'amine_Charges_main_atom', 'amine_global_E', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_class_aliphatic', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'amine_class_1_mixture', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_L_avg', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
59,LightGBM,0.5585298903910562,0.4934108349497024,in_all,"['amine_fukui_N_secondary_1', 'amine_IP', 'acyl_pka_aHs_x_has_acidic_H', 'amine_B1_main_atom_1', 'acyl_pka_aHs_x_has_pKa_features', 'amine_FCS_1', 'acyl_BV_main_1', 'amine_class_2_mixture', 'acyl_B5_main_atom_2', 'amine_B5_avg', 'amine_Charges_secondary_1', 'amine_class_2_aliphatic', 'acyl_fukui_N_Hs_avg', 'acyl_has_acidic_H_for_pka_aHs', 'amine_SV', 'acyl_has_num_Hs', 'amine_LUMO', 'acyl_global_E', 'amine_BV_main_1', 'amine_BV_secondary_1', 'amine_BV_secondary_avg', 'amine_class_1_aliphatic', 'acyl_has_pKa_features', 'acyl_num_Hs_x_has_num_Hs', 'acyl_hardness', 'amine_FCS_avg', 'amine_FREQS_avg', 'amine_FREQS_1', 'amine_B1_avg', 'amine_B5_main_atom_1', 'acyl_DISP_atom', 'acyl_B1_avg', 'acyl_EA', 'amine_SA', 'amine_fukui_N_secondary_avg', 'amine_Charges_main_atom', 'amine_global_E', 'acyl_LUMO', 'acyl_B1_main_atom_1', 'acyl_class_aliphatic', 'acyl_fukui_N_secondary_avg', 'acyl_fukui_N_secondary_1', 'acyl_class_hetero', 'amine_Charges_secondary_avg', 'amine_DISP_mol', 'amine_DISP_atom', 'acyl_has_acidic_H_for_pka_lowest', 'acyl_num_Hs', 'amine_class_1_mixture', 'acyl_B1_main_atom_2', 'amine_class_1_aromatic', 'acyl_fukui_E_Hs_avg', 'amine_PYR', 'amine_L_avg', 'amine_global_N', 'amine_EA', 'amine_fukui_N_main_atom', 'acyl_BV_secondary_1', 'acyl_class_aromatic']"
